,AES_predictions,Alliant_Energy_Corp_predictions,Ameren_Corp_predictions,American_Electric_Power_predictions,American_Water_Works_Company_predictions,CMS_Energy_predictions,Consolidated_Edison_predictions,DTE_Energy_predictions,Duke_Energy_predictions,Dominion_Energy_predictions,Edison_Int_predictions,Entergy_predictions,Evergy_predictions,Eversource_Energy_predictions,Exelon_predictions,FirstEnergy_predictions,NextEra_Energy_predictions,NiSource_predictions,NRG_Energy_predictions,Pinnacle_West_Capital_predictions,PPL_Corp_predictions,Public_Serv_Enterprise_predictions,Southern_predictions,Sempra_Energy_predictions,Wec_Energy_Group_predictions,Xcel_Energy_predictions
213,[11.17606849],[42.08762613],[59.14114555],[72.02122436],[81.5952614],[48.01974922],[83.49387889],[109.92543127],[86.34766097],[78.23689375],[79.849427],[78.08532047],[51.06825253],[62.80489688],[38.12948641],[32.71124558],[150.01840604],[26.95529316],[25.64298177],[89.66614778],[39.05567178],[46.63441086],[48.98651513],[116.94754083],[64.60818665],[48.95712079]
214,[11.03286244],[41.77163872],[58.89380822],[72.00294448],[81.33616229],[47.85221953],[83.02610711],[109.82815206],[85.87753725],[78.14675076],[79.11459478],[77.57900362],[49.86428749],[62.44777798],[37.60762898],[32.64779575],[148.62198065],[26.68902604],[25.22138611],[88.91881242],[38.8317878],[46.32340071],[47.89264429],[115.76593464],[64.04893521],[48.67799211]
215,[11.05656021],[42.2258425],[59.24529897],[72.18613524],[81.52052806],[48.22962879],[83.54901388],[110.70434705],[86.41205697],[78.6734926],[79.0605804],[77.89615174],[50.20822954],[63.08702341],[37.97038369],[32.83110794],[150.01217032],[26.78629408],[25.74730109],[89.34385371],[38.92383846],[46.66374987],[48.37539456],[116.63297048],[64.62151758],[49.01630179]
216,[11.21437812],[42.37758291],[59.30668856],[72.68436893],[82.11646977],[48.30517749],[83.76825498],[110.88069791],[86.62647503],[78.73120133],[79.75294234],[78.27319935],[51.33055521],[62.97404843],[38.03064422],[32.93049299],[150.45873392],[26.77898981],[25.76219115],[89.23423649],[38.94954131],[46.86068036],[48.29967766],[118.42560762],[64.7622348],[49.22242647]
217,[11.34011539],[42.73399881],[59.91922618],[72.83369018],[82.20943128],[48.28276539],[83.97380234],[111.41791118],[86.53284656],[78.97851342],[80.04664631],[78.59492064],[51.40561542],[62.92785166],[38.20648257],[32.89797755],[150.93755875],[26.93382729],[25.84222168],[89.52892631],[39.04705959],[47.01989435],[47.97765292],[118.26913389],[64.88740877],[49.15787062]
218,[11.34771245],[43.00182509],[60.24548202],[73.31114975],[81.82138996],[48.59215661],[84.25893095],[111.88188538],[86.85921717],[79.21584073],[80.28697063],[79.14264186],[50.81917259],[63.15425379],[38.32722143],[32.91705013],[149.65410084],[27.02381203],[25.60567812],[89.93528098],[39.52491201],[47.22007182],[48.02513743],[118.54324009],[65.02960379],[49.36576368]
219,[11.37863616],[42.86861188],[60.2603368],[73.41224984],[81.72723378],[48.37347707],[84.25570928],[111.80075696],[86.81443527],[79.44162669],[80.24693246],[79.02256783],[50.85048348],[62.99297051],[38.34835342],[32.70239345],[149.44684588],[26.93537885],[25.38774774],[89.94456065],[39.50817564],[47.24283706],[48.03892687],[119.04874794],[64.97355281],[49.37843353]
220,[11.41143578],[42.86803285],[60.38723394],[73.59673621],[82.0445044],[48.52275978],[84.51102086],[111.5841237],[87.24887646],[80.05496196],[80.82783041],[79.85665641],[52.14156983],[63.10601704],[38.31229879],[32.69343125],[150.18408404],[27.10663171],[24.52755913],[90.06112629],[39.59226491],[47.29989925],[48.32826432],[119.11412028],[65.13370563],[49.40014051]
221,[11.19896382],[43.05844101],[60.62133788],[74.10854126],[82.05775624],[48.65140204],[84.60913448],[112.20080881],[87.41647902],[80.13998079],[80.88907482],[79.86689044],[51.51732698],[63.28875631],[38.29207525],[32.79478867],[150.95490286],[27.08843921],[24.51686546],[90.47735883],[39.53811465],[47.31505006],[48.32776112],[119.21562947],[65.39397972],[49.54833382]
222,[11.16183695],[43.05630902],[60.4540859],[73.97886365],[81.41860006],[48.76420164],[84.4565313],[112.1490136],[87.53412219],[80.26080129],[80.50332116],[79.88230668],[51.09450413],[63.30705018],[38.23889866],[32.68105234],[150.74534047],[26.97313256],[25.00699453],[90.45429202],[39.38692891],[47.14694152],[48.18464452],[118.80820704],[65.29707544],[49.53055333]
223,[11.06720821],[42.77305799],[60.32527802],[73.78822784],[80.93233038],[48.58800888],[84.10883625],[112.02544462],[87.29759328],[78.92441914],[80.37479859],[79.43499861],[51.57750296],[63.25344729],[37.86200059],[32.58182238],[150.66713124],[26.90426767],[24.87784457],[90.04021711],[39.19387788],[46.86427808],[48.22066147],[117.82277108],[65.13676029],[49.5047428]
224,[11.04624693],[42.72415682],[60.03916703],[73.67441897],[81.00499777],[48.57254299],[84.31802232],[112.34949451],[87.35263569],[78.81596614],[80.26932215],[79.23540183],[52.47948731],[63.02446007],[37.87422415],[32.58266501],[150.58569931],[26.86463521],[24.90197492],[90.01786458],[39.2510657],[46.86017055],[48.27754754],[118.00563],[65.25212521],[49.52429511]
225,[11.12390974],[42.54955158],[59.85026453],[73.58791828],[80.91881356],[48.4551243],[84.02750154],[112.19213584],[87.1276346],[78.34279683],[80.00888672],[79.27826964],[52.2901227],[62.61175111],[37.58359813],[32.4461984],[150.26831683],[26.85128776],[24.80443239],[89.90524152],[39.12645975],[46.56897318],[48.27020064],[118.0144538],[65.17211234],[49.40078325]
226,[11.09553607],[42.89739049],[59.89782076],[74.09592816],[80.83270053],[48.46014828],[84.41752343],[112.80551484],[87.42965255],[78.22876976],[80.27093812],[79.77085816],[50.87613649],[63.00623125],[37.59050692],[32.5026039],[150.35079618],[26.86121373],[24.35968025],[89.73387486],[39.18150029],[46.39920835],[49.16855626],[117.69281563],[65.57246349],[49.66114107]
227,[11.10755676],[42.59041177],[59.50257472],[73.3543455],[80.87236514],[48.20774022],[84.05898149],[111.73229281],[87.00277063],[78.03718432],[79.58962773],[78.76160579],[48.75186092],[62.63573404],[37.57322089],[32.31804138],[148.36436483],[26.78191091],[23.88877265],[89.04228702],[39.13453918],[45.94547265],[49.23543402],[117.20062238],[65.58074559],[49.58121119]
228,[11.14061196],[42.9507798],[59.89126712],[73.83925825],[81.49934815],[48.48159077],[84.7925187],[111.99702239],[87.36084544],[78.25270521],[80.20423153],[79.23265725],[48.5888764],[63.23372943],[38.01796157],[32.13395721],[149.63250312],[26.98353949],[24.12291729],[89.58011377],[39.16898573],[46.05556049],[49.95007493],[119.01990259],[66.14209437],[49.8961344]
229,[11.19842029],[43.16366676],[60.11405826],[74.20323912],[81.96019859],[48.6732631],[85.52539015],[112.8180843],[87.75846682],[79.18996531],[80.72078841],[79.80758569],[49.34388334],[63.48181791],[38.18200034],[32.19163136],[148.32332375],[27.10599982],[23.94093063],[90.02698496],[39.5564796],[46.44103838],[50.15129656],[119.14172189],[66.62315325],[50.2140579]
230,[11.3713041],[43.60964505],[60.89722866],[74.56443233],[82.84772647],[49.10302403],[86.07281686],[113.50534245],[88.35008645],[79.88072863],[81.45600976],[80.30976705],[50.63579883],[64.10757463],[38.44593307],[32.50299715],[151.48324293],[27.22474279],[23.86420537],[90.77730356],[39.83594247],[46.74537735],[50.63235795],[120.04067845],[67.07162229],[50.51296165]
231,[11.24574515],[42.76155806],[59.46724658],[73.18517861],[81.84847687],[48.11326223],[84.19068985],[111.34831845],[87.29950982],[78.31853353],[80.74003219],[79.08357877],[50.21165243],[62.61655309],[37.9123706],[31.80972583],[149.12225107],[26.78514357],[23.88670672],[88.9581102],[39.08641826],[45.89856449],[49.52378881],[118.26667287],[65.68471502],[49.59429614]
232,[11.21558821],[42.45015173],[58.94187775],[72.67218653],[81.41389762],[47.56506217],[83.84113074],[110.49601429],[86.85856193],[78.14400723],[81.09360475],[78.34512259],[49.71013959],[62.44711098],[37.79899328],[31.476776],[148.37093726],[26.6743514],[23.53842833],[88.21506194],[38.82883702],[45.50840905],[49.49594412],[118.25896117],[65.25107863],[49.25034206]
233,[11.24613646],[42.85890059],[59.67997195],[72.95049164],[82.35119533],[47.94841901],[84.58358014],[111.70176829],[87.52969305],[79.05913491],[81.11507395],[79.17514292],[49.29133489],[63.13156193],[38.15450345],[31.64055156],[149.53945941],[26.91687756],[23.0527773],[89.01070453],[39.13169034],[45.81130307],[50.43775505],[119.14380368],[65.84555911],[49.17084003]
234,[11.33786264],[42.89407912],[59.85657811],[73.05588008],[82.76239277],[47.90237954],[84.51767301],[111.44835517],[87.34312514],[79.45326962],[81.24462095],[78.85807353],[48.52672956],[62.89437496],[37.64362541],[31.6698427],[150.23092548],[26.98023834],[22.89862274],[89.2947789],[39.32068484],[45.87035661],[50.62960211],[119.38672829],[66.10775926],[49.13924867]
235,[11.27996916],[42.50930544],[59.18003486],[72.29525948],[82.19574107],[47.62186346],[83.57025883],[110.52023124],[86.07215744],[78.67318019],[80.57223016],[78.34711286],[47.67204042],[61.70437271],[37.36463912],[31.22828808],[148.3773276],[26.52524145],[23.89606804],[88.35241248],[39.12709365],[45.6113268],[50.01807749],[117.61692453],[65.44526655],[48.64389522]
236,[11.31683265],[42.50860851],[59.27009012],[72.024507],[82.3201658],[47.41251086],[83.44685792],[110.26303577],[86.00717227],[78.39971763],[79.83159234],[78.09362305],[42.98554855],[61.85693638],[37.3264136],[31.33369081],[148.02680877],[26.39214577],[24.73494069],[88.33187734],[39.228669],[45.58914805],[49.88956765],[117.63559556],[65.02576991],[48.48029541]
237,[11.27732699],[42.12742438],[58.83407356],[71.74195097],[82.51528183],[47.12390502],[82.66472807],[109.09110384],[85.28916799],[77.65077024],[79.21262365],[77.85915346],[44.48217655],[61.54837739],[36.94091935],[31.22372284],[146.89993829],[26.18464512],[24.12608676],[87.36389867],[38.85391595],[45.28173719],[49.50304709],[116.69790776],[64.58900858],[48.18426198]
238,[11.13555776],[42.05404354],[58.85234163],[71.4923701],[81.89866471],[47.09443837],[82.51487415],[109.15357346],[85.19185482],[77.34774047],[78.74362505],[77.95095748],[44.88723836],[61.49511122],[37.1333639],[31.15664989],[146.95681906],[26.10453875],[24.12002472],[87.18152297],[38.81932372],[46.17241651],[49.32641092],[116.05498168],[64.33863669],[48.05821743]
239,[11.10810224],[41.70472888],[58.54153176],[70.6220107],[82.04046205],[46.50306232],[81.61627216],[108.39606758],[84.22268028],[77.08269928],[78.29506522],[76.78827618],[44.60136471],[60.74161832],[37.15136421],[30.88360372],[146.43890775],[25.67210391],[23.9209326],[86.17466186],[38.49215924],[46.2077825],[48.82764337],[115.96540832],[63.62578087],[47.4598606]
240,[11.20093098],[42.23125726],[59.38526086],[71.05418761],[82.53313976],[47.11281025],[82.3198011],[109.75263899],[85.14331651],[77.97822392],[79.22757457],[77.73875636],[43.50941569],[61.5332773],[37.57007089],[31.10312891],[146.91554656],[25.89538588],[23.3290629],[86.88668041],[38.64908798],[46.48711147],[49.07368316],[116.95184292],[64.24662467],[47.72461212]
241,[11.1706799],[42.2319864],[59.14194312],[71.20421855],[82.32504656],[46.95104919],[81.84253517],[109.42168689],[84.77668865],[78.19290867],[79.09448358],[77.45316109],[43.31092864],[61.34745823],[37.19715453],[30.84576634],[147.71405375],[26.06109572],[24.11763801],[86.48340073],[38.75730076],[46.49245577],[48.78026037],[116.24366083],[63.89039289],[47.72025667]
242,[11.13297508],[41.60514872],[57.93420307],[70.3548307],[81.08996134],[46.26162454],[80.67387699],[107.42287533],[84.00071033],[76.90698408],[78.11832001],[76.49846128],[42.83752775],[60.44962338],[37.12678022],[30.11910491],[146.33452305],[25.40320443],[25.00731052],[84.81988373],[38.02925863],[46.21554721],[48.54113302],[114.5193241],[62.95385345],[47.09660789]
243,[11.077218],[41.67435307],[58.42825633],[70.51818945],[81.19388458],[46.37743883],[80.7497553],[107.82478362],[84.23242457],[77.08248567],[77.69462679],[76.37335355],[44.05143889],[60.63609809],[37.4416136],[30.04633221],[147.06526111],[25.48676921],[24.92454728],[84.95599533],[38.1908375],[46.09207213],[48.95440533],[114.66918436],[63.16122477],[47.37200313]
244,[11.01855523],[41.53286403],[57.95444932],[70.29281299],[81.07592209],[46.36855606],[80.74005592],[107.46671668],[83.98999098],[76.89697129],[77.31055713],[76.40170747],[44.96555382],[60.48937615],[37.68771731],[30.80485564],[146.61285601],[25.5877208],[25.59215525],[84.5906061],[37.96997313],[46.26862164],[49.13854657],[114.26059016],[62.83542934],[47.35196898]
245,[11.08437303],[41.6017892],[58.37062569],[70.44530979],[81.73506829],[46.42843899],[81.15993154],[107.43104938],[84.35098005],[76.77290144],[77.02679997],[76.38930501],[44.91927818],[60.4163603],[38.11241439],[30.84369005],[146.86249143],[25.49421611],[25.59093951],[85.30219426],[37.73379581],[46.6028002],[49.1294474],[114.06268751],[63.6083773],[47.38307628]
246,[11.18357473],[41.3644359],[57.92858061],[70.30454573],[81.7365183],[45.97891003],[80.88027635],[106.54962757],[83.81863781],[76.04463206],[76.98013216],[75.68753258],[44.82737425],[60.23531384],[37.85532186],[30.93119618],[146.9118757],[25.35483441],[25.86298187],[84.98103222],[37.48217972],[46.2798789],[48.77683135],[113.84755728],[63.25324543],[47.18401341]
247,[11.27271577],[41.93385075],[58.55270008],[71.49325464],[82.44396657],[46.51119923],[81.8153618],[107.62943544],[84.4958711],[76.83948331],[77.81432116],[78.30466911],[44.60334044],[60.82034833],[38.16826671],[31.30183395],[148.60144762],[25.70545576],[25.76865274],[85.81363011],[37.65824803],[46.94170224],[49.14243196],[114.60884046],[64.12623628],[47.77454526]
248,[11.28284441],[41.88640201],[58.84901285],[71.49770942],[82.90799658],[46.54218591],[81.75878843],[107.69838076],[84.2746499],[76.78421199],[77.64738804],[79.00512236],[44.60530684],[60.62557937],[38.40510203],[31.37805994],[147.77925278],[25.71470505],[25.52443355],[85.57077523],[37.31953979],[47.43636362],[49.36215266],[112.03349117],[64.03536215],[47.59299945]
249,[11.18379213],[41.93766564],[58.782992],[71.54626908],[82.81067883],[46.31834068],[81.59662667],[107.71484897],[84.67508478],[76.84714836],[77.64717169],[78.64951179],[44.55663871],[60.39538461],[38.15771707],[31.36407776],[147.55696345],[25.71018102],[25.47022538],[85.3906009],[37.32953402],[47.61389447],[49.58737647],[112.06332094],[64.37545224],[47.42627016]
250,[11.18500264],[41.96999535],[59.14128276],[71.76732211],[83.19764134],[46.49304018],[81.50043296],[107.92819083],[84.78900912],[76.68119098],[77.61686128],[78.94073826],[42.88266256],[60.3542595],[38.03598914],[31.40964345],[147.94422308],[25.90774147],[25.7504643],[85.40506221],[37.44270178],[47.592088],[49.62589936],[112.6896625],[64.25285089],[47.59040672]
251,[11.24005493],[42.32894572],[59.88934938],[72.40732652],[84.09188208],[47.01982421],[82.45338596],[109.30288065],[85.80106039],[77.66707868],[78.58147529],[79.7199145],[42.38549899],[60.69310418],[38.33142699],[31.59597361],[149.0962737],[26.35082935],[25.70749844],[85.84032511],[37.84974207],[48.19289826],[50.25359676],[113.90513895],[64.57519425],[47.9569754]
252,[11.26868483],[42.65361409],[59.78000048],[72.76011572],[84.43847635],[47.34271902],[82.84245913],[109.63669534],[86.34968223],[77.96970582],[78.39441501],[80.32111653],[41.88695612],[61.30142292],[38.48168043],[31.80566911],[149.85798987],[26.41741737],[25.44642339],[86.41201804],[37.92872416],[48.40535786],[50.45906015],[114.79904871],[64.73608216],[48.26028279]
253,[11.22295897],[43.01538229],[60.32244722],[73.33609268],[85.03245718],[47.70946921],[83.5342952],[110.64059109],[86.97611004],[78.61757333],[79.63669441],[81.72945985],[41.65888979],[61.64075809],[38.91589453],[32.39803505],[150.68286495],[26.56882847],[25.67498431],[87.3215099],[38.36587697],[48.99150821],[50.73755698],[115.87699624],[65.5786774],[48.73045258]
254,[11.23969178],[43.05472507],[60.44892852],[73.19660664],[85.065514],[47.56124686],[83.05891175],[109.92238255],[86.81550437],[78.62979387],[78.0612725],[82.28764751],[40.69904473],[61.6246993],[39.24603961],[32.47903606],[150.56367001],[26.60463377],[26.09572901],[87.40763226],[37.57841776],[48.6710741],[50.92647137],[114.81399824],[65.11081274],[48.62558371]
255,[11.26276033],[43.12304686],[60.66012306],[73.16463603],[85.24525612],[47.4542199],[82.89967603],[109.82347867],[87.20131206],[79.01021639],[77.80761639],[83.43048289],[41.47998278],[61.2061823],[39.65962953],[32.08682001],[151.55675145],[26.36930775],[26.66794457],[87.32540456],[37.40059335],[48.6238976],[51.15232749],[114.50927978],[65.08983949],[48.53094619]
256,[11.19321483],[43.42641879],[60.96461487],[73.24132836],[86.04176687],[47.84253896],[83.5984444],[110.22665046],[87.54278352],[78.96514676],[77.71157167],[84.63109395],[41.80493179],[61.78296169],[39.62033476],[32.16101614],[152.67100653],[26.44561502],[25.98114894],[87.81161657],[37.49691401],[48.61540234],[51.13984328],[114.12107661],[65.51363482],[48.74568887]
257,[11.13038436],[43.37881295],[61.04106117],[73.05492859],[86.26693712],[47.83224315],[83.81449257],[110.59203598],[87.10351063],[78.89888962],[77.89557399],[84.73237768],[40.58090026],[61.45010685],[39.62547588],[32.05492199],[152.57824504],[26.42584554],[25.87657477],[87.39273854],[37.52698422],[48.70110745],[51.28521426],[113.18629671],[65.75825601],[48.76379565]
258,[11.27216409],[43.84942979],[61.56378025],[73.82111],[87.15740127],[48.18955118],[84.85172277],[112.0398441],[87.84024027],[79.89927586],[79.32226602],[85.42293074],[45.21386251],[62.0802295],[39.8043256],[32.28541799],[153.87146584],[26.7518294],[25.52187547],[88.5986742],[37.82244614],[48.92974227],[52.01551889],[114.14233689],[66.5576353],[49.23445008]
259,[11.14493493],[43.86050732],[61.58512948],[73.99264329],[87.76430535],[48.19136091],[84.8300429],[112.15409327],[87.94549152],[79.97117532],[79.51985238],[85.74367929],[45.13844201],[62.11939447],[39.61350717],[32.1138421],[154.17192125],[26.65430194],[25.36641971],[88.79219478],[37.75935689],[49.01342176],[52.18537989],[114.14297377],[66.79492505],[49.25837892]
260,[11.12655486],[43.78572495],[61.73224526],[73.94205406],[87.75748621],[48.23964943],[85.13429131],[113.08577422],[87.59902277],[80.39420973],[79.99875065],[85.31581462],[43.99468306],[62.3696589],[39.7325842],[32.13452929],[154.44548339],[26.81511956],[24.87863448],[88.86075103],[38.12655594],[48.99492071],[52.19014327],[114.44753405],[66.85344964],[49.29520938]
261,[10.99713114],[43.46924007],[61.76461272],[74.00201744],[86.91592106],[48.4399302],[85.76667937],[112.73361106],[87.97452465],[80.36528538],[79.94232066],[86.01185585],[43.61838309],[62.41848622],[39.98766233],[32.00216875],[154.25990068],[26.66941456],[25.10051559],[88.47230038],[37.93058435],[49.08660466],[52.37642373],[114.89800179],[66.85049025],[49.4696429]
262,[10.90167065],[43.24176714],[61.18900587],[73.66312693],[87.04659231],[48.01134243],[85.37501312],[111.05180874],[87.83402287],[79.73876521],[79.13272018],[86.38564659],[42.69394964],[62.35342387],[40.07622672],[31.87881987],[154.03165914],[26.52953188],[24.93943687],[88.32547558],[37.7038181],[49.18070899],[52.24000426],[114.37519114],[66.82983113],[49.41672281]
263,[10.8691384],[43.35594383],[61.41845553],[73.78955235],[87.58572734],[47.97394226],[85.53637891],[110.343315],[87.40815713],[80.39958558],[78.83949768],[86.20543828],[43.32268462],[62.26406532],[39.88256089],[31.77437687],[153.49682708],[26.46356366],[24.74698727],[88.18368919],[37.70110703],[49.36625455],[52.08413198],[115.1330194],[67.30675778],[49.0945022]
264,[10.7904638],[43.73238649],[61.84516492],[74.0381792],[87.68974788],[48.22543693],[85.94182367],[110.94711053],[87.93169976],[80.47851928],[79.52517047],[86.78838618],[43.41049483],[62.81690718],[40.25271667],[32.26363938],[155.87293241],[26.4321394],[25.37408035],[88.93471142],[37.75745276],[49.49686361],[52.11044192],[115.63877967],[67.83316806],[49.23647733]
265,[10.74946609],[43.19046586],[61.82541591],[74.18487759],[87.72123773],[47.83033948],[85.94477482],[110.34562391],[88.13238259],[81.44419143],[79.5591065],[86.45751771],[41.97655018],[62.48968069],[40.28466335],[32.6367202],[155.37161728],[26.23825093],[25.02732629],[88.24477682],[37.50659509],[49.56368825],[52.10914056],[117.46471907],[67.49696019],[49.3143732]
266,[10.64188614],[43.25934632],[61.97048036],[74.41872077],[87.80663811],[48.36907241],[86.06546932],[110.44128173],[88.30790491],[81.16848716],[79.89822734],[86.31057039],[42.62179301],[62.66013794],[40.199377],[32.90529393],[155.14918133],[26.35993767],[24.95924814],[87.76468637],[37.56961419],[49.23948038],[52.21086383],[117.39029733],[67.42502749],[49.5242742]
267,[10.57543054],[43.03455083],[61.84393179],[74.05784712],[87.32358748],[48.09180374],[85.82203346],[110.29122168],[87.86939766],[80.56850152],[79.13116949],[85.73046393],[27.69342843],[62.6985776],[40.16628749],[32.56431409],[153.47126776],[26.57391095],[24.83401988],[87.50709215],[36.96274428],[49.50896727],[52.0783165],[116.61913],[67.01672301],[49.24900641]
268,[10.77515425],[43.06043037],[62.35113495],[73.77226806],[89.35021382],[48.14874734],[86.8529405],[110.8764312],[88.59944858],[80.84924053],[79.18769754],[86.6417324],[27.29908734],[63.24497864],[40.73217838],[32.61673979],[150.15711748],[26.93391732],[26.01102844],[87.96345872],[36.90878068],[49.79850196],[53.28317011],[117.81758272],[67.669392],[49.29542513]
269,[10.52088444],[43.80252783],[62.22025881],[74.10715018],[88.88156027],[48.14481616],[87.03753349],[110.88061515],[88.53126541],[80.65928801],[79.57006448],[86.96396149],[27.43984855],[63.52627959],[40.96410995],[32.76578145],[152.79867499],[27.3290663],[27.79835405],[89.11059566],[36.76263192],[50.29940088],[52.37761219],[119.04007439],[68.13449771],[49.5981939]
270,[10.5024118],[44.1688246],[62.86281533],[75.17078862],[89.80822882],[48.92315013],[87.71815818],[112.77095659],[89.36195559],[81.37617065],[79.41785577],[86.85475295],[25.66691453],[64.49966273],[41.24112822],[33.13731635],[155.4658979],[27.47372116],[28.52744939],[89.71736419],[37.21186315],[49.97457408],[51.77036008],[120.49635275],[68.25149106],[50.0253493]
271,[10.31348291],[44.13149574],[62.83828716],[75.47501039],[89.43732083],[49.26082184],[87.64105104],[113.10368485],[89.59362433],[81.2542969],[80.28656686],[86.48129214],[25.34452091],[64.63411007],[41.16130943],[33.53138113],[155.20727486],[27.52510298],[27.7363538],[89.42079423],[36.78683014],[50.26137397],[52.05489278],[121.23975764],[68.2232292],[50.47543145]
272,[10.23164585],[43.68188161],[62.50819995],[74.81972662],[88.88125799],[49.27355303],[87.2411641],[112.52773879],[88.98082853],[80.86999194],[80.06847115],[85.26289049],[24.92403166],[64.0528586],[41.31028586],[33.84876841],[155.03724518],[27.204118],[28.27713486],[88.41312187],[36.29932589],[50.39608705],[51.40463093],[121.09159364],[67.99348447],[50.21839577]
273,[10.78167724],[44.27432276],[63.40747804],[76.13076151],[89.51916143],[49.64498615],[88.35259588],[114.26719501],[89.87812738],[81.81242464],[81.11176632],[86.63244561],[25.87081432],[64.79766417],[42.11368921],[34.17609372],[156.79869623],[27.31960863],[28.83247262],[89.86260305],[36.63952709],[50.67847555],[51.86093609],[121.97040455],[68.41037982],[50.79595262]
274,[10.85037314],[45.15225591],[64.56187973],[77.37901173],[90.76838664],[50.56986879],[88.98134349],[115.54023155],[91.0842837],[82.74202566],[82.58265413],[87.34509985],[28.56610024],[65.81189228],[42.41513103],[35.00060572],[158.42483333],[27.57875161],[28.92507509],[91.70963729],[37.07115427],[51.64961073],[52.27098639],[122.26811556],[69.51386974],[51.76721821]
275,[10.859559],[44.75052727],[64.00963835],[76.61735723],[89.84255169],[50.23603828],[88.03381605],[114.49744233],[90.61250432],[82.28008386],[81.85983103],[86.42401154],[28.3836997],[64.95449798],[41.75354705],[34.82402811],[157.36047448],[27.23035874],[29.39292646],[90.76198907],[36.56533076],[51.36623056],[51.92097134],[120.46210304],[68.77789935],[51.2184299]
276,[10.7466673],[44.65067276],[63.64377048],[76.80057345],[89.65769292],[50.19916653],[87.38571912],[114.11681053],[89.26743308],[82.04678732],[81.81078922],[85.97935089],[29.18737705],[64.92559051],[41.25924183],[34.6457999],[157.36210788],[27.31112483],[29.45565974],[90.83236991],[36.2354829],[51.37640481],[51.94191967],[119.92521458],[68.80505314],[51.2093228]
277,[10.59188458],[44.36409544],[63.4337631],[76.47429643],[89.23567955],[49.6582556],[86.6120801],[113.14338501],[88.66872627],[81.36587258],[81.06893621],[86.60561266],[29.06386523],[64.2680882],[41.34171295],[34.65981003],[156.17129714],[27.07891022],[29.47366302],[90.16114475],[36.27332349],[51.50449814],[50.98027709],[119.63486437],[68.24821418],[50.9579096]
278,[10.59520968],[44.25547067],[63.26549006],[76.49174979],[88.56196418],[49.48112992],[86.10714517],[112.45950812],[88.76208203],[81.18029141],[80.60706242],[85.68192778],[29.03872946],[63.9219125],[41.39444923],[34.6286019],[156.12125267],[27.08020152],[29.30438619],[89.46606565],[35.92180223],[51.62838906],[51.27978369],[118.93944361],[68.12197811],[50.6873053]
279,[10.63133117],[44.13243208],[63.18150467],[76.77313522],[88.62182794],[49.50468274],[86.53000609],[112.67078503],[88.78292829],[81.37659105],[80.25817515],[85.60402274],[30.026579],[63.99740607],[41.36842217],[34.24033683],[156.29129179],[27.2119622],[29.46232348],[89.40704973],[36.03233844],[51.60331754],[51.29112465],[118.84289695],[68.16334876],[50.62419137]
280,[10.6841755],[44.17742406],[62.93764046],[76.62138293],[88.74039812],[49.42018707],[86.68343884],[112.61938384],[88.56715449],[82.12082446],[80.18974608],[85.53164035],[30.07597811],[63.84945596],[41.48820718],[34.23226198],[155.30354397],[27.03149046],[29.21889025],[89.31285545],[36.07440812],[51.46191259],[51.38806954],[118.70128241],[68.29562079],[50.56299573]
281,[10.69106173],[44.20915414],[62.99718165],[76.50097359],[88.73675378],[49.44442682],[86.91367682],[112.65150358],[88.75879387],[82.21380774],[80.52366957],[85.39192402],[29.8611661],[64.35691155],[41.64404092],[33.97401703],[156.10815402],[27.03052158],[28.99838522],[89.53197806],[36.30938096],[51.5736997],[51.35590379],[118.75055911],[68.51177888],[50.71818289]
282,[10.72870413],[44.60165362],[63.41189234],[76.76880937],[89.17671907],[49.76050698],[87.49864378],[113.61174732],[88.90008546],[82.94608443],[80.79845971],[86.03897488],[30.06816574],[64.41624735],[41.66346805],[33.94096809],[157.01725201],[27.09652608],[28.75344795],[90.01600503],[36.58426584],[51.60441764],[51.57409069],[119.43518421],[68.76570753],[50.85839281]
283,[10.57571069],[44.7759269],[63.84897224],[77.03956526],[89.59359123],[49.7179245],[88.00128737],[114.3070003],[89.0027285],[83.87189395],[81.13041279],[86.32655038],[30.76583281],[64.56289766],[41.96359486],[33.55510391],[157.81618293],[27.19392568],[28.85840792],[90.79808675],[36.53087616],[52.03220814],[51.49276722],[119.58782495],[68.95949106],[51.24663776]
284,[10.59649592],[44.91083516],[63.67047785],[77.15382702],[90.31155613],[49.63163154],[88.4136872],[114.55139021],[89.00651175],[83.98776973],[81.41702954],[86.17193032],[31.85317347],[64.61711778],[41.722773],[33.66736281],[157.75540504],[27.16301512],[28.17798902],[91.025907],[36.6109684],[52.66941508],[51.10313706],[120.25946262],[69.27613214],[51.26449982]
285,[10.58000179],[45.10525661],[63.97523243],[77.63779038],[91.49445589],[49.92274475],[89.0516644],[115.564467],[89.20272364],[84.16002857],[81.31795356],[86.51697859],[31.904785],[64.86560348],[41.70300923],[34.0930513],[158.09342915],[27.52731047],[27.57520676],[91.84531993],[36.67284136],[53.05747865],[51.23352588],[120.96492503],[69.51604445],[51.61737125]
286,[10.66330105],[44.83262966],[63.80867835],[77.28762262],[91.26199294],[49.77073521],[88.83297224],[115.24678237],[88.76853701],[83.61190055],[80.83680037],[85.61101868],[30.68071356],[65.43417383],[41.86889414],[33.79811143],[157.55214558],[27.32869141],[27.96549425],[91.05573098],[36.27910231],[53.07410775],[51.12439177],[120.49004345],[69.18685868],[51.39001619]
