,Abbott_Laboratories_predictions,AbbVie_predictions,ABIOMED_predictions,Agilent_predictions,Align_Technology_predictions,Allergan_predictions,AmerisourceBergen_Corp_predictions,Amgen_predictions,Baxter_International_predictions,Becton_Dickinson_predictions,Biogen_predictions,Boston_Scientific_predictions,Bristol_Myers_Squibb_predictions,Cardinal_Health_predictions,Celgene_predictions,Centene_Corporation_predictions,Cerner_predictions,CIGNA_predictions,The_Cooper_Companies_predictions,CVS_Health_predictions,Danaher_predictions,DaVita_predictions,Dentsply_Sirona_predictions,Edwards_Lifesciences_predictions,Gilead_Sciences_predictions,HCA_Holdings_predictions,Henry_Schein_predictions,Hologic_predictions,Humana_predictions,IDEXX_Laboratories_predictions,Illumina_predictions,Incyte_predictions,Intuitive_Surgical_predictions,Johnson_Johnson_predictions,Laboratory_America_Holding_predictions,Lilly_predictions,McKesson_predictions,Medtronic_predictions,Merck_predictions,Mylan_NV_predictions,Nektar_Therapeutics_predictions,PerkinElmer_predictions,Perrigo_predictions,Pfizer_predictions,Quest_Diagnostics_predictions,Regeneron_predictions,ResMed_predictions,Stryker_predictions,Teleflex_predictions,Thermo_Fisher_Scientific_predictions,United_Health_Group_predictions,Universal_Health_Services_predictions,Varian_Medical_Systems_predictions,Vertex_Pharmaceuticals_predictions,Waters_Corporation_predictions,WellCare_predictions,Zimmer_Biomet_Holdings_predictions,Zoetis_predictions
271,[55.45224334],[96.15392152],[195.5324345],[67.51370227],[248.62673606],[173.79588935],[75.30945068],[174.27814011],[65.4385388],[223.05526666],[309.79163459],[28.56596863],[62.01343982],[60.57659967],[102.36575473],[93.34204804],[65.47619169],[197.63562211],[232.69845665],[68.99589078],[92.99585362],[55.13979278],[65.67089218],[104.72912267],[73.08001136],[79.40121688],[69.18957012],[39.64792854],[247.35096378],[149.8632224],[209.90872795],[103.01334322],[389.74837851],[140.39958019],[152.04729644],[84.02291603],[139.94360593],[80.8711454],[56.22326311],[38.23181961],[32.09984761],[71.50390792],[87.96475243],[35.1969422],[93.01073514],[405.82819723],[82.90456584],[156.66135264],[256.70495644],[192.17734451],[211.63374286],[99.9269615],[107.59345962],[147.9747352],[195.34821494],[200.97342135],[111.83708925],[69.22631358]
272,[54.80077293],[95.40901113],[195.51279437],[66.84435334],[249.56887441],[171.95234285],[74.58329488],[172.20723943],[64.01472846],[219.15093964],[310.49935994],[28.35311566],[60.84972833],[58.58665856],[102.18046799],[93.77839637],[65.31372668],[198.34946053],[229.20261318],[70.8858799],[92.28291386],[55.12055612],[65.49080337],[103.80176592],[73.76316333],[78.58459304],[66.64946086],[38.94983444],[244.50806099],[147.45902668],[208.82984731],[105.17652042],[388.78984864],[139.64157979],[150.58223566],[83.37311029],[137.70984422],[79.42678978],[55.457342],[38.08793445],[32.8011655],[71.4002672],[87.51255193],[35.1872161],[92.150055],[403.96347953],[83.10625334],[154.63858129],[252.46669346],[186.65993908],[211.16615486],[97.99709584],[107.58818089],[148.1849805],[193.4817956],[200.75131272],[110.7762157],[69.18972428]
273,[55.34924075],[95.19561695],[195.53395795],[67.13967151],[254.34862901],[174.55403248],[75.58207641],[171.64951782],[64.37185628],[220.41996386],[316.02394014],[28.45433538],[61.04472976],[58.37626217],[101.02316286],[94.44936712],[65.44803009],[197.66825991],[237.16834685],[71.50765374],[93.33606361],[54.95267885],[65.71269531],[105.39422617],[72.79754735],[77.59519554],[66.37828824],[40.69211035],[241.29127818],[148.01492608],[209.36224483],[106.96480625],[391.90471266],[139.81776574],[150.10102559],[82.93999084],[137.91489484],[79.16369559],[55.14671713],[37.52743156],[37.67160636],[71.32949138],[86.4448663],[35.32634822],[92.07130397],[394.18262425],[84.03946647],[155.83574582],[256.81416097],[188.33802318],[212.80382593],[97.90364437],[108.24937427],[148.14771376],[194.77844433],[201.53792716],[111.1633569],[69.00549514]
274,[55.01732937],[94.74011736],[194.20155103],[67.51130272],[255.01576657],[171.66413068],[75.42816284],[170.11368052],[64.45279813],[220.44224475],[309.51910619],[28.32067373],[61.23292002],[57.07423034],[98.78912057],[93.11090823],[65.11970224],[197.26822095],[236.45771339],[70.53339763],[93.23401454],[54.63155461],[65.37437648],[105.20089413],[71.07197954],[76.13761457],[66.90482923],[39.59803471],[239.4202943],[149.37699552],[206.29665758],[105.56404022],[390.82673823],[139.48923586],[150.0487762],[82.53680217],[136.30192272],[79.1071038],[55.0009666],[37.76443935],[40.75676044],[71.6238255],[85.96213046],[35.39109218],[92.33379926],[384.30279482],[84.20761095],[156.01371701],[256.79314355],[188.95898739],[211.95103092],[97.14838543],[109.2925192],[148.12081524],[195.56055852],[200.44216604],[112.18462707],[69.78720011]
275,[54.86921896],[93.84438326],[193.34274524],[67.38904722],[249.78173396],[173.16085234],[77.63796706],[169.54134066],[64.38230896],[219.81964952],[310.10796056],[28.07799067],[61.09299333],[56.87020193],[100.30404585],[92.209244],[64.78428389],[196.894058],[234.85555571],[69.72443771],[92.43085044],[54.46551513],[66.63404985],[104.97102678],[71.87992406],[75.25021788],[68.10823517],[39.28616837],[233.19271144],[151.50171447],[205.6118312],[105.3189555],[389.66922333],[139.22929334],[149.5637483],[82.33226677],[138.68812422],[78.73106406],[54.83235258],[37.7951653],[44.71753089],[71.14905526],[85.22951342],[35.35980766],[91.95524755],[386.80548995],[84.24363102],[154.98487131],[255.95325626],[188.6776576],[210.11595358],[95.96855733],[108.1210538],[148.66059103],[194.84761206],[198.56773159],[111.10376004],[69.68080618]
276,[55.52585122],[94.52127058],[194.97099045],[68.68885519],[254.58587352],[174.70945565],[80.45371238],[170.75199197],[65.05584552],[221.58629996],[314.38933397],[28.27749791],[61.88527851],[57.29186028],[103.33625247],[95.92364483],[65.51855091],[201.00026347],[239.38494519],[70.22926317],[93.53572205],[55.64624146],[67.21404496],[107.23152955],[72.59712417],[76.18454734],[69.71005945],[39.73553717],[236.05463388],[153.99916982],[208.45977772],[106.25453351],[393.81219908],[138.86096524],[151.02080654],[83.3819179],[142.62866888],[79.32041312],[55.18952714],[37.55261831],[46.15550207],[72.34986634],[87.00836422],[35.57015376],[92.86181145],[395.99486263],[84.96323576],[156.51591634],[263.52999833],[190.60154439],[211.2414448],[98.22507734],[109.04575569],[148.13936654],[199.35846836],[200.19838724],[112.2848388],[70.37444719]
277,[55.59573903],[93.59843851],[194.45685251],[68.76542264],[255.0906156],[175.00254881],[78.95220442],[170.04869627],[63.84370704],[220.42139568],[313.91904246],[28.29095295],[61.28941144],[57.49117939],[104.01412349],[95.20513978],[65.45321441],[198.03019832],[238.22621791],[70.71779309],[93.36002453],[54.85521096],[67.59305686],[107.08985758],[72.40521752],[75.44635258],[69.16269706],[39.98707605],[233.69291177],[154.91603893],[209.18278475],[105.63215629],[392.44432603],[138.08869871],[150.45054044],[82.94379044],[142.07474594],[79.51825598],[55.19528569],[37.55255179],[46.11320775],[72.32817957],[85.83608407],[35.34681664],[93.05309492],[391.87443525],[84.62797569],[155.48830416],[266.38289906],[190.18304615],[210.16622622],[97.25609023],[109.14733052],[147.43047075],[198.25439343],[198.07411264],[111.59409254],[70.72512331]
278,[55.3054661],[93.69895826],[195.69575993],[69.88001388],[254.95519403],[170.8991532],[77.31709495],[168.88544563],[63.85470038],[221.71199532],[309.17870077],[28.37253073],[60.84199706],[55.05017328],[102.97627875],[93.73913842],[65.74042802],[199.59292595],[240.25781923],[70.41532773],[93.63856283],[54.78625875],[66.38461103],[107.14100747],[71.94027939],[74.69541103],[67.30584017],[40.19631687],[233.22867733],[155.4601165],[210.79374813],[98.80823942],[392.99657196],[137.95156889],[150.7348014],[83.14809818],[138.27529137],[78.95394458],[54.12008575],[36.4828248],[47.08734994],[72.78460922],[85.17060048],[35.37147353],[92.55987973],[384.46375387],[84.74744121],[154.93683236],[267.14618466],[191.08758465],[210.51640061],[96.97016491],[109.34232525],[144.60550907],[200.33124078],[199.54425796],[112.23044246],[71.001223]
279,[56.11062931],[94.65545514],[199.32140624],[69.85917039],[256.46555958],[170.75384581],[79.68506103],[169.76673678],[64.22479365],[226.66554888],[309.2926194],[28.75968491],[61.24190513],[55.68209339],[104.31566862],[93.97964775],[66.64264973],[201.99119783],[240.03615674],[71.39683947],[94.13731471],[55.1849931],[67.00618171],[109.67367129],[72.54072672],[75.80975054],[67.79390405],[40.59534025],[236.90081436],[155.68104662],[211.95689623],[98.9292452],[398.48819985],[138.32946386],[152.74305833],[83.47407409],[142.74744456],[82.49862477],[54.30624397],[37.28016371],[51.17984469],[73.27749941],[86.75145892],[35.53952316],[92.4674705],[384.00058781],[85.66388413],[155.77502578],[267.44606962],[192.8320548],[212.63935661],[98.54406727],[108.37525682],[145.08924691],[198.14427364],[202.71835536],[113.55012991],[71.33081879]
280,[55.83406786],[94.5600489],[198.98603573],[68.6752106],[255.20316732],[175.02851001],[81.88232919],[170.06680928],[64.01809649],[224.45289912],[310.17956611],[28.51178858],[61.14189535],[56.91979004],[105.05228926],[96.91724216],[70.04951984],[200.63132742],[238.89636008],[71.48780134],[93.78544274],[55.32259419],[67.60068974],[108.7835255],[72.8716827],[77.13873649],[70.03463551],[40.8740025],[238.37104053],[154.21333131],[215.38896127],[98.96023876],[396.47511698],[137.42166487],[152.04533859],[83.7917187],[145.79194059],[82.30120638],[54.37216426],[37.20996025],[50.59289133],[73.03447538],[86.51910694],[35.43338297],[92.57972431],[388.46016568],[85.28716161],[154.92489849],[266.34545315],[192.7953822],[211.41940115],[100.48163621],[108.84137752],[147.25132075],[197.12458058],[201.33343383],[113.11039515],[71.15426661]
281,[56.1531605],[94.7787496],[199.92142724],[69.28162343],[254.76952476],[173.56191398],[81.13019457],[170.24401705],[64.16324808],[226.0920593],[308.94862027],[28.65544793],[61.45841871],[56.38967397],[104.39962287],[97.18301261],[70.66045653],[200.87442973],[242.41347135],[70.64798385],[93.99601532],[57.16124],[67.52753157],[109.36111655],[72.43186692],[77.13451306],[70.10532823],[40.866925],[240.64470434],[154.85474454],[214.88665564],[99.48875594],[398.0565602],[137.96728521],[151.0890201],[83.98494268],[144.52620453],[83.14330477],[54.37877683],[37.48014785],[53.19878206],[73.38483477],[86.53720411],[35.50734284],[91.74298374],[385.27042927],[85.15069765],[154.83465385],[267.82621744],[193.58479091],[212.58705569],[100.38010151],[108.91137535],[146.96709038],[196.08966255],[202.03999234],[113.12297534],[71.32773594]
282,[56.13958123],[95.42122399],[198.6281106],[69.29751053],[262.21443636],[172.2434688],[80.93155606],[169.6520016],[64.75020907],[224.91137648],[311.61991269],[28.51966902],[61.59456789],[55.78939859],[103.23530199],[97.99699827],[69.52614787],[200.00976654],[243.2021423],[70.32651194],[94.07630773],[57.94415128],[68.08205373],[109.95568813],[71.62683136],[77.16815894],[69.88578655],[40.77708843],[243.87825596],[155.5444224],[223.75309737],[98.03702847],[403.6367104],[138.1050566],[151.5459914],[84.79351801],[144.83557286],[81.32981882],[54.5479852],[36.35837088],[52.75210855],[73.56849172],[86.00619678],[35.47523604],[92.44051516],[374.05478038],[84.69881165],[155.18386506],[268.04275721],[193.93069512],[212.41910214],[100.63624008],[109.48719567],[148.49375305],[196.961172],[203.01144272],[113.38469283],[71.53289909]
283,[56.06724595],[95.50940366],[197.92092347],[70.59197178],[264.45028451],[171.76972737],[83.43080655],[170.37030924],[66.09419033],[227.51826923],[317.11223904],[26.61508423],[62.54309922],[57.49855658],[103.91266052],[97.81919415],[69.60249132],[200.60353668],[243.43422777],[72.57705632],[94.32867544],[58.45524639],[68.59266985],[113.3818853],[72.6685918],[77.99239865],[70.43828059],[40.46880852],[244.37002769],[155.09283504],[226.0470766],[95.79210435],[402.07109815],[140.07392615],[151.41795204],[85.06703006],[147.71849188],[82.32822613],[54.9199265],[36.91107258],[52.73474101],[73.82652429],[86.87774934],[35.88792622],[93.2934407],[365.5802179],[85.2601983],[155.83374911],[270.475156],[196.23220228],[216.16601762],[102.19279443],[109.51521677],[147.36922725],[197.71015396],[204.01782673],[115.22445915],[71.46657221]
284,[55.58630223],[95.87854687],[194.5462877],[68.82505788],[258.50176152],[175.97719251],[85.00625047],[172.25719771],[65.21623525],[226.79731278],[319.67934832],[26.02646528],[62.87936883],[59.05739757],[103.09514642],[98.94864112],[69.81833437],[205.83056795],[242.62308572],[73.44026295],[93.95579546],[60.66333873],[68.34557641],[116.41607904],[73.75740006],[80.09180513],[70.24568968],[42.29723748],[250.48146904],[153.9502854],[227.79720945],[96.0355912],[394.18654124],[139.84503241],[156.82703031],[84.97307758],[148.07862942],[82.18638545],[55.3448232],[36.81027414],[54.36213269],[73.20558276],[87.64412469],[36.20800932],[97.10436602],[358.99428814],[85.29194001],[154.28132417],[264.52750818],[192.88339293],[222.65600995],[107.09020223],[111.13385627],[143.74944275],[195.76580558],[211.09267837],[116.54564385],[71.62494549]
285,[56.38840054],[96.96449262],[195.23013382],[69.1722775],[261.03874025],[173.69830883],[84.86195372],[175.74135555],[65.5461325],[228.37263852],[321.83659901],[26.33082712],[63.20569274],[59.12990771],[100.79750346],[102.03915244],[70.75345381],[211.53295229],[241.17986909],[76.46843867],[94.35760735],[60.97607484],[66.95961461],[117.10579144],[74.74629179],[84.77656836],[71.48484955],[41.68400596],[261.6293824],[156.47011902],[229.73566543],[99.2146784],[399.73275917],[139.48554462],[158.18883408],[84.68443382],[147.68566972],[82.18672285],[55.25254007],[36.61160956],[54.73081474],[73.70740405],[87.08972248],[36.25221998],[98.43934819],[362.79303125],[85.44938058],[156.02447674],[265.65296351],[193.01105799],[228.0274912],[108.04057718],[111.78319388],[143.98437784],[197.22076567],[212.74303062],[117.16713055],[72.23065212]
286,[56.00517595],[96.37765365],[194.67625376],[68.71962142],[256.14651585],[169.88068498],[84.94557355],[177.24034339],[65.44691141],[226.28822174],[319.31734377],[26.31684636],[63.23071575],[58.88118151],[102.09926797],[101.08458244],[70.18148603],[208.34172423],[238.2732591],[75.16652877],[93.8695708],[61.10905582],[66.02768847],[116.36463642],[75.17346683],[83.73521406],[70.62131923],[40.87375466],[258.45369061],[155.14911169],[225.44876807],[98.12861808],[396.73427624],[139.89367849],[156.39385271],[85.3608266],[146.46143427],[81.3634357],[55.86020884],[38.07589391],[53.38640264],[73.13814922],[86.93912519],[36.33672513],[99.37253457],[374.28118401],[84.27894951],[155.88815161],[265.49882606],[192.23948437],[226.4490151],[107.94494096],[112.40538343],[141.08106875],[198.20776858],[211.47989351],[114.62044403],[72.33465483]
287,[54.75016276],[95.2590742],[190.15017797],[66.42715403],[227.14084643],[166.84842161],[87.74487097],[178.78170284],[64.16719638],[219.10901645],[317.57290986],[24.9775843],[62.47536001],[60.99029975],[102.60500599],[98.28858505],[69.80175051],[204.3428276],[230.03050275],[71.91211264],[92.89575678],[61.95613748],[65.73128785],[113.84049757],[72.93989791],[83.92977395],[71.1662462],[41.87076441],[252.08033062],[159.25259501],[213.92741157],[93.66564146],[370.00239481],[139.21132585],[157.57011701],[85.62282286],[152.87586747],[79.96675671],[56.18823667],[37.39632924],[50.51548527],[69.7943796],[86.15168415],[36.02193302],[100.27421201],[378.81109343],[83.65827301],[152.71039851],[253.38976868],[182.86230351],[221.0237365],[106.26561038],[109.75561412],[138.90564185],[195.00202493],[203.60262463],[114.84892049],[71.25041094]
288,[54.78426109],[95.40486165],[188.35998453],[65.93101493],[227.11178705],[164.63571989],[86.10613388],[178.67847889],[64.00248617],[219.13428241],[320.20928126],[24.97465408],[62.04822912],[60.41219004],[102.50254197],[99.77850388],[70.05223014],[204.25584595],[232.41189793],[70.81889706],[92.81013219],[60.85052978],[65.65236333],[113.23602272],[73.34690736],[82.95759716],[71.0526312],[41.88749813],[254.09454155],[159.86357304],[211.18526475],[93.50079098],[369.837069],[139.69102515],[155.53086586],[86.04782246],[150.80072361],[80.95699214],[55.76731623],[37.49438749],[51.89069788],[69.42056436],[83.43848031],[35.63058189],[98.24648117],[371.46118382],[84.43276978],[152.2829031],[251.88482577],[182.85885994],[220.09649514],[106.186028],[109.27171592],[138.27121381],[194.40061202],[207.01374483],[115.44432036],[70.95578009]
289,[54.70187714],[94.43493131],[187.2703444],[65.943237],[233.56859047],[168.32788885],[85.98305873],[176.41248756],[63.64683769],[219.5544469],[314.77856885],[25.2418324],[60.96935378],[59.76385274],[102.0851887],[98.65625366],[69.64778525],[204.23566548],[234.22104895],[71.49625467],[92.64149909],[69.19713867],[65.58489675],[113.52457026],[73.45749515],[83.44324437],[67.29892842],[41.47127328],[250.2937439],[160.0849349],[214.05084821],[93.76617829],[379.66374708],[140.97528423],[155.68942828],[85.34695626],[150.29953078],[81.59018892],[54.37162805],[36.81829517],[49.51178756],[69.57102636],[82.42808159],[35.57810598],[97.49828981],[374.4384835],[85.24857143],[151.89896088],[249.63495763],[183.55172926],[220.44972815],[107.6477467],[111.01329876],[137.65936534],[195.38705434],[207.3769079],[115.82225902],[70.99183606]
290,[54.73100427],[94.32180239],[188.15454799],[66.83841386],[240.66441363],[164.75753265],[85.94536276],[174.03187783],[63.49408181],[218.91169787],[319.51105998],[25.08866342],[61.9019007],[58.55106008],[102.6310411],[100.85996658],[69.9448841],[206.26748559],[239.40402673],[71.26098805],[92.7230184],[67.09162595],[65.02239511],[117.63265145],[72.8332318],[85.04764088],[67.3090964],[41.70230301],[253.9177504],[159.7074174],[215.21110417],[95.35210796],[384.36947195],[140.25029597],[155.32766832],[85.89802196],[150.20112959],[80.68715166],[54.8208516],[37.46786487],[54.46479121],[70.25746873],[82.94353798],[35.52332162],[96.64028303],[373.98131715],[85.79240119],[151.4126362],[252.06663597],[185.73442631],[220.77195543],[110.16632003],[112.13308918],[138.92555758],[196.55055689],[209.18730827],[114.81913547],[71.60934239]
291,[54.62843489],[95.95714568],[191.02154395],[67.48294213],[237.55185241],[167.9010888],[87.01748356],[175.48374275],[64.09352631],[219.82355346],[325.90714416],[25.72813436],[62.39261412],[58.96850044],[105.99096265],[101.4110111],[70.41556937],[210.0901571],[226.85222618],[72.95373601],[93.17054089],[67.79124053],[64.93055625],[117.91232112],[74.12691814],[84.92061456],[67.82948975],[42.68823094],[256.91495876],[160.79819867],[217.83691978],[96.78117676],[380.03482657],[140.54737494],[156.47344822],[86.46902022],[152.41485622],[81.04472949],[55.5688408],[38.63869945],[54.58559228],[71.18489736],[85.68309711],[35.79184038],[97.16007171],[381.65797114],[86.33166111],[152.07757409],[253.29496909],[187.93901059],[224.19482743],[111.31291432],[111.84321361],[143.8487653],[198.96602831],[208.35421157],[113.41206701],[71.84707929]
292,[54.9591913],[96.56039513],[193.23841806],[67.02683884],[233.65465509],[172.51223183],[86.63595734],[176.93403139],[64.15686027],[218.49749224],[327.60611078],[25.49751037],[63.0514922],[60.13021777],[107.87852713],[99.68929162],[70.18860799],[209.07749512],[228.92793854],[73.06641913],[93.20728626],[69.5092249],[65.04907723],[118.08784342],[75.93496852],[84.88074514],[68.41753482],[43.79193775],[252.79325619],[159.79346703],[214.10314071],[97.32047007],[373.25379939],[141.10637986],[155.80922814],[86.72712483],[153.77230304],[81.260165],[56.33763425],[39.5100688],[55.3218389],[70.83147233],[85.62243558],[36.22829365],[97.06181932],[381.07370511],[86.39887335],[152.73808166],[252.52901051],[189.3950687],[222.85276271],[110.87283767],[111.16361385],[142.11385206],[197.76766379],[205.67684235],[113.50999576],[71.8281184]
293,[55.70610759],[96.3752705],[193.01868605],[67.00886051],[235.35171501],[171.89616693],[87.87766584],[176.36815979],[64.34088959],[219.20527714],[327.32980068],[25.64128885],[63.25480306],[60.20086987],[108.83606689],[100.86641854],[70.34008278],[208.57267777],[229.44121585],[72.90332636],[93.67594023],[70.34358692],[65.01655758],[115.54417136],[75.99052128],[86.26791152],[67.82646664],[43.52378841],[254.930229],[159.3022935],[212.88991183],[95.29799235],[370.27917467],[142.73633678],[156.06794693],[86.65746402],[154.45894674],[81.99858021],[57.02245682],[39.26206952],[55.076503],[71.13148709],[85.84629329],[36.58647553],[97.07501983],[381.89685636],[85.83762225],[153.68403141],[250.0068641],[189.51051259],[222.52126708],[112.32686614],[111.50987715],[140.61620448],[197.69034077],[206.16763127],[113.53301701],[72.21050422]
294,[55.08192515],[97.35464229],[193.24724395],[66.64799885],[236.44551876],[168.91240783],[88.53686571],[177.31344535],[64.74278946],[218.8658804],[330.81851409],[25.6831289],[63.47673724],[60.49442666],[107.99412913],[101.25216262],[69.67330911],[207.97908142],[224.6455796],[71.55070449],[94.1179714],[71.31970778],[66.15961313],[115.59774683],[76.38693732],[87.63456538],[68.68400149],[43.68521793],[256.63224177],[158.24641437],[214.43080491],[98.11914504],[371.21171244],[142.90590422],[156.27484761],[87.86027394],[155.21570374],[81.93261598],[56.85957843],[39.45526858],[57.22032036],[71.29518151],[85.85641107],[36.6134225],[97.14065233],[386.32523445],[85.05157846],[153.35579195],[251.92848963],[191.39481862],[224.26409534],[113.7886514],[112.46904874],[144.46626292],[197.39788925],[207.40027865],[113.54851632],[72.39637599]
295,[54.74686883],[96.32404992],[189.00409303],[66.52272854],[233.74808553],[170.9331834],[89.45677252],[174.93063627],[64.77428405],[219.05599393],[323.72582655],[25.66119578],[62.11230985],[60.36709801],[108.06837064],[99.08984406],[68.60245181],[203.76742751],[225.6398315],[70.86916175],[92.89559091],[69.15141967],[65.63932066],[114.41344979],[74.25210468],[86.08945902],[68.6796231],[42.96232306],[250.34281894],[155.34245156],[211.16517766],[95.74156022],[360.83936003],[141.81861743],[155.97086233],[86.64602594],[157.14438512],[81.81050158],[56.00103308],[39.96137864],[55.4214944],[70.83367276],[83.71055955],[36.42155147],[97.17965039],[383.43959422],[84.02276709],[151.51604121],[249.41564521],[188.46389016],[221.49234655],[112.99380697],[110.05504666],[143.06477769],[194.47355761],[203.27240177],[112.83905092],[71.90125798]
296,[55.49765284],[97.58861234],[189.25958001],[67.58421208],[233.53638947],[171.87301936],[93.33958534],[177.1336572],[65.35318994],[221.47646375],[328.06003252],[25.77884177],[62.46718408],[63.10923057],[109.31763802],[95.0452769],[69.38106394],[204.5467359],[229.11366503],[72.96382005],[93.96184514],[70.57702866],[66.5441036],[114.27954641],[75.74540902],[88.30704341],[70.2337796],[43.58417866],[253.95500178],[156.57965971],[216.69006603],[96.73663817],[370.14185546],[142.40840125],[158.95101007],[86.56454486],[162.44295385],[83.40519135],[56.26257526],[40.55486569],[56.73816418],[72.17820839],[86.52445425],[37.24173115],[98.91246784],[389.06846303],[85.4177751],[154.20599991],[252.55878529],[192.22251779],[222.04430934],[113.39386196],[111.5835396],[145.7839141],[196.58037152],[202.16815624],[115.25158613],[71.9923745]
297,[56.43281391],[98.14705533],[190.04583876],[67.68795017],[235.78772926],[170.94267967],[92.64111619],[175.9993039],[65.46149955],[221.85982103],[326.30846187],[25.7879469],[62.37681468],[62.38519838],[107.98236994],[98.01089883],[69.05193139],[206.51595534],[224.22141541],[71.8379204],[94.39501742],[71.02533481],[66.65397123],[114.98877926],[75.19924621],[89.62471455],[70.19711866],[43.3671055],[246.49019458],[157.43135383],[217.09873898],[93.21708506],[372.16937976],[141.92521318],[161.39392808],[86.15515543],[160.33255883],[83.42814256],[56.22912576],[41.6559378],[57.39571427],[73.17955609],[86.25276128],[37.08357098],[98.81151536],[383.14805847],[85.75447678],[155.37449881],[251.93869977],[193.31649954],[222.78796052],[113.15777403],[111.01843756],[145.4055139],[197.66824413],[194.17836828],[114.43360348],[72.57095635]
298,[56.80230752],[98.07852091],[193.90628896],[67.75982068],[235.22616418],[169.40999723],[93.90847822],[177.20423464],[65.79101572],[221.4033538],[326.86276044],[25.5307848],[61.59813633],[62.99674702],[106.98547065],[101.02550503],[68.67516521],[207.37848346],[224.5766256],[72.29345334],[94.36289007],[71.78066045],[66.58226739],[114.31110739],[74.4118215],[88.91184614],[71.54190241],[43.52247439],[244.98544743],[157.41479833],[215.22071722],[95.31201446],[367.27296487],[141.91502797],[163.79395822],[86.83295903],[159.91136487],[82.08224355],[56.26162392],[41.19097426],[57.15938488],[73.88463533],[85.75814339],[36.96530405],[99.52986315],[386.17664579],[86.16720171],[155.3451819],[254.6226227],[194.06001383],[222.41277878],[113.16366758],[110.80849094],[145.38848428],[198.10751033],[199.23129061],[121.40045954],[72.81637238]
299,[57.01089807],[97.38486767],[193.44415154],[67.37491807],[233.69542562],[165.74385403],[93.88815968],[176.90577373],[65.28235882],[218.77789916],[333.44614662],[25.39493475],[61.21822845],[63.42547689],[108.21899251],[102.81433439],[68.46327672],[206.25520906],[224.43928018],[73.32271686],[94.55553845],[71.75543134],[66.14789917],[114.17012555],[73.84067147],[86.28634099],[71.08020244],[43.45248291],[245.60496424],[158.56523457],[216.26057685],[93.96363586],[367.25520657],[141.11335011],[162.81293233],[85.76557116],[160.79176119],[81.38947555],[56.11233514],[41.23067652],[57.94849935],[73.63917174],[86.58900247],[36.39029221],[99.08167993],[382.50725405],[85.53291401],[154.83890012],[255.86287945],[192.45404647],[222.51559187],[112.79866033],[110.61713495],[144.85717377],[196.02163106],[200.74188505],[121.2163762],[72.7585061]
300,[56.94382248],[97.95590869],[191.03023749],[67.47753688],[219.65120075],[167.88333294],[93.43513964],[176.90298066],[64.47571253],[217.90482285],[322.49179715],[25.17558645],[61.51169207],[62.83478441],[107.85414871],[102.5108263],[67.94493161],[204.66830142],[221.89926963],[74.74135675],[93.8772536],[71.96399169],[65.44741864],[113.34392186],[73.1438089],[87.97431778],[71.08945537],[43.27694189],[243.4563249],[157.40725412],[214.63786001],[96.80156182],[361.1375146],[141.16928971],[161.35023999],[85.66248006],[159.38803645],[81.5341668],[56.60729165],[41.86849265],[57.79679355],[73.23844222],[86.93127231],[36.27446132],[99.26965682],[384.85888101],[85.0102134],[154.1762896],[250.10396278],[191.28339772],[221.81744946],[114.70833778],[110.91525698],[148.98009851],[194.94294875],[199.77563141],[120.14264474],[72.3831437]
301,[56.95972087],[98.27159348],[191.89034339],[67.37099043],[223.75073812],[164.90343048],[92.34617527],[176.41737484],[64.67756728],[217.49524078],[319.50625715],[25.13553253],[60.96584295],[62.473816],[106.27924115],[102.08899241],[67.38927433],[203.55268409],[220.37919339],[73.42909147],[93.51370765],[72.01195244],[65.85048063],[112.54239796],[72.75667397],[89.27015868],[70.92678749],[43.39965117],[245.14463906],[157.67492694],[216.01407209],[95.72209079],[363.22624585],[140.15652802],[160.78535567],[85.12792603],[158.44539967],[81.66291402],[56.34934681],[42.09869036],[57.96165593],[73.03377445],[86.90664405],[36.16130737],[99.24564953],[380.69631968],[85.16963916],[154.26044598],[249.42680981],[190.53940727],[220.26100608],[114.98152908],[110.8665676],[150.30974197],[194.10640997],[199.99025489],[120.09717856],[72.10057649]
302,[57.02184509],[97.81588168],[189.95479354],[67.28092896],[224.74490503],[164.63902992],[93.42352885],[176.16083125],[64.99506098],[217.49993206],[320.59701935],[25.14252245],[61.29825574],[62.68671509],[106.90841327],[102.28368949],[67.67208703],[203.99484715],[220.57153054],[73.59992291],[93.39785929],[72.12101366],[66.30744697],[112.23346003],[72.72907409],[89.22550143],[70.53093164],[43.25203944],[246.4703625],[157.1451085],[214.18869841],[95.54463123],[366.07671853],[140.13654817],[161.3042933],[85.11315847],[158.91851241],[81.56582557],[56.35608513],[42.2816753],[60.23695776],[73.07681206],[87.88291074],[36.25838954],[99.35192477],[387.95617775],[85.66391552],[154.32533799],[247.66501347],[190.46961617],[219.84234473],[114.4253961],[110.86260812],[150.69244365],[194.03606877],[200.16679029],[119.97154818],[72.34652909]
