,Alaska_Air_Group_predictions,Allegion_predictions,American_Airlines_predictions,AMETEK_predictions,A_O_Smith_predictions,Arconic_predictions,Boeing_Company_predictions,C_H_Robinson_Worldwide_predictions,Caterpillar_predictions,Cintas_Corporation_predictions,Copart_predictions,CSX_predictions,Cummins_predictions,Deere_predictions,Delta_Air_Lines_predictions,Dover_predictions,Eaton_Corporation_predictions,Emerson_Electric_Company_predictions,Equifax_predictions,Expeditors_predictions,Fastenal_predictions,FedEx_predictions,Fluor_predictions,Fortune_Brands_Home_Security_predictions,General_Dynamics_predictions,General_Electric_predictions,Grainger_predictions,Harris_predictions,Huntington_Ingalls_Industries_predictions,Ingersoll_Rand_predictions,Jacobs_Engineering_Group_predictions,J_B_Hunt_Transport_predictions,Johnson_Controls_International_predictions,Kansas_City_Southern_predictions,L_3_Communications_Holdings_predictions,Lockheed_Martin_predictions,Masco_predictions,Nielsen_Holdings_predictions,Norfolk_Southern_predictions,Northrop_Grumman_predictions,PACCAR_predictions,Parker_Hannifin_predictions,Pentair_predictions,Quanta_Services_predictions,Raytheon_predictions,Republic_Services_predictions,Robert_Half_International_predictions,Rockwell_Automation_predictions,Rollins_predictions,Roper_Technologies_predictions,Snap_on_predictions,Southwest_Airlines_predictions,Stanley_Black_Decker_predictions,Textron_predictions,TransDigm_Group_predictions,Union_Pacific_predictions,United_Continental_Holdings_predictions,United_Parcel_Service_predictions,United_Rentals_predictions,United_Technologies_predictions,Verisk_Analytics_predictions,Waste_Management_predictions,Xylem_predictions
289,[67.88629697],[81.9609852],[49.63261564],[71.06643687],[61.45336757],[24.10697707],[278.06281317],[87.20312662],[140.19820489],[156.50438334],[43.42332472],[55.63434036],[165.44512035],[149.43164661],[52.34023216],[96.25659474],[75.76693786],[64.71805657],[115.90872691],[64.37707842],[53.48228793],[236.52299098],[49.0779848],[67.78980196],[200.70478736],[17.66763188],[221.45373274],[142.41608143],[234.11011853],[86.23299919],[67.72662288],[110.37635324],[37.24231378],[111.56594007],[194.68443256],[312.29210042],[42.15556794],[37.93348938],[138.7209524],[300.59965905],[70.10165034],[186.37724418],[69.22052202],[38.29457457],[185.18257071],[65.31685157],[53.09884812],[190.19654963],[46.20850334],[259.09464291],[168.52155548],[61.15547457],[168.45856661],[53.91582019],[274.31272457],[128.04405013],[62.27147233],[118.26989679],[158.33385898],[121.32491734],[95.927174],[83.53243185],[67.96762298]
290,[69.23109327],[83.33972815],[50.95886823],[71.43026254],[61.59363616],[24.66014691],[282.55744156],[87.40270941],[142.92279738],[158.08734606],[43.87004517],[56.12071645],[169.31619066],[151.30129358],[53.40682348],[96.75242991],[77.35856556],[65.79490295],[117.1401529],[64.20678579],[53.71607145],[239.14400416],[49.4808519],[68.19400161],[200.13700478],[17.7114854],[222.09319387],[143.29449457],[236.36753411],[86.4032387],[67.7408479],[111.72273755],[37.38171868],[111.54329869],[193.85624197],[314.7069615],[42.33445876],[38.08089655],[141.21156481],[303.07775628],[71.20503438],[191.69410461],[69.52874359],[38.45803477],[186.33297429],[65.24306132],[53.62801206],[192.55235355],[46.50521762],[260.37082416],[170.30162924],[63.07832837],[168.46876531],[54.78717608],[275.71839682],[128.38797347],[63.57480825],[119.66929327],[162.60454941],[122.44576827],[95.44320501],[83.91288942],[68.40693916]
291,[69.73320996],[82.42367216],[51.10267285],[71.79274879],[62.22096111],[24.51414288],[286.04389826],[88.4282212],[143.98539429],[159.27069536],[43.98953597],[56.4493626],[170.77777784],[151.58631269],[53.50176708],[98.6203475],[77.43814567],[66.62186107],[117.62176716],[64.49520769],[53.85645982],[241.13012057],[50.3266058],[68.2570857],[201.25669868],[17.69910199],[223.81629011],[143.3610515],[237.44150182],[87.73028295],[68.50242401],[112.55180472],[37.40844839],[111.78230336],[193.95738728],[316.16448314],[42.72843571],[37.89020495],[140.74832263],[305.92751009],[71.90518804],[193.38118856],[70.0188053],[39.30193185],[188.18978992],[65.19209264],[54.70889248],[192.78604197],[46.01101788],[260.78209044],[172.23809193],[63.37610289],[167.84051455],[54.91718151],[275.04558872],[129.12569532],[63.56898348],[119.71114413],[163.91962711],[122.83690585],[96.24558496],[84.63512324],[68.26742086]
292,[69.73772741],[82.13211563],[51.31081918],[71.95072391],[61.35129642],[24.39777691],[283.17223487],[87.89414576],[143.85916225],[158.45377723],[43.90649863],[57.0102916],[170.64677252],[151.36699061],[54.34528113],[96.81723069],[77.74709333],[66.41820309],[118.75407418],[64.23462547],[53.83980631],[238.72050089],[50.08039893],[68.17213161],[199.66135506],[17.64344234],[223.62065228],[142.72109898],[234.26454236],[87.88505738],[68.42186952],[111.37302962],[37.71424005],[110.58872962],[193.44388857],[316.36979163],[42.44245544],[37.88063557],[141.61661166],[304.82185347],[71.69586368],[191.79618077],[69.75353207],[39.2178181],[187.24999982],[65.26908866],[54.5508674],[191.79487445],[45.32053749],[256.67491514],[171.95919849],[63.3914649],[167.11638556],[54.69050488],[274.41676637],[128.96986481],[64.22199266],[118.13663562],[164.01654599],[123.30438684],[94.26282077],[85.39804137],[67.36583398]
293,[69.78346281],[82.15818455],[50.44031799],[72.13898743],[61.07050799],[24.6704496],[290.3195995],[88.01342164],[143.42475257],[157.29533019],[43.70966236],[57.03947667],[169.03304366],[151.16126657],[53.65375077],[97.05047535],[77.63967463],[66.60947887],[118.24454805],[64.35597183],[52.94200623],[239.5039906],[50.34268865],[67.28688157],[196.38685893],[17.91497216],[222.3418208],[141.52022334],[233.38567082],[86.37908314],[68.32158867],[111.2560797],[38.25640346],[110.35808894],[194.42623691],[315.98254141],[42.22270296],[37.91558026],[141.55169993],[307.03927556],[71.88554878],[191.44309779],[69.60380085],[39.13542347],[187.01532839],[64.8844882],[54.33087535],[190.62951239],[45.32170288],[255.56720648],[170.76246686],[63.51918762],[166.09499435],[54.55588783],[270.14360616],[130.64934167],[63.33376402],[118.1522299],[163.86329366],[123.42290538],[94.70945116],[84.74005761],[67.52078676]
294,[69.093889],[82.7987941],[50.07511175],[71.70755896],[60.96741972],[25.20790717],[292.17509305],[87.75238054],[148.43667815],[157.39431176],[43.91933096],[57.69646611],[169.49265679],[152.0409622],[53.70119484],[96.19095837],[77.5841971],[67.16012849],[117.4231616],[64.80201408],[53.13375236],[242.10837675],[49.94386774],[67.30146039],[196.757433],[17.72925445],[224.32206903],[141.99669868],[235.06884206],[87.10873896],[68.14534688],[111.87345736],[37.65169411],[110.98117544],[194.12460959],[317.9012166],[42.04250938],[36.96383615],[141.85689722],[308.48484694],[70.13409118],[194.72351644],[69.60669646],[38.31139569],[188.59708644],[65.13591863],[54.35956134],[191.42490803],[45.85019038],[256.1817501],[169.99367616],[63.18838731],[166.1842395],[54.61333194],[272.65541015],[130.25073727],[63.07833773],[118.41909104],[163.74952127],[124.32967166],[94.44843039],[85.35880919],[67.54272736]
295,[69.42581045],[81.63966545],[50.24506395],[70.97760551],[60.08823579],[24.9910431],[293.83288238],[85.86667509],[146.49263679],[157.32704331],[43.81684102],[57.38006364],[168.59197237],[149.32467158],[55.28349231],[95.80773059],[76.37662475],[66.48229101],[118.2284885],[64.13233386],[52.53762166],[238.74828797],[49.79915755],[66.76232542],[196.33174697],[17.6344266],[222.50864741],[141.2332461],[234.26791472],[85.9917825],[65.9550504],[111.37479977],[37.35419856],[109.81323593],[192.57344617],[317.13938922],[41.86252543],[36.65086484],[140.90213044],[307.14816632],[69.31851022],[191.89307138],[68.7766505],[37.419198],[188.7104521],[64.92315428],[54.24750123],[189.73257957],[45.72916178],[252.79303644],[165.53476721],[63.88623531],[165.21225912],[54.41280486],[274.65555886],[129.17547488],[63.1814538],[116.88843796],[161.15815652],[123.71852309],[94.811985],[84.76413315],[66.79283452]
296,[70.76780519],[82.36518613],[51.15664642],[71.22982824],[60.72635339],[25.25086014],[294.31794469],[86.31533526],[146.59186731],[158.06498974],[44.08578929],[53.13988131],[169.74682],[151.08214492],[56.13029654],[97.49030806],[77.30043936],[67.26920736],[119.58607606],[64.4067833],[53.3283684],[240.04008366],[50.43772109],[66.45701048],[199.10572069],[17.81641337],[230.35551533],[144.17176722],[239.1097014],[86.78329483],[66.1159532],[112.4672835],[37.25757585],[111.04335725],[194.96197879],[323.08127118],[42.32834332],[37.2099758],[141.17578777],[310.32089563],[69.27436193],[194.21386606],[68.1503553],[37.72245472],[191.47420551],[66.01460535],[55.25279285],[190.96139786],[46.8726536],[252.49655385],[167.97648579],[64.74555856],[165.84836322],[55.21790518],[276.88895215],[130.57086869],[63.85036951],[118.04521305],[164.43228835],[126.28137578],[95.00764325],[85.86659532],[67.52158497]
297,[73.48379585],[82.59051724],[51.55529822],[71.51217716],[61.26740788],[25.64189004],[296.19699391],[87.21522562],[149.78838538],[159.91709076],[44.39637902],[53.49553716],[172.05590941],[154.20921713],[56.02670442],[99.29997301],[77.04239522],[68.3744345],[118.37625447],[64.97050658],[53.68714189],[241.93308391],[50.81062153],[67.4612342],[198.32573805],[17.7352273],[229.69294444],[142.70219738],[238.83292205],[86.68278341],[66.72707447],[112.8821796],[37.50330942],[110.93343392],[194.35123912],[322.87949443],[43.02069076],[37.50035483],[143.73901538],[308.71518925],[70.64105498],[198.17095092],[68.95090475],[38.38072679],[188.84746704],[66.46246099],[55.37943273],[192.89578508],[46.83036063],[260.93807543],[172.89944388],[65.76025228],[167.68026275],[56.20538022],[275.43762622],[132.39386142],[64.57036533],[118.81522362],[168.59256789],[126.63726246],[95.9910746],[86.13954334],[67.94424704]
298,[73.09991939],[80.04144712],[51.44885734],[72.1241686],[61.314516],[25.61698172],[297.48688159],[86.74816974],[150.78694375],[159.14398431],[44.0529146],[54.7048497],[173.96148057],[154.42989025],[55.79217944],[99.48729151],[76.97797977],[68.60765932],[119.73237435],[64.71770462],[53.36446101],[242.79067243],[50.58326696],[67.75970924],[200.03557416],[17.5823884],[228.70911687],[142.75257305],[238.22155772],[86.77813389],[66.43101972],[112.76892602],[37.49281032],[112.0945388],[193.13761245],[320.27297315],[43.02206244],[37.51568497],[143.67359702],[307.32340982],[70.90317001],[198.46538549],[69.24512617],[37.88549349],[187.69060868],[65.61530928],[55.37493771],[193.75041959],[46.91893104],[259.52317636],[173.30943874],[66.00888984],[168.80666795],[56.40167835],[270.96401121],[133.15642913],[64.4088497],[119.05789579],[166.45368324],[126.93295753],[95.98065058],[85.76056804],[67.91789359]
299,[73.85166554],[81.1279953],[51.95079191],[72.50280531],[61.44549665],[26.11131441],[297.99695394],[86.76906626],[152.64826801],[159.12171165],[43.78618007],[55.38366959],[175.03226007],[154.5016967],[56.33972249],[99.32397484],[77.07503528],[68.94921456],[118.71134524],[64.47977707],[53.52031545],[251.08170427],[50.84235896],[67.93328141],[201.18690637],[17.43817659],[230.84857491],[142.48127746],[237.78957938],[87.25404516],[66.53936543],[112.81618213],[37.64467695],[110.54342195],[194.11341637],[317.68882473],[43.68969562],[36.24387298],[144.91722207],[306.68676681],[71.26571982],[198.9222317],[69.83866298],[38.55889141],[186.76993807],[66.16731178],[55.85875482],[193.26542766],[47.13137065],[258.75702351],[175.12928494],[66.1736107],[169.11791417],[56.98845577],[271.36880021],[134.61646105],[65.926029],[118.31024673],[168.69404046],[126.8691422],[96.33516096],[85.78619001],[67.85119885]
300,[74.69569152],[81.07271584],[52.88421721],[72.62506753],[61.72119626],[26.8206371],[295.05530505],[87.10079913],[154.6844576],[159.7472873],[43.42488368],[55.02818575],[174.47695709],[156.01409716],[56.09801411],[100.68096631],[78.13307777],[69.53339477],[119.77719133],[64.18798279],[54.1005273],[250.49914492],[51.19150115],[69.2627979],[202.67636221],[17.46206886],[235.08487325],[142.75116886],[235.39701126],[90.43590734],[66.47033981],[112.72794731],[38.01168252],[108.69275898],[195.24374842],[317.21588993],[44.26077864],[36.47156079],[144.35572055],[304.82058531],[71.18589385],[199.49007639],[70.1755313],[39.35779934],[186.85048625],[66.79440613],[55.88411364],[193.94437524],[46.86456361],[258.57558826],[175.1234973],[66.10187684],[168.97608544],[57.15873916],[273.07131942],[133.71032395],[67.33825857],[118.56193982],[170.39090149],[127.3057051],[95.55597008],[85.88116593],[67.7772999]
301,[74.39848213],[80.45716134],[52.62527913],[72.59412671],[61.28280523],[26.80084161],[295.16229247],[88.73385934],[155.72125221],[157.10030257],[43.34978897],[55.03971339],[175.62109897],[157.57458681],[56.04729057],[100.42671454],[77.52834876],[69.65012694],[119.75225478],[64.77113886],[54.07453272],[250.25894291],[51.01080002],[68.61498658],[202.66040469],[17.49361334],[234.82713193],[142.848446],[237.5621198],[89.90328214],[66.23937314],[114.59170818],[38.10359401],[108.31151506],[197.76075488],[318.2582575],[43.84401899],[36.50892779],[144.56258232],[304.10637664],[70.96818534],[199.30653973],[69.62605509],[39.39328951],[187.52126696],[66.98250412],[55.68186033],[194.50578548],[46.45187619],[259.82889546],[174.53002337],[66.02168915],[167.45516254],[56.76898494],[271.16234277],[134.49023771],[67.24155344],[118.63962091],[169.40774247],[127.24470537],[95.38035227],[85.95595358],[67.62138633]
302,[74.84990243],[80.31553913],[52.85869583],[72.53064202],[61.66774422],[27.00400385],[295.57292154],[88.7500692],[156.47390832],[155.62405003],[43.34345276],[54.8860066],[176.05691965],[158.83640211],[56.44897252],[101.03477536],[77.32047075],[69.50034695],[118.9976614],[64.90699983],[54.12602016],[249.51284741],[51.41004355],[68.90116482],[202.06845535],[17.42187757],[236.09286065],[142.27752675],[237.03477871],[89.28153705],[66.06028595],[114.98024412],[37.8820589],[107.69273469],[197.58745124],[318.79004581],[44.04172863],[36.22806645],[144.67868931],[304.13099238],[71.1562921],[198.90875426],[69.3048466],[39.53214498],[187.61935624],[66.77091818],[55.32939703],[194.50971538],[46.69756956],[260.72595944],[174.58396407],[66.02608354],[167.75943535],[56.85962658],[273.17633532],[134.60771937],[67.30342981],[118.29006704],[170.90054548],[127.14924107],[95.71672782],[85.90373881],[67.535086]
303,[74.36961503],[80.07890125],[52.40804696],[72.67462105],[61.88056196],[27.34215524],[295.69227886],[89.47899704],[157.52612429],[156.14427492],[43.28885051],[55.13884553],[176.23997929],[158.63679697],[56.16505463],[101.08935836],[77.32511977],[69.71235948],[119.9119732],[65.18881239],[54.69201901],[250.26095339],[51.39116418],[68.74381803],[202.83128688],[17.37287051],[236.89981768],[143.32279073],[237.95303065],[89.05040082],[66.28054303],[115.55187506],[37.89495905],[107.14986836],[198.26296036],[319.68774054],[43.89628945],[35.9090618],[145.95851403],[306.42975981],[70.85749568],[198.9189958],[69.36196004],[39.43749879],[188.0384437],[66.94829872],[55.45293618],[195.97552771],[46.83334908],[260.71861803],[175.2011587],[66.00269375],[168.73095663],[56.96692106],[273.84716556],[136.28820515],[67.16949577],[119.10366949],[171.45944987],[127.5836308],[95.81425726],[86.14464866],[68.2164169]
304,[74.64375041],[79.63126531],[52.48258243],[72.88500644],[61.63570084],[27.61295255],[296.63864615],[89.36985264],[158.42515295],[156.75995591],[43.19957152],[55.04216019],[177.1756842],[157.72874975],[56.36523568],[101.40187228],[78.21838942],[69.97913729],[119.67404665],[65.34490202],[55.15043552],[248.43462547],[51.70844779],[68.79369949],[203.9559992],[17.34851643],[237.98959638],[143.23978218],[239.53862309],[89.15709306],[66.58708789],[115.3024772],[38.17732417],[105.5971708],[199.10915253],[322.28687572],[44.12780463],[35.99417718],[145.32921365],[308.610209],[71.45104235],[199.32054834],[70.17094764],[39.29400813],[188.95545743],[67.41449497],[56.0463001],[197.40676786],[46.6024991],[260.67181675],[176.03577008],[65.91368044],[170.18815987],[57.03498731],[275.92856104],[135.05630127],[67.62665099],[119.0529083],[173.36429456],[128.14975611],[96.49151429],[86.32531521],[68.3120848]
305,[73.48660751],[79.59898156],[52.03800502],[72.49427793],[61.26985223],[27.23428453],[294.9862061],[89.10616296],[157.64042136],[155.97420733],[43.19376805],[55.0354357],[176.61506614],[156.51628754],[56.03885293],[100.97650596],[79.04796806],[69.68874722],[117.87053327],[64.72911213],[54.69347962],[249.60087843],[51.60601174],[68.48404866],[203.58899601],[17.44459078],[236.13985213],[141.73487853],[235.92400594],[89.24272245],[65.96374436],[114.97089642],[38.11247066],[105.31790688],[197.99906433],[321.20794328],[43.97180459],[36.37473044],[144.95179813],[307.24585218],[71.09242468],[199.69871454],[70.6655246],[39.12343578],[187.94781732],[67.6418103],[55.56027269],[196.4487966],[46.54270068],[259.27640071],[174.4829992],[65.49428316],[169.91181808],[56.62849193],[274.64046318],[134.12920681],[67.4271755],[119.17569101],[172.05135921],[127.58676424],[95.97648079],[86.35066737],[68.23993697]
306,[75.05557749],[79.99065872],[53.06191649],[72.77768028],[61.5450946],[27.73707463],[297.06626248],[89.741276],[157.05964639],[156.88452187],[43.60047529],[56.3129261],[177.07520956],[158.16733227],[56.7760848],[101.64784728],[78.87346802],[70.77591288],[119.71967101],[64.96153501],[54.53150671],[257.64328017],[52.27790642],[68.7361201],[200.59232543],[17.99229887],[235.69431032],[142.21946775],[227.90733759],[88.79222599],[66.91978771],[116.14182643],[38.22074146],[107.20891742],[198.33977499],[318.70846227],[43.82691945],[36.63851516],[147.10058873],[305.2968836],[72.97053969],[199.97400428],[70.19297673],[39.237017],[186.51148654],[66.69739242],[55.89438435],[197.54462623],[46.66871389],[260.6036746],[176.75901346],[66.3226537],[168.57239975],[57.28653788],[275.09679915],[135.74875265],[69.00097648],[123.70036238],[173.7242701],[128.18872375],[95.8568584],[86.15128373],[68.10320422]
307,[74.56633184],[80.28400832],[52.35352447],[73.38472588],[61.91524339],[28.04308067],[298.07473301],[89.50773417],[157.2870062],[158.4810536],[43.4067333],[57.04633177],[178.98379695],[158.76308033],[55.71494722],[102.50206225],[81.65769843],[71.41601944],[120.06723428],[65.11795554],[54.55420639],[261.1933681],[53.05972039],[69.55261208],[201.88782762],[18.1260733],[234.08809434],[142.79399274],[229.09527151],[89.97442607],[67.11610011],[116.91281685],[38.96948813],[106.94387134],[199.24986278],[321.27802673],[44.02323491],[35.99186985],[146.94234751],[306.55712017],[73.82692573],[201.59764456],[70.77289841],[39.55116789],[188.33055272],[66.88222224],[55.83736518],[200.31826156],[46.49729083],[262.15764744],[175.35356934],[64.9666443],[169.02446239],[57.6561067],[270.3651127],[136.47516081],[68.48430159],[126.43181518],[175.20981514],[130.04866337],[95.54241533],[87.33017546],[68.87027598]
308,[73.93142091],[81.40327277],[52.6766043],[74.00891354],[62.19451911],[29.30567391],[296.66776068],[89.77629141],[159.45075338],[161.16673794],[43.73135951],[56.84191212],[181.71262786],[159.74627631],[55.72512424],[103.07683226],[80.69615861],[71.53368582],[122.05931376],[65.03986869],[54.810598],[265.18059651],[53.18726127],[70.16766257],[205.25068449],[18.53440159],[236.16690326],[142.43167202],[233.12651724],[90.44084782],[67.84729137],[116.95539324],[39.87132506],[106.97741503],[198.42683787],[326.88546486],[44.06752363],[35.80684489],[147.42678926],[308.77168122],[74.72574977],[202.54671285],[72.57236003],[39.87171693],[189.9596571],[68.36198787],[55.98518069],[199.67615736],[47.40019028],[264.76413595],[176.26899097],[64.73018331],[169.82663799],[57.62980099],[272.9097367],[135.75157021],[69.2747608],[127.24892361],[172.02341779],[130.52679141],[96.11076848],[88.13392257],[69.394996]
309,[73.70342643],[81.53121267],[52.68457213],[73.81166962],[62.97896666],[29.62666768],[309.69259336],[89.56233738],[162.09991991],[161.72792684],[43.55608302],[57.7424087],[181.37841212],[160.43915849],[56.00536438],[102.3324285],[81.49366772],[72.42209001],[123.1030604],[65.09689017],[54.89581016],[266.01503746],[53.33025506],[71.59800707],[204.8614312],[18.50112823],[238.2784301],[143.89486399],[234.74020431],[89.77868462],[68.23354801],[116.3246785],[38.40078791],[109.16839036],[201.53496212],[330.02734833],[44.48072397],[35.97847313],[150.43019172],[308.63457809],[75.00631419],[203.90432061],[72.61288454],[39.54473289],[190.36711933],[68.33941856],[56.31403444],[199.9784837],[47.10211868],[266.92462423],[178.40344443],[64.35314428],[170.75192451],[58.48407086],[275.05337458],[137.49215452],[69.37104167],[127.4954496],[171.64697996],[131.65838099],[96.9282692],[88.06270714],[69.28897331]
310,[72.82008955],[81.22642957],[52.13799519],[74.28137083],[63.28881149],[29.62867024],[310.53328896],[90.82102201],[166.18315416],[161.92430238],[43.54727505],[58.72073739],[181.99994681],[161.18929678],[54.7395258],[102.35511947],[81.78803039],[72.14917607],[122.064855],[65.47476686],[55.47404389],[268.9056296],[53.6845912],[71.4894603],[204.7484142],[18.24484007],[238.27404419],[146.46390128],[236.34044131],[90.44337817],[67.91951727],[118.08436968],[38.84480683],[109.78411495],[203.35164619],[328.34967355],[44.69575051],[36.13803772],[152.58252926],[308.39689645],[74.77455483],[205.57491793],[72.51882785],[39.10959912],[192.46730112],[68.1594065],[56.76904577],[201.83114533],[47.60691814],[268.17506061],[181.67242054],[64.00683777],[172.68555933],[58.36923044],[276.39954856],[139.37283146],[68.55386611],[129.10787658],[172.39322105],[132.76188842],[96.99140561],[88.08719048],[69.48647968]
311,[71.33260281],[83.00652703],[52.07535268],[73.96676646],[63.25310354],[29.77091351],[318.80544739],[91.43484304],[166.62447235],[161.31887221],[43.49304498],[59.27589722],[181.82213256],[165.92085619],[54.16589693],[104.00677029],[82.0815862],[72.32187094],[122.38551925],[66.03142744],[55.3528055],[267.90796555],[53.72881835],[70.3442016],[205.83269832],[18.56193273],[237.24579702],[145.67025733],[239.13701655],[90.88183183],[67.68039488],[120.38880068],[38.79430204],[110.40861988],[205.14456918],[330.58133498],[45.44638656],[36.32897812],[153.63458022],[310.35421941],[74.8072381],[207.40722385],[72.78953665],[38.63915214],[193.54013092],[68.01332784],[56.63154598],[202.56197508],[47.62307552],[270.29744494],[179.1618578],[62.41225318],[173.61847415],[58.46598114],[282.21634716],[140.9364767],[68.48569894],[129.07636747],[172.38813604],[134.36344457],[96.71211435],[87.8041807],[69.53232074]
312,[72.02348042],[82.58469041],[53.91059475],[73.75089844],[63.40929273],[29.77772469],[321.09851899],[91.43148941],[165.84601212],[160.43347973],[43.52589925],[58.58452596],[180.55978377],[164.83116521],[55.89520226],[102.77007594],[82.45020964],[72.53993918],[120.95605672],[65.47854489],[54.42238447],[268.15711334],[54.00716091],[69.0523467],[204.96176638],[18.91394345],[231.44559527],[145.42926259],[237.36330922],[91.03370023],[67.75245677],[120.17720753],[39.00958155],[106.3728573],[205.94569192],[331.03603997],[44.74400715],[36.24458424],[151.66493941],[307.98239312],[74.12897858],[206.61271019],[73.32723099],[38.14689267],[193.50164174],[67.6514461],[55.80535299],[202.25937213],[47.18824865],[269.07640057],[179.97475695],[62.95448889],[171.18493113],[58.39173478],[281.20072329],[139.66597976],[73.2728741],[129.82088994],[173.46518323],[134.91885172],[96.33928003],[87.35679534],[69.06596068]
313,[74.70283562],[84.48154022],[56.65806999],[74.57264055],[64.76949717],[30.41650851],[328.41645832],[93.86025416],[169.1587353],[162.091589],[44.50304741],[58.72744852],[183.92644625],[167.74353335],[58.50170609],[103.42275782],[83.96951383],[73.95644722],[121.56234686],[66.29809691],[55.08261034],[271.25493504],[56.12180954],[69.72068959],[205.67150563],[19.00768048],[238.0194554],[145.43313958],[239.16954121],[92.05178975],[69.57068409],[121.06048329],[39.62189024],[107.96538076],[206.55433246],[331.36864436],[45.72681498],[36.28283693],[154.23082853],[309.55308456],[75.57646843],[208.28027952],[74.14094929],[39.06872106],[193.47644956],[68.23126046],[56.59418171],[205.80700739],[47.7119375],[272.36710766],[183.38159331],[64.84731378],[172.28322888],[59.07665175],[287.22561744],[140.39036952],[76.55207884],[133.53044936],[180.15671806],[134.99953322],[96.74450841],[88.16041236],[69.92365807]
314,[73.429971],[84.93051667],[58.6676585],[75.20091447],[65.3253832],[30.87884228],[337.67803348],[94.18429641],[170.34108062],[160.68478846],[44.88213783],[59.24320894],[184.16061536],[169.45881509],[59.72129777],[104.10718655],[84.281488],[73.93387241],[122.93872539],[66.73595663],[55.59212003],[272.1313775],[57.00472048],[70.68968035],[210.55457278],[18.73642045],[235.36806442],[147.17577114],[247.3935122],[91.12567689],[69.65183656],[121.09474647],[39.78708648],[110.33642017],[209.45822519],[336.44646185],[45.79691753],[37.40999934],[154.35944129],[315.07363037],[76.37298693],[210.08158568],[73.70894628],[39.47175802],[197.28441706],[68.41787924],[56.40989411],[207.73396903],[47.62861816],[275.35266267],[183.95478034],[65.40304161],[173.33543015],[60.16646148],[292.0832751],[141.14455727],[78.28169804],[134.12024872],[180.8752058],[136.60093102],[97.56498492],[88.32298717],[70.49480074]
315,[71.36384122],[84.10088421],[57.95688507],[74.95916185],[65.07615198],[30.36773336],[335.61072818],[92.97498738],[169.41697185],[161.23653866],[44.32160333],[58.18548041],[182.60418913],[167.44260704],[59.30750481],[103.39626569],[83.35317016],[72.7770479],[122.20451046],[65.55083376],[55.48619359],[269.76385199],[57.93042368],[70.51407823],[206.42253804],[18.1716544],[231.94341791],[145.80090442],[235.69353556],[90.26933572],[69.48015359],[120.62667226],[40.1602839],[110.84996067],[207.69088134],[330.20622102],[45.25238039],[37.03764477],[152.95024906],[313.12508682],[75.92865656],[210.08481359],[73.489627],[38.75805107],[195.66752456],[68.147957],[55.7116684],[205.15638272],[47.5160475],[275.05356385],[180.8989897],[65.57195397],[171.3928562],[58.87030962],[293.88233841],[140.29786504],[77.27289795],[132.89188907],[179.28934818],[133.8661147],[97.19687693],[88.20198638],[70.59181881]
316,[70.8931057],[84.18884433],[58.12111701],[76.04005371],[65.57768528],[30.49259111],[352.54264373],[92.91329999],[168.59317556],[162.75191338],[44.33059125],[57.76550969],[183.62818775],[167.61315883],[59.85015432],[104.26753394],[83.49039096],[72.98453204],[123.53003916],[66.00446258],[52.17998583],[271.48828028],[57.9758408],[71.76132212],[208.82026003],[17.30568619],[224.84948648],[147.81184451],[237.10497727],[90.14684386],[69.5712047],[120.70679185],[39.51061201],[110.66895288],[212.4586364],[335.1452166],[45.85540684],[36.32042922],[154.25767696],[317.28540078],[76.51091821],[210.75725448],[73.5375129],[38.75057259],[197.2456877],[68.23975756],[57.09986857],[206.4683011],[47.69918407],[276.47719674],[180.57512355],[66.16204691],[173.69534602],[59.13180632],[294.08683712],[140.44015587],[76.61729082],[133.98766637],[180.36425348],[134.53627106],[98.04991248],[88.5322385],[71.02092903]
317,[69.89546097],[84.15084095],[58.40667141],[76.01499739],[65.93865906],[30.40648068],[341.70565645],[93.69641617],[168.7597832],[161.95900964],[44.63390615],[58.05234981],[183.68710426],[167.95413951],[59.61948717],[103.99621873],[83.51799829],[73.44381481],[122.74501103],[66.1532224],[53.33524933],[272.3279399],[59.91550525],[72.62957345],[207.47814964],[16.76142929],[227.65700686],[145.82214697],[236.09287206],[90.31913275],[69.26942484],[121.48526055],[39.22935016],[111.47158041],[210.39713172],[332.90837799],[46.27398375],[36.56555076],[153.4150364],[314.48045182],[76.36580955],[210.51311258],[73.53518398],[38.48726679],[195.76241486],[68.00316388],[55.98911837],[205.06769593],[47.61352733],[276.72923037],[179.55922017],[65.11444752],[174.68763546],[58.7887451],[293.8011003],[140.40592285],[76.45255855],[133.53898278],[180.94517538],[134.40445036],[98.20225838],[88.07577564],[71.14352686]
