,American_Tower_Corp_predictions,Alexandria_Real_Estate_Equities_predictions,Apartment_Investment_Management_predictions,AvalonBay_Communities_predictions,Boston_Properties_predictions,Crown_Castle_International_predictions,Digital_Realty_Trust_predictions,Duke_Realty_predictions,Equinix_predictions,Equity_Residential_predictions,Essex_Property_Trust_predictions,Extra_Space_Storage_predictions,Federal_Realty_Investment_Trust_predictions,HCP_predictions,Host_Hotels_Resorts_predictions,Iron_Mountain_predictions,Kimco_Realty_predictions,Macerich_predictions,Mid_America_Apartments_predictions,Prologis_predictions,Public_Storage_predictions,Realty_Income_Corporation_predictions,Regency_Centers_Corporation_predictions,SBA_Communications_predictions,Simon_Property_Group_predictions,SL_Green_Realty_predictions,UDR_predictions,Ventas_predictions,Vornado_Realty_Trust_predictions,Weyerhaeuser_predictions
179,[135.72505728],[121.59732691],[42.99211529],[192.99097033],[123.74424474],[101.92689673],[116.47266307],[27.67125699],[433.85055444],[66.45833748],[260.66449071],[78.44511179],[127.3170534],[32.67485309],[18.77528294],[34.29669235],[18.69522534],[58.8186257],[106.67947241],[58.75110599],[210.20584427],[55.92743907],[62.2950601],[135.90539364],[162.39208844],[106.03891322],[39.23869936],[71.20188445],[93.8407177],[32.82204428]
180,[134.69710298],[120.64505769],[42.66829846],[192.63730804],[123.44054308],[101.32664634],[115.64645785],[27.77980983],[431.30084759],[66.40955764],[260.36607017],[77.87169181],[128.13543706],[32.73852725],[18.5872812],[34.73910895],[18.80592313],[59.4891961],[106.25215981],[59.21944835],[209.45990454],[56.88819613],[63.16558611],[134.46054925],[163.81791968],[105.71954328],[39.08660449],[71.19804721],[93.5032007],[33.21173662]
181,[132.82937158],[118.95864686],[42.7209762],[192.14120091],[123.26275688],[99.98100796],[112.97690933],[27.66782858],[421.94935426],[66.36057516],[260.42698515],[77.51007072],[127.60506878],[31.87473791],[18.47886005],[34.17426097],[18.75131432],[58.95378663],[105.61682529],[58.69624436],[207.50524625],[55.71938491],[62.95086988],[134.43512783],[162.55074719],[105.75395362],[39.22448496],[69.18543925],[93.34075861],[33.01526339]
182,[132.09772073],[120.57806521],[43.00367925],[192.22663128],[123.13247412],[99.95689328],[113.39980158],[27.97579262],[430.46179253],[65.87574322],[257.36020687],[78.053367],[126.55126435],[31.94009443],[18.27980599],[34.35190823],[18.32358588],[58.06886632],[105.41009927],[58.73004582],[208.61287519],[55.26946102],[62.64817385],[134.59603785],[161.75858312],[105.82400599],[38.98856607],[69.57295107],[93.92712221],[33.53801719]
183,[131.7076403],[121.09082897],[43.21347527],[194.28039225],[125.01901046],[99.47203575],[113.44027461],[28.10849763],[423.55597871],[66.56629197],[261.20531407],[78.56415906],[129.01805219],[32.57976376],[18.85609606],[34.91083703],[19.01718602],[59.50527111],[105.98582096],[59.19107285],[213.02261766],[56.07428756],[63.83542275],[134.47861844],[165.25504478],[107.51095811],[39.33592606],[69.90508305],[95.88441822],[33.72637669]
184,[132.35500507],[120.42122869],[43.81223026],[193.86516465],[122.95728243],[99.06980474],[110.97166595],[27.60657635],[424.66909068],[66.76274597],[259.95038477],[77.42399341],[126.31307331],[32.09295076],[18.68142854],[34.50154623],[17.81334665],[57.82157866],[105.35974107],[58.54484637],[207.86813535],[55.19986409],[62.63888854],[134.43144655],[158.40747002],[105.92191881],[39.36144473],[69.08656347],[94.07888397],[33.18403488]
185,[131.63352971],[118.02097284],[42.71611531],[188.56199942],[119.97743767],[98.33253784],[109.37329021],[27.32454724],[419.15893211],[64.94922817],[254.18047898],[75.81939221],[125.59517648],[31.01081436],[18.26669327],[34.09188694],[17.97258126],[56.9795798],[101.41896231],[57.30836654],[205.2903511],[54.09246938],[61.74128783],[134.36220329],[155.63614283],[102.76217062],[38.09614837],[67.50441246],[92.34464501],[32.00916521]
186,[133.18139927],[118.63743221],[42.66528754],[189.35298771],[120.22813586],[99.57007543],[110.38649177],[27.74935068],[423.79075377],[65.08813614],[255.86275039],[76.47128996],[126.1215699],[31.20609118],[18.25111451],[34.4371526],[18.40590266],[57.37172167],[102.37839711],[57.8220179],[207.19066436],[54.70803579],[62.39311577],[136.85195178],[156.67809329],[102.43029097],[38.23335413],[67.56496815],[93.93196327],[31.99557575]
187,[131.29636527],[117.27422412],[42.61789496],[187.07481074],[118.12921636],[99.27023376],[110.20535818],[27.45168122],[427.76975845],[64.85006461],[253.38932182],[74.68347914],[125.04004189],[30.83467532],[17.93680274],[33.42097572],[18.24560911],[56.96054382],[100.62032085],[57.27294221],[203.18647125],[53.56369758],[61.45670213],[134.61493776],[155.66243113],[100.81544302],[37.84222441],[66.9041742],[93.52339325],[32.18517274]
188,[130.97968282],[117.9781125],[42.42126382],[186.35289247],[117.882948],[98.32329109],[109.65057523],[27.49350242],[430.95388688],[64.46895569],[251.75758666],[74.17327567],[124.88916942],[30.92790488],[18.05120815],[33.34433084],[18.33240709],[56.44998301],[99.54631136],[56.99870729],[203.29713583],[53.93856539],[61.46495869],[133.5604079],[153.75682595],[99.43488421],[37.79163967],[66.84414985],[94.11637309],[32.51635138]
189,[133.71799777],[119.06178905],[43.03011527],[187.1125236],[119.32860948],[99.9441293],[112.20367345],[27.93202608],[437.00455607],[65.01235548],[254.03028635],[75.37114969],[125.3351508],[31.48907966],[18.03852057],[34.00641289],[18.3523135],[56.9274966],[99.87384111],[57.77441749],[206.60110693],[54.6246693],[62.17013967],[136.00004718],[155.45259303],[100.60672995],[38.04071096],[67.72564862],[95.22634254],[32.99390627]
190,[134.53443106],[118.85326437],[42.8165525],[187.00202055],[120.45626324],[100.50360752],[112.46872877],[27.65590161],[435.66415276],[65.00491197],[252.43922229],[75.7107585],[126.76707206],[31.31094097],[18.11879184],[33.915944],[18.73847881],[57.56462211],[99.77108112],[57.54176843],[204.77622328],[55.19975027],[62.4823446],[136.30349676],[158.10715167],[103.56194344],[37.81403459],[67.45359882],[95.58162247],[32.71508774]
191,[135.98204526],[120.05786965],[43.29881356],[187.77358887],[121.68194915],[101.21668148],[112.48235662],[27.84079037],[437.37536233],[65.4286758],[253.53156518],[76.8905664],[128.16994454],[31.81120034],[18.12932639],[34.83760694],[18.95699393],[58.61158434],[100.48888765],[58.14194629],[207.92093954],[56.2847499],[63.59178329],[136.70994611],[160.71750426],[104.68002398],[38.18709312],[68.07861324],[95.91489793],[33.19260235]
192,[135.29885064],[121.20514187],[43.66774426],[190.01414564],[121.4520718],[96.64046556],[112.66828796],[28.17743453],[435.46251573],[66.19129844],[257.83880728],[77.44767735],[128.94236889],[32.04123761],[18.49832349],[34.76167227],[18.93546355],[59.0626672],[101.34006125],[58.47719827],[207.6281818],[56.49939988],[63.94962665],[135.76654443],[162.08045353],[104.82585871],[38.55070491],[68.83306958],[97.05460212],[33.40728942]
193,[136.27924229],[120.81528393],[43.28878843],[188.56990634],[119.05674233],[96.43876127],[113.11745995],[28.38408471],[438.48634775],[66.02810219],[258.92774893],[77.60861171],[128.66999716],[32.09085325],[18.6110359],[34.6775128],[19.03859197],[58.49540456],[100.97207638],[60.20564176],[207.29280765],[56.66448439],[63.58110911],[137.57085497],[159.82440278],[103.32322974],[38.61411478],[68.6919796],[77.48799497],[33.05548191]
194,[135.40198618],[122.12463578],[43.77247671],[190.14107447],[120.42085706],[98.72268657],[112.36575484],[28.81140204],[440.86789407],[67.10587154],[263.48129044],[78.89099695],[129.89482487],[32.17463836],[18.59461353],[34.97027345],[19.06104131],[58.67241973],[101.35377658],[60.05453498],[207.8551032],[57.22062369],[64.48826601],[138.5348454],[160.27172063],[105.02193102],[39.13123757],[68.56146484],[80.48715549],[33.8917829]
195,[136.36800784],[122.14428762],[43.92338354],[190.23248065],[118.84851666],[97.77015573],[112.19326392],[27.95471563],[441.26591957],[67.12546739],[264.36547887],[78.24663438],[129.99405983],[31.70303423],[18.00070442],[34.66562597],[19.03939405],[58.92468373],[101.0424422],[59.2289598],[207.57992205],[57.38790979],[64.48787234],[135.94289537],[161.10647714],[101.16958364],[39.26079314],[68.46628062],[79.15980315],[33.98900532]
196,[136.90612645],[121.09593113],[44.25968205],[191.1216995],[119.05738378],[99.00424672],[112.56663757],[27.7754979],[441.55112065],[67.16224568],[265.02573644],[79.11194197],[130.54809224],[31.57707257],[17.98669368],[35.01291062],[18.8837238],[58.77088541],[101.2290627],[59.03972334],[209.08028725],[57.35467625],[64.26299872],[136.39135276],[160.64473404],[101.97847139],[39.37786562],[68.71542249],[79.29737288],[34.47017401]
197,[137.24332687],[120.4871462],[43.66812441],[189.40578621],[119.00687919],[99.07211009],[113.40135145],[27.94791066],[441.72306553],[66.67727228],[262.99402055],[78.57530026],[131.18035015],[31.29566861],[17.99534872],[34.89596305],[18.91696796],[58.35728577],[102.19398572],[60.39796294],[209.05955306],[57.18409545],[64.31048552],[136.09396571],[159.97816166],[101.9340503],[39.14988439],[68.01279161],[78.12216055],[34.13555358]
198,[136.59828412],[120.23711723],[43.43519117],[187.95475984],[119.36179155],[99.70762633],[112.39302933],[27.75900409],[437.15776726],[66.17815506],[261.6625788],[79.63652064],[132.15739066],[31.73439262],[18.48980441],[34.85836999],[19.68561577],[59.28650057],[101.44771954],[60.2279459],[207.73378893],[57.49241691],[64.91107011],[135.78534426],[161.58198189],[102.15723454],[38.69796923],[67.92710431],[78.09718973],[34.12206368]
199,[137.86245133],[120.94450012],[43.93041889],[191.03370206],[120.38636361],[99.38558569],[113.49201789],[28.44633869],[440.6003961],[67.37580461],[267.1707108],[80.34997065],[132.67306546],[32.00148072],[17.95276921],[34.97547508],[19.74647795],[60.33182826],[102.3037518],[61.18638914],[210.24159535],[57.96349765],[65.70365058],[135.51292289],[163.81794694],[101.71978509],[39.21423569],[68.08884261],[78.05755016],[33.90433569]
200,[135.08599728],[120.89574786],[44.03155142],[190.65595441],[121.20166311],[100.28350991],[114.19103721],[28.76804856],[443.42715966],[67.45924368],[264.28189918],[76.43153052],[134.97774051],[31.89998429],[18.71164621],[34.75196991],[21.07535466],[61.23415285],[102.98245534],[61.10171601],[197.78553931],[57.97039948],[67.2327282],[136.09380125],[166.33416743],[102.84319111],[38.68977085],[67.38172634],[78.95702454],[34.23735804]
201,[138.15681804],[120.44807331],[45.34355775],[192.46418016],[122.30717268],[100.60890624],[113.18137734],[28.87981463],[448.05718518],[67.6498244],[264.68846585],[77.89858263],[132.79586123],[31.81797895],[18.68312363],[35.20400726],[20.39766798],[57.77991891],[103.80466949],[61.65387478],[203.02000082],[57.18497762],[66.13148128],[137.83223753],[160.50153684],[103.26419009],[39.35556591],[67.11324905],[78.96448135],[32.86600831]
202,[136.59448865],[121.29015816],[45.5734702],[192.49850277],[120.81771433],[100.62866455],[115.57579548],[28.56489348],[450.65901546],[68.0152377],[261.96367249],[79.36204055],[132.75300387],[31.63584175],[18.66393751],[36.45585393],[20.18632221],[57.56586098],[103.59453664],[60.78575358],[205.55094754],[57.09816645],[66.24379626],[137.68089265],[158.46065107],[103.28476498],[39.09462039],[67.360582],[79.3332445],[33.03764784]
203,[136.18975988],[121.09209845],[45.60486937],[192.16486969],[121.88137646],[100.86331872],[117.65502551],[28.92079059],[452.72468021],[67.8792153],[263.34481874],[79.67945015],[134.27140893],[30.07850938],[18.88509145],[36.89578995],[20.56840246],[57.87292268],[103.93236677],[61.45160881],[202.94270206],[57.79924998],[67.28287584],[137.45777165],[164.70582739],[104.04908448],[39.12441809],[65.93476025],[79.48388771],[33.21025109]
204,[137.53703228],[120.58976337],[45.49640482],[191.44576067],[121.81410073],[101.84727986],[117.08759607],[28.92177376],[455.25317316],[67.78593726],[263.56905903],[79.28017568],[133.05747193],[29.98324607],[18.6409657],[36.96517373],[20.04058999],[55.34538466],[103.89620388],[61.17437398],[202.22143691],[57.07540775],[66.11714325],[137.86472465],[161.51312544],[102.86879587],[39.04785714],[66.04633491],[78.77656825],[32.29078958]
205,[137.66821309],[120.79178111],[45.54692448],[188.06615658],[123.79708914],[100.99811329],[115.62661599],[28.71874119],[449.10584079],[67.35681456],[263.38039449],[77.06870808],[133.02644626],[29.9830044],[18.38219002],[37.42761199],[19.94977246],[57.06885541],[103.98480135],[61.18987417],[200.30880883],[57.06315951],[66.18887202],[138.44358211],[161.77987279],[102.29139555],[38.79829495],[66.42528802],[79.10979612],[32.93594272]
206,[137.51050308],[120.70838881],[45.65619654],[187.93751994],[124.15684292],[101.97780941],[115.25779406],[28.69593493],[445.84444251],[67.38307492],[262.12270772],[77.80267416],[133.53129752],[29.80175318],[18.66975051],[36.97220124],[20.29641294],[59.27481232],[103.80035798],[61.35875828],[201.6202012],[57.45470939],[66.70902705],[140.08573861],[164.4346447],[102.58729643],[38.67010358],[65.75003022],[79.44286803],[32.74461992]
207,[136.57850381],[120.69405629],[46.14596959],[188.61752189],[122.91854549],[100.04529758],[113.8335945],[28.76535775],[442.3468066],[67.18736722],[262.82760004],[76.88274973],[132.78005707],[29.52779914],[18.20286215],[37.18432167],[20.4855174],[59.49092237],[104.42207848],[60.80402941],[200.64011357],[57.34013738],[66.58374921],[138.26620369],[164.25036266],[101.90773431],[38.67274333],[65.41500777],[78.54211347],[32.44662922]
208,[137.96459196],[120.86680132],[46.010911],[189.30995791],[121.61972712],[100.79442906],[114.70986545],[28.5303144],[449.03669379],[67.37192017],[264.75753765],[76.73442092],[132.77161353],[29.33250689],[17.96736693],[38.33314992],[20.5230626],[59.82542806],[105.17901701],[60.79924878],[200.96148825],[57.49849289],[66.90297569],[138.99888871],[163.34840228],[101.68810112],[38.8408138],[65.6467427],[77.87619966],[32.45621497]
209,[136.9461221],[119.94219598],[45.74199804],[189.1867009],[121.3440004],[100.67446671],[112.7586416],[28.26356929],[440.14490602],[67.09107619],[262.70921668],[76.12021564],[132.04254899],[29.15147861],[17.82367412],[37.82475504],[20.45287758],[57.87354547],[104.52319644],[59.93624089],[200.65439098],[56.99697984],[66.39919083],[138.94821733],[161.17374522],[100.01369742],[38.82014572],[64.76910786],[76.64555661],[32.08011465]
210,[136.78315568],[119.59006949],[45.56270779],[188.61943171],[120.1630931],[101.08361063],[111.99095992],[28.28070402],[438.86068566],[67.01450687],[259.31697869],[76.36418315],[129.60921255],[29.25903973],[17.88766658],[37.164042],[19.97432851],[56.74863989],[104.0358412],[59.79107544],[198.62780437],[56.51186287],[65.13218611],[138.52044274],[157.99439415],[99.02865353],[38.49490708],[64.95479429],[75.73796427],[32.22509643]
211,[139.74695116],[121.84914331],[46.23959961],[191.47401223],[122.66096014],[102.27788979],[115.15845579],[28.86819799],[450.50649325],[67.96311827],[263.50905947],[76.92165046],[131.09961491],[29.84566578],[18.00239271],[37.6391292],[20.08688036],[57.45879146],[106.3104601],[61.35451273],[200.64745645],[57.37199298],[65.95955343],[140.45618963],[160.36214619],[100.36347588],[39.02594355],[66.13056117],[76.86748501],[32.23646907]
212,[140.06571734],[121.58776997],[45.96661186],[192.13361202],[122.4362418],[103.20065803],[115.09107133],[28.87170443],[448.2395034],[68.2654881],[265.21045397],[76.65353487],[129.31282782],[29.05962996],[17.93559671],[37.33950694],[19.65160638],[55.46606007],[107.22520644],[61.84592612],[201.63288958],[56.94526126],[65.05482258],[141.44961841],[157.54457806],[99.50703904],[39.12994481],[66.12329623],[76.29189249],[31.92506883]
213,[141.02486568],[121.96164253],[45.4079644],[191.31441161],[122.04340903],[103.83106085],[116.69224376],[28.9003477],[454.71857111],[67.88122399],[262.78837517],[75.88321613],[129.89532907],[29.36272168],[18.23514355],[37.51780821],[19.69747709],[54.91775688],[106.75921594],[62.26473206],[199.009068],[57.68651108],[65.61862838],[143.9924821],[157.93613862],[99.17968801],[38.95370859],[66.59978654],[75.91903752],[31.91950842]
214,[139.56959147],[121.61582362],[45.43949049],[190.52867601],[120.97130474],[104.0687563],[115.19239635],[28.50755053],[451.2526855],[67.68072962],[262.73382151],[76.17323953],[128.39333683],[29.16673152],[17.88784722],[37.15210474],[19.51679396],[54.45625343],[106.56295293],[61.25446466],[197.72897532],[57.12073583],[65.30462824],[142.12729174],[157.12697263],[97.60462853],[39.24580852],[66.56368623],[75.27759792],[31.2332314]
215,[140.12830064],[120.12308569],[45.16123486],[189.12432766],[119.89349734],[104.14708483],[115.01070712],[28.89853679],[449.72958322],[67.27011407],[261.06100975],[74.68949901],[127.24260904],[28.81881199],[17.41492565],[36.87862621],[19.34952942],[53.04888644],[105.76659868],[61.3615149],[196.26043394],[56.93360729],[64.73568297],[142.82881153],[153.7209218],[96.5338499],[38.96439267],[66.20339815],[73.93856874],[31.16254016]
216,[141.190136],[121.14362156],[45.45987845],[190.31291369],[120.88383236],[104.8161158],[116.60102978],[29.47308762],[450.73670269],[67.81725606],[264.23293429],[75.60629651],[128.05368442],[29.41114854],[17.39117604],[37.59487853],[19.71309293],[53.27087166],[107.5428767],[62.13558713],[200.57116241],[57.91550646],[65.54849304],[143.86184326],[154.50696224],[97.45373554],[39.36127807],[67.53653588],[73.84710088],[31.47943139]
217,[142.3684963],[120.11944497],[45.40022431],[189.25481923],[119.68556483],[105.80909125],[117.77064326],[29.17474125],[456.69087146],[67.73213442],[265.29593409],[75.76620637],[126.95012401],[28.8908982],[17.70078263],[37.72933707],[19.53927663],[52.96233894],[106.95094293],[61.7048978],[201.61723256],[57.37760099],[65.29326812],[145.90459295],[153.27889095],[97.00766177],[39.26761311],[66.85148317],[73.37779628],[31.3621614]
218,[142.80575112],[121.10221392],[45.94626198],[189.80911982],[121.14333117],[106.19345044],[118.18041592],[29.54639685],[462.01286098],[67.96354173],[267.18212955],[77.92707044],[127.70410841],[29.51996314],[17.56131356],[38.43215056],[19.81107493],[53.7916119],[107.68857838],[62.85172725],[205.667493],[58.1867102],[65.83572258],[146.32455572],[157.54947613],[98.11205907],[39.35988717],[67.61828585],[74.0388631],[31.38269005]
219,[143.76518312],[121.2186605],[45.85377485],[189.4823048],[119.850722],[106.72447011],[117.85496],[29.3349605],[463.19352783],[67.9549126],[266.56297224],[77.56159142],[126.7424233],[29.37940611],[17.57997617],[38.55911391],[19.58252092],[53.33138852],[107.53169878],[62.19991617],[204.67574515],[57.42154169],[65.23405722],[148.09859863],[156.56622565],[97.04447706],[39.15755551],[67.7543939],[73.99452164],[31.38260575]
220,[144.3237363],[120.63365955],[45.75914973],[189.06610106],[121.53616886],[106.99956216],[118.2199031],[29.40773388],[465.80813459],[67.97130433],[265.87072463],[77.00557146],[128.4564436],[29.57970863],[17.69195379],[38.47728461],[19.86152493],[54.32094497],[107.11816732],[62.70283188],[203.99664625],[58.1854618],[65.79898123],[152.17819297],[159.02190572],[97.89637799],[39.06134405],[67.98124163],[74.67400429],[31.70884713]
221,[145.77436443],[119.24284695],[45.51914718],[188.46830988],[120.197408],[107.09222683],[117.58904941],[29.30578058],[462.59471484],[67.41401261],[266.24414453],[77.19819821],[125.39328801],[29.23047691],[17.52647581],[39.08296363],[19.37512334],[53.00323719],[106.34218948],[62.38997687],[204.35700028],[57.12798453],[64.32369898],[152.60343026],[156.79216477],[96.79926441],[38.95257725],[67.49410609],[74.44156477],[31.77415637]
222,[145.9905026],[118.70565483],[44.96310596],[187.41211924],[119.55918984],[107.01056632],[117.4991476],[29.43972217],[466.34850367],[67.22326314],[264.85375005],[78.16874568],[125.8976729],[29.54986153],[17.68637623],[39.23772036],[19.29490439],[52.8034578],[105.78323427],[62.27830099],[205.71289862],[57.23684516],[63.43732161],[151.94854889],[156.35804278],[96.22077366],[38.74655558],[67.87607288],[74.15497519],[31.51870849]
223,[147.52508375],[119.52390718],[45.44220979],[187.02418356],[120.19330531],[107.30413344],[118.18601409],[29.48351391],[465.977166],[67.35825839],[266.40340241],[77.67748601],[126.39373112],[29.53155674],[18.03116712],[39.53546165],[19.42126961],[53.16424933],[106.6830346],[62.47065284],[206.00727237],[56.86803043],[63.62942146],[152.66988274],[156.97904793],[97.00416269],[38.76739963],[68.14506004],[74.22155563],[31.77004403]
224,[148.08477671],[121.44886263],[45.35146476],[187.77176242],[120.69477717],[108.50083652],[118.4255167],[29.74336275],[468.6155832],[67.17979228],[266.11922984],[77.670224],[127.1467875],[29.84521653],[18.11497274],[39.44081552],[19.63365392],[52.69948764],[106.5188876],[63.39609031],[205.37912965],[57.64730079],[64.38048645],[153.63593079],[156.9559789],[96.43469662],[38.83936605],[68.44941071],[74.46768147],[32.64043299]
225,[146.02271772],[121.34691524],[45.23200632],[188.07295991],[121.32548318],[107.10923146],[117.71668807],[29.53132489],[466.20470233],[67.00404344],[265.88463991],[77.75612888],[128.06732757],[30.16884207],[18.1141512],[39.44375253],[19.82543855],[53.33278476],[106.2587662],[63.76913565],[205.96251434],[57.83282093],[64.73080926],[151.00659764],[158.11776568],[97.09200509],[38.86064031],[68.78215235],[74.96738805],[32.03883135]
226,[146.70727414],[120.42268406],[45.34779839],[186.83747201],[120.32248325],[106.95478648],[119.36871403],[29.49076746],[463.68880562],[67.15969564],[266.20645359],[78.51207106],[127.61241717],[30.18588337],[17.57862048],[39.56746374],[19.80184258],[53.31738554],[106.54258002],[63.50734772],[206.75082059],[58.37223953],[64.53146639],[151.00503316],[156.88216604],[95.69621922],[39.08641578],[68.96727597],[74.36397775],[32.35911389]
227,[146.29767636],[120.38667669],[45.36098557],[185.67407634],[120.94214421],[105.95850672],[119.69448762],[29.45644117],[464.10789375],[67.23853425],[263.03649052],[79.48813326],[129.33262806],[30.12016124],[18.0272878],[39.23842961],[20.1924206],[54.41102802],[106.41446142],[63.17398318],[208.00617481],[58.17436891],[64.72352849],[150.44491035],[158.71442072],[96.58206319],[39.0708539],[68.37595571],[74.34376036],[33.25865011]
228,[147.18547402],[120.23562786],[45.88610661],[186.04356591],[120.91901193],[107.13994971],[121.64906008],[29.43427131],[465.40898538],[67.70211795],[266.06134997],[81.42721215],[130.33008761],[30.1597858],[17.93869638],[39.8924479],[20.58140364],[54.53987046],[107.09965276],[63.79148279],[214.58230757],[58.79662621],[64.8029375],[150.97607639],[160.76921229],[96.31176871],[39.44095926],[69.12293208],[73.51800516],[33.12045871]
229,[145.01408396],[119.44084078],[46.49862656],[186.79687203],[120.21986986],[106.5442375],[120.42222751],[29.34176164],[462.46567496],[68.05177546],[266.72959125],[82.42184844],[129.50786944],[30.22224608],[18.17033651],[40.04764634],[20.17766988],[54.24158232],[108.03671496],[63.99025423],[218.56410304],[59.37275727],[64.20161851],[149.481754],[159.62724547],[95.50884358],[39.55325633],[69.4727739],[73.8680735],[33.6607263]
230,[146.19775041],[120.41240605],[46.26836458],[188.53344994],[120.72389551],[107.01790292],[126.54570697],[30.1846867],[474.89546192],[68.56766973],[269.37489555],[79.72816664],[130.17762886],[30.340998],[18.17074927],[40.40626968],[20.29649025],[54.42518357],[109.22626053],[65.16317769],[213.34688339],[59.50460281],[65.0301516],[150.2188629],[160.23409375],[96.53218826],[39.79891082],[69.38098806],[74.85945376],[33.31731978]
231,[144.95219245],[120.06274169],[45.5445343],[184.94440641],[120.2345534],[106.15783656],[124.38554592],[29.50345313],[468.38697996],[67.62428962],[264.8474483],[77.28659808],[128.72759622],[29.73280266],[18.39241006],[40.16608132],[19.97986741],[53.57077329],[107.06240262],[64.59524248],[207.44475131],[58.92031055],[63.91176452],[149.79739253],[157.6359808],[96.21279834],[39.20693844],[68.51569736],[74.33785389],[33.24029129]
232,[143.94369579],[119.51050953],[45.37702953],[183.93738062],[120.0124666],[105.0137387],[121.58904444],[29.36016595],[458.71267702],[67.3953945],[261.46110413],[77.5209715],[128.47776377],[29.42568597],[18.42357408],[39.70775542],[19.87021364],[54.53058974],[106.22380497],[64.08995184],[208.93207003],[58.83802978],[63.70717804],[149.32717143],[160.45103398],[96.13490979],[38.74257607],[68.48947451],[74.4906509],[33.09027002]
233,[142.72776141],[120.84176942],[45.81600057],[183.85780905],[122.3559848],[104.72383494],[120.91087821],[29.72404623],[455.82002786],[67.47043723],[262.37324806],[78.49524383],[130.81612386],[29.46189631],[18.25784304],[39.14144871],[20.49610428],[55.75304632],[107.06278445],[65.34809105],[212.81385353],[59.46491751],[65.45764362],[148.72864666],[163.68795862],[97.78157652],[38.97185885],[68.97562503],[75.1206351],[33.04581933]
234,[145.09342856],[120.63150878],[45.60159604],[183.81494118],[122.39996308],[105.60336921],[117.67874165],[29.60574813],[456.52235509],[67.91102352],[262.1887618],[79.24991327],[130.10788208],[29.43302317],[18.24868024],[39.46161976],[20.56177982],[55.58613691],[108.31995187],[65.21367765],[214.16693514],[59.9392169],[65.02368747],[150.07882649],[164.8035235],[98.49880598],[38.94970553],[69.3232802],[75.11720455],[32.98614578]
235,[145.01541534],[120.49487956],[45.72518749],[183.30209562],[121.63784136],[104.65005694],[117.56826779],[29.58513113],[451.3709085],[67.32186696],[260.17980768],[79.44530846],[127.65680741],[29.41274804],[18.32152365],[39.41934368],[20.05152292],[54.53088741],[108.33269145],[65.07647161],[215.88824624],[59.54792643],[64.01669269],[150.7241188],[161.41436512],[98.17412483],[38.95541987],[68.81358209],[74.56564828],[33.38995034]
236,[141.21734996],[119.95360776],[45.44673298],[181.87666509],[119.55613518],[102.08768026],[117.35246505],[29.45569365],[454.12786521],[66.87536394],[257.54136823],[79.48276037],[125.36428779],[29.04120877],[18.34698689],[39.86907862],[19.64298249],[53.15184927],[107.72923153],[64.72563284],[215.7645],[58.79572859],[63.43456593],[145.49878262],[159.80108767],[96.30591817],[38.48731947],[68.23197056],[73.37336478],[33.27325563]
237,[140.12032373],[119.46726949],[45.23048398],[180.92689326],[120.89527365],[101.69146138],[115.06115025],[29.51676814],[449.95966828],[66.79542559],[256.33656358],[79.48689437],[124.8909893],[29.0241358],[18.45642601],[39.74516419],[19.46630894],[52.97451195],[107.32567097],[64.72775372],[214.16475768],[58.37371924],[62.6372207],[145.8006815],[160.04866457],[97.76621216],[38.45728379],[68.14372683],[73.77686001],[33.42511853]
238,[139.64823427],[119.38921481],[44.89871826],[179.94258653],[122.94353916],[101.74446056],[116.49173574],[29.43372852],[447.07618753],[66.54709859],[255.41698507],[79.36611567],[124.01569442],[28.49732695],[18.2714573],[39.78102724],[19.26487278],[52.86188007],[107.30949722],[64.39105178],[215.00716802],[57.9295884],[62.48914635],[144.90164558],[159.69576567],[101.16357442],[38.17346195],[67.51119955],[75.56076835],[33.42307812]
239,[138.13293495],[118.10038568],[44.77028426],[178.65642463],[121.69078934],[100.77115332],[114.34354373],[29.12080579],[442.46273004],[65.9315518],[255.05114764],[78.90344205],[123.2340143],[27.77154451],[18.33523827],[40.14730458],[19.18983264],[52.69179213],[107.20080227],[63.71430679],[213.73410903],[57.56234166],[62.14480135],[143.13980465],[158.7499103],[100.69521397],[38.04334533],[65.96965902],[75.69196051],[33.58608621]
240,[137.26173426],[118.8902699],[44.55559631],[179.34001342],[122.55887235],[100.04483352],[114.5594344],[29.30297529],[438.01515021],[66.12096063],[255.58899921],[79.75671077],[124.76211652],[28.13519408],[18.36032081],[40.08132193],[19.58929939],[54.21113504],[106.94401615],[64.0777779],[214.32396365],[57.92961794],[62.77979782],[141.33530194],[160.41441841],[101.60597631],[38.14531667],[66.65498279],[76.08751223],[33.82610898]
241,[136.55350826],[119.1969109],[44.34336743],[179.19163594],[123.7000478],[99.58259679],[113.14241157],[28.87123354],[435.50865784],[66.05933384],[255.00321211],[79.38848438],[125.05931465],[27.9770726],[18.51412318],[39.37040308],[20.180232],[56.18411742],[107.16008244],[63.65615832],[214.14798706],[58.34493791],[63.10329775],[142.45859046],[163.49550372],[103.04817653],[38.09960699],[66.05744802],[76.89082799],[33.72046502]
