,Air_Products_Chemicals_predictions,Albemarle_Corp_predictions,Avery_Dennison_predictions,Ball_predictions,Celanese_predictions,CF_Industries_Holdings_predictions,Eastman_Chemical_predictions,Ecolab_predictions,FMC_Corporation_predictions,Freeport_McMoRan_predictions,International_Paper_predictions,LyondellBasell_predictions,Martin_Marietta_Materials_predictions,The_Mosaic_Company_predictions,Newmont_Mining_Corporation_predictions,Nucor_predictions,Packaging_Corporation_of_America_predictions,Sealed_Air_predictions,Sherwin_Williams_predictions,Vulcan_Materials_predictions
96,[140.57895004],[101.76465929],[80.66921255],[73.51626749],[89.29413056],[31.14840224],[80.26090859],[123.94787037],[57.61204932],[13.40648454],[52.67989886],[91.3702133],[216.14575286],[31.13606698],[34.37169186],[62.61497228],[92.47414411],[46.46775031],[308.9026722],[120.36916055]
97,[143.76245236],[102.79450042],[81.893248],[74.97215264],[90.41353685],[31.90462412],[81.46607616],[125.96292645],[59.2388801],[14.02416715],[53.61131863],[94.14649078],[223.06442693],[31.02648251],[34.38068531],[64.19144597],[93.6471324],[47.11648918],[315.23851721],[124.77735714]
98,[140.61499157],[103.49628976],[81.71505956],[73.32863529],[88.62318901],[31.29062037],[79.81971191],[124.94887976],[59.4216335],[13.26733459],[53.73658046],[92.31521592],[218.2497001],[30.38839105],[33.54284741],[62.72240136],[93.63779751],[46.72941799],[313.17267486],[121.06843404]
99,[139.68699072],[104.54176334],[81.80703196],[73.91497895],[90.01676144],[30.69115061],[80.28698973],[125.27158123],[59.18819544],[13.11150704],[54.01326979],[92.11023946],[218.28999906],[30.20312565],[34.13649247],[62.67998124],[93.74748976],[46.36488583],[312.31251467],[121.87978718]
100,[139.11249074],[101.83630382],[81.14330317],[72.74452929],[90.22610548],[30.60041248],[79.49403469],[125.14284701],[59.13815133],[12.83601233],[52.29392837],[91.48252122],[214.24078398],[29.61523094],[33.03243179],[62.73724648],[92.40052339],[45.3055138],[311.23431179],[120.27608901]
101,[139.52713665],[103.87435758],[80.53273566],[72.36476416],[90.32654345],[29.93566329],[78.8963911],[124.69852161],[59.13713365],[12.63630264],[51.46468014],[91.30718254],[210.00351281],[29.14573691],[33.0306228],[60.94015616],[92.43532351],[44.51197733],[310.89718595],[118.38842562]
102,[139.7356595],[102.56934668],[80.07653336],[72.74242685],[88.89969133],[29.35949123],[78.34034257],[124.58549865],[58.28037827],[12.41478486],[51.52003989],[89.82910336],[211.28707904],[28.64615089],[32.90251688],[60.95085448],[93.00720997],[44.07403282],[311.19190207],[119.32653919]
103,[138.64878565],[102.74579942],[80.0039903],[73.31768917],[89.10277282],[29.09453773],[77.49657727],[123.76344878],[58.82471973],[12.3723484],[50.92142532],[89.57847616],[207.88152404],[29.00259095],[32.58366899],[60.41678152],[92.88353104],[44.82215854],[310.40479771],[116.76368512]
104,[138.79962952],[102.98121799],[80.56461529],[73.76579213],[90.78113928],[29.17127785],[77.61407377],[124.310456],[60.07453134],[12.35776357],[50.72665823],[89.94561843],[213.77149439],[29.16684139],[32.94714681],[60.60720786],[92.16500309],[45.18088857],[312.0631102],[119.01848836]
105,[137.77730372],[104.61179129],[80.3232032],[74.3250343],[91.72722465],[29.16233591],[77.64556638],[124.8023591],[60.31131807],[12.557245],[50.67969842],[90.32220753],[214.72187964],[29.0814909],[32.99843508],[60.71290636],[92.02579446],[45.07242431],[312.00000057],[119.51263295]
106,[136.18048754],[104.07287882],[79.9355025],[74.04925145],[90.70671015],[28.40918389],[77.34721405],[123.69038073],[59.47791901],[12.23943691],[50.75759105],[88.55116462],[211.72206683],[28.5685358],[32.43056925],[60.74489603],[91.91772397],[45.45904928],[310.41404876],[117.90812898]
107,[138.04779039],[105.3192342],[80.58279639],[74.92546247],[92.4709997],[28.61573573],[78.61954522],[125.39806445],[60.43410647],[12.88512393],[51.3363446],[90.95715669],[214.40903919],[29.15945488],[34.08551642],[63.44334897],[92.87822711],[45.8920559],[312.6610258],[119.10316709]
108,[137.95262307],[103.94705557],[79.83491346],[74.72452076],[91.51285903],[28.45930627],[78.93521564],[125.18674888],[60.42893572],[12.81820124],[51.48138292],[90.41015325],[209.84619878],[28.94246486],[32.7830212],[64.69680662],[92.51949193],[45.93450078],[311.48103558],[116.30403214]
109,[139.73351889],[106.32448251],[80.47130782],[75.1415619],[91.99000132],[29.04450797],[79.22110127],[125.33749435],[61.17045238],[12.71161773],[51.36130289],[90.02519351],[212.77871245],[29.14594821],[32.94100612],[64.96790489],[92.33784009],[46.0561029],[313.60502478],[116.72026721]
110,[138.77044323],[106.05456668],[79.76874459],[75.31125928],[91.77175105],[30.15848683],[78.84264234],[125.21479041],[61.32052263],[12.68618791],[52.1384233],[90.24279875],[210.73009618],[29.24628476],[33.56543165],[64.77092199],[94.33637934],[46.20288962],[312.18518977],[115.01233527]
111,[136.40850085],[104.42731056],[78.96327992],[74.04557147],[89.47813339],[29.25129681],[77.45624115],[124.21445123],[59.54328496],[12.51044447],[50.98333522],[88.10345623],[209.41029529],[28.57602646],[33.92941301],[61.30177166],[91.90925052],[45.43902798],[308.3607764],[114.20231698]
112,[136.36455427],[105.12738838],[78.95883904],[74.44122429],[90.17263757],[28.98876695],[77.7159317],[124.32992196],[61.25882411],[12.84649502],[51.13052632],[88.18660096],[212.90431181],[28.75770376],[33.85248297],[62.01970137],[91.88071219],[45.43373839],[311.6876859],[115.41421424]
113,[136.95200408],[105.10949941],[79.73945311],[74.2910381],[90.42919556],[29.17084166],[77.99529857],[124.24324042],[61.59946008],[12.81951094],[51.24545749],[88.44986842],[213.46229521],[28.98858679],[33.6994551],[61.09028578],[92.51428737],[45.42999993],[310.88739445],[115.32757202]
114,[134.98408525],[104.64887457],[79.64974878],[73.80989178],[89.58221607],[28.91774749],[77.26013046],[123.87052174],[61.06935206],[12.77723758],[50.96757827],[87.68112639],[207.029574],[28.69323633],[33.53137549],[59.85585758],[90.69849104],[44.77288935],[309.87940938],[112.72803594]
115,[136.07304739],[104.60761878],[79.61951684],[73.82445644],[89.94467314],[28.99132601],[77.92097148],[124.17364387],[61.38012408],[12.13501535],[50.22479115],[88.69563772],[207.40860768],[28.62977378],[33.8979554],[59.42197342],[89.06272635],[43.59596391],[309.47621089],[112.76436407]
116,[137.22398571],[104.89122417],[80.37557692],[73.99695053],[89.98395906],[30.01707442],[79.77571167],[124.87483027],[61.87140561],[12.5251339],[50.89479785],[91.02405247],[210.02361631],[29.18042805],[33.02167167],[60.09339773],[90.72434549],[43.808915],[311.10148655],[114.67901147]
117,[136.850589],[105.14751735],[80.35442991],[73.61757876],[88.68474209],[30.60932166],[80.57034832],[124.76263063],[61.35069088],[12.73379163],[50.81831647],[90.69806762],[214.90965546],[29.4458335],[33.2499311],[59.81682005],[90.27025166],[43.49622108],[310.34713196],[118.13583135]
118,[135.73552937],[105.21088944],[80.51178674],[73.69176884],[89.93733278],[29.38350715],[81.17579753],[125.33191089],[61.47119539],[13.33883088],[51.16527633],[91.09878535],[211.1651262],[29.30981363],[32.94031425],[60.16976875],[90.97532002],[43.36498023],[310.40022775],[117.50435809]
119,[135.22495868],[105.68710176],[80.58548465],[74.24670056],[89.92920233],[29.12503559],[80.7781135],[125.34621324],[69.78105465],[13.36898655],[50.73594034],[91.03973655],[219.17083102],[29.16639723],[32.9525338],[59.70672994],[91.63697353],[43.50809792],[310.28929647],[120.81112485]
120,[134.865822],[105.07424074],[81.01079431],[73.39155757],[89.81691813],[28.17591217],[79.88194221],[125.84396315],[70.23622851],[13.17447361],[50.2212257],[90.17795676],[213.53989559],[28.88190833],[33.84951028],[60.21642749],[90.95082979],[43.61382974],[308.86792001],[119.26802755]
121,[135.40574513],[105.55995386],[80.68011908],[73.48672294],[91.76396997],[29.00355358],[80.15140206],[125.09994852],[71.22873191],[13.50036059],[50.63441826],[90.69777932],[216.96670685],[29.15254961],[34.12501512],[60.48897014],[91.0766153],[43.08857922],[308.57558478],[119.47325304]
122,[135.3088631],[105.20649347],[80.15153045],[72.68765053],[91.51507287],[28.53336251],[79.69974209],[124.86340738],[71.95061734],[13.40261333],[50.64446832],[88.38874009],[214.45210737],[28.96219011],[34.32495428],[59.7777714],[90.92683292],[43.06959863],[309.40018034],[118.29395666]
123,[135.24999727],[106.13389291],[79.91870505],[72.46916181],[91.54255989],[29.42253311],[80.21425919],[125.27943558],[73.30526413],[13.5294693],[50.98487243],[89.27853035],[218.93063322],[29.17674477],[34.23099594],[60.10804418],[91.75667804],[43.05235339],[310.63514748],[119.50536377]
124,[135.03871494],[105.97530236],[79.63571984],[72.29445455],[92.17977699],[29.26125805],[80.37466205],[125.2489246],[75.37839163],[13.33149327],[50.47784319],[88.92107525],[221.43950703],[28.8168981],[34.34424631],[60.71887877],[91.14391276],[42.94743185],[313.13918564],[124.0968101]
125,[135.78631508],[104.94662344],[79.91030969],[72.26136219],[92.39356867],[29.61560863],[80.35116177],[125.88080516],[75.27817067],[13.48252942],[50.45750816],[88.6319994],[220.36086582],[28.92508526],[34.60355937],[60.14831468],[90.99860409],[42.88194112],[311.982376],[121.01970834]
126,[136.46817333],[105.59998063],[79.70396854],[72.30141602],[92.31614293],[29.40816412],[80.18706912],[125.67619064],[75.4218237],[13.60992798],[50.23253252],[88.02780522],[219.70808136],[28.66274569],[35.09907455],[60.53708308],[91.02189046],[42.99923108],[312.56650894],[121.57260459]
127,[135.55805276],[104.11271514],[79.70148647],[71.80081429],[90.56802735],[28.35415613],[78.68755072],[124.98353318],[72.91572864],[12.80628593],[50.08999758],[86.32769539],[212.3171073],[28.10114528],[35.08059834],[57.86948432],[90.30347831],[42.72043067],[312.98995195],[117.98586759]
128,[134.31885557],[103.73856659],[79.50680293],[71.59738104],[89.16115111],[28.19349392],[77.85988304],[124.56079829],[72.66956789],[12.64128339],[49.64558181],[84.93299269],[210.52040941],[27.43199788],[34.57382004],[56.90905895],[89.98880041],[42.53501587],[308.72609483],[117.5621362]
129,[135.83838287],[104.57791292],[80.32947581],[72.29154966],[90.62322878],[27.25368719],[78.20475542],[125.45337366],[73.55402549],[12.72426028],[50.45635011],[85.45440424],[212.97569881],[27.351511],[34.65575521],[56.99630424],[91.26791065],[42.78774261],[311.00271706],[118.2406319]
130,[135.22612349],[105.90325482],[80.71914909],[72.27438299],[89.22317417],[26.82802393],[78.76965976],[125.32187466],[73.81620396],[12.44812753],[51.47235251],[86.07925717],[210.78106771],[27.00042903],[34.32875629],[57.31006702],[92.54254148],[42.96789291],[311.09611277],[116.81678239]
131,[135.09490451],[106.01533621],[81.47212833],[72.83645109],[87.82288391],[26.35363829],[78.69582199],[125.7024338],[73.31182967],[12.32609009],[52.36767988],[85.62211558],[211.57799285],[26.79890591],[33.56781228],[57.69215441],[93.61762522],[43.53449424],[311.90569088],[117.54365426]
132,[136.97975486],[105.56992662],[82.12466451],[73.2472006],[89.52571704],[26.33277707],[79.64557288],[126.36649407],[73.40342518],[12.49558987],[52.94276355],[85.47960866],[217.6314051],[27.10476301],[33.71634915],[60.37666393],[93.89042094],[43.95758087],[323.62721641],[119.90662978]
133,[137.27593886],[105.05869175],[81.68803273],[73.65258388],[88.51669777],[25.73925801],[79.3345714],[126.15920023],[72.70704082],[12.20079182],[52.72047966],[85.40097743],[218.89967798],[26.61292254],[34.07962517],[60.11814758],[93.79040387],[43.79926214],[324.51962536],[120.90950383]
134,[139.96388845],[106.85460486],[82.44996568],[74.3696164],[89.40715153],[26.17617253],[81.18596213],[127.27726482],[73.69978809],[12.19548222],[53.12426508],[86.57974227],[223.35204593],[27.09653086],[33.68755821],[61.35004914],[94.10373081],[44.15834612],[327.98259711],[122.08466929]
135,[141.84019066],[108.17259751],[82.38045486],[75.09835424],[89.04392042],[27.11224298],[81.6893336],[128.18163301],[73.74658779],[13.11182534],[53.65191228],[87.04165248],[223.2484799],[27.54476486],[32.90873482],[60.92086821],[94.44450222],[44.83958382],[330.71879266],[121.49123852]
136,[141.64762802],[108.48472634],[83.25738006],[75.15896997],[88.69569341],[26.98996661],[81.48237217],[128.7031593],[73.45043195],[13.54572526],[54.1150915],[87.00318877],[221.18583855],[27.36006817],[33.04688108],[62.01015223],[94.59053071],[44.78747283],[331.20579003],[120.88023068]
137,[141.15912556],[108.19636237],[83.47624066],[77.27699918],[87.87336831],[27.19027135],[81.62270414],[129.33091527],[73.50792404],[12.95946932],[54.87478629],[87.33787933],[223.64688521],[27.44481622],[32.87520878],[61.64346525],[99.97610182],[44.25970192],[335.56464138],[122.99526011]
138,[140.37592127],[108.88410008],[83.25621483],[76.82044466],[87.08771142],[26.492393],[79.7023415],[129.0590551],[73.28011355],[12.64445751],[53.98470638],[84.62166282],[219.86996173],[26.88694159],[33.74517551],[61.37065362],[99.26339545],[44.02350836],[334.70553099],[120.75760523]
139,[141.99640249],[109.42686326],[83.60252714],[76.99435685],[87.76376505],[26.49630442],[80.25431504],[129.24511762],[73.5192818],[12.45407541],[53.72695511],[83.40006663],[223.62512745],[26.85129869],[32.70019411],[61.66555306],[98.54408725],[44.10882363],[332.97182459],[123.63061019]
140,[143.59089214],[108.46811212],[83.47917433],[76.80209378],[87.08718786],[26.12607975],[79.91904379],[125.41585056],[73.76586478],[12.70116458],[53.62786641],[83.70323613],[240.89021677],[24.84625992],[33.09000242],[61.68586776],[98.71589681],[44.46360626],[334.62313283],[128.45809823]
141,[143.96745958],[107.66146941],[83.4194232],[76.22669571],[85.66866723],[25.24524398],[78.65154996],[125.73994436],[71.2038637],[11.98171275],[53.40000028],[82.08336095],[238.25035702],[23.58209027],[32.71419221],[60.34437402],[99.16219783],[44.2677141],[334.40344854],[127.35469158]
142,[144.8937266],[108.6801642],[83.71199831],[80.33991894],[85.30019741],[26.87552157],[78.09765431],[126.41073993],[70.70867655],[11.60516539],[53.14533733],[81.53878981],[237.61361257],[23.33035626],[32.29507594],[61.03144521],[100.42193502],[45.16335435],[338.80119722],[128.61927285]
143,[147.26494086],[110.11150785],[84.19824061],[79.90012349],[86.52743918],[28.1843225],[79.49686201],[126.41801482],[73.44007402],[11.77970428],[53.44354636],[84.38603927],[236.83882236],[23.40372368],[32.74054637],[60.41038237],[102.23571071],[45.73332294],[338.23940712],[127.79315745]
144,[146.19794582],[109.72886303],[83.79081749],[79.7908593],[86.28243885],[27.46255875],[79.40145508],[126.07599567],[72.76057377],[11.65938777],[53.00297079],[80.80411884],[234.37941286],[23.51708766],[32.64647287],[59.93956766],[101.48931878],[46.45870918],[338.11190623],[126.84715011]
145,[145.39436638],[109.38600301],[83.07451997],[79.62902473],[86.68905651],[27.19281277],[78.50863964],[125.65891329],[72.40910011],[11.62212754],[52.53973204],[81.8573405],[234.34387677],[23.47043405],[32.76197633],[58.779337],[100.58893755],[42.48590452],[338.34246539],[126.22814801]
146,[145.16724351],[110.52970973],[83.59739029],[80.11903922],[86.51085601],[27.41266538],[78.67870982],[126.67875582],[74.16622055],[11.70495369],[53.0250773],[82.48583591],[234.29500986],[23.43948113],[32.96254618],[58.12006705],[102.61325886],[43.46921328],[337.97579008],[130.84571168]
147,[143.72988316],[110.80780085],[83.64248325],[80.03593055],[86.0461406],[26.94294887],[77.80131865],[126.71439405],[73.62164263],[11.65237609],[52.63746843],[82.08390981],[234.05612031],[23.68621491],[33.45507236],[57.46443194],[102.74234068],[42.9487266],[334.96924849],[128.746153]
148,[144.15654726],[110.50995573],[83.42749108],[80.40575109],[85.31351198],[26.53104731],[77.52092686],[126.50687802],[72.69789234],[11.4703907],[52.30960319],[80.96953896],[230.48939977],[22.83200879],[33.72563407],[57.28459861],[102.32920508],[42.83467877],[334.25439232],[128.52229693]
149,[145.12273547],[112.06447665],[84.15687316],[80.76786753],[86.7096579],[27.53240491],[78.57642664],[127.30012611],[74.94107872],[11.72786016],[52.98531556],[82.54794179],[235.87154923],[23.47106019],[33.88309853],[57.59184368],[102.82565229],[42.79989669],[334.10550863],[130.87330747]
150,[144.40647647],[112.40448083],[84.31287746],[80.82645867],[87.69553257],[27.8207237],[79.58754541],[127.35319891],[75.70966981],[11.75459954],[52.97120115],[83.1452364],[232.59684224],[23.3750611],[33.79338667],[57.80697725],[103.04338943],[43.67337031],[337.10014289],[128.20912946]
151,[142.65785842],[110.67789123],[82.73793114],[42.22376025],[83.84509408],[27.19099613],[77.43948444],[126.40967243],[73.5885333],[11.37957792],[51.69973739],[79.8788266],[224.88926938],[22.7303641],[34.27083626],[56.18945028],[100.72591046],[43.6832904],[328.87382576],[125.15797647]
152,[142.68479925],[109.96406187],[82.59837853],[42.38157341],[83.77125068],[27.18962032],[77.16158324],[126.8122652],[72.36120314],[11.23314577],[50.73087259],[80.33826171],[229.92214342],[22.86547905],[33.34958444],[55.82793001],[99.19963651],[42.99742438],[331.48788693],[126.35668445]
153,[143.03343563],[110.24137284],[82.82549342],[39.85959103],[84.47604754],[28.35678726],[78.38644118],[127.11690314],[74.52521925],[11.72169108],[51.12076827],[81.22084563],[227.91245999],[23.65380514],[33.68720549],[56.51751796],[99.34872422],[43.42166901],[332.16344831],[125.83354422]
154,[143.41331867],[110.7081179],[83.30283656],[40.3071235],[85.48551171],[28.0218485],[79.05283181],[127.78290896],[74.51137007],[11.83922602],[51.78436497],[80.44640362],[232.99506276],[23.00795599],[33.66985089],[56.79138179],[99.97634484],[43.85682933],[332.11618676],[127.07062741]
155,[142.94563457],[111.85619896],[82.80216531],[42.03867005],[87.21813645],[28.72299052],[79.73799759],[128.05481896],[74.38152263],[11.86462791],[52.03561791],[80.58954298],[230.45921777],[23.32866685],[33.06523513],[58.73364123],[100.01343541],[43.95295417],[331.88774717],[126.63463264]
156,[144.20614435],[112.12361896],[82.86629523],[40.30883464],[87.56788873],[28.19906167],[79.5160349],[129.24884559],[74.66315947],[11.86404198],[52.13196568],[81.64375873],[227.66154304],[23.1155844],[33.68321787],[58.73683462],[101.53505096],[44.05748973],[332.89028077],[125.22625036]
157,[144.12300399],[112.69035043],[83.82563101],[40.6914772],[87.27525978],[27.84762163],[79.6103919],[130.23913425],[75.42082801],[11.63897594],[52.11989321],[80.65693747],[229.80906163],[22.83926902],[33.4084172],[58.48830225],[102.07302105],[44.21127123],[334.2800972],[127.9879202]
158,[143.99650453],[112.87508119],[84.28658047],[40.66387215],[87.03534227],[27.91177052],[79.87424061],[131.18252455],[75.23401787],[11.62412118],[52.39952362],[80.6861506],[227.57141126],[23.16665488],[34.08681759],[58.11180321],[102.23351206],[44.55661905],[335.07324654],[126.24607192]
159,[144.01135266],[112.50266866],[84.41498672],[40.81610379],[86.58232712],[27.66509305],[79.94873598],[131.50333265],[74.99523502],[11.64117901],[53.26319904],[80.52859468],[227.27821601],[22.88719302],[33.96817527],[58.25692168],[102.33933474],[44.6775454],[335.51585533],[125.29369061]
160,[144.03368392],[113.64572666],[84.2433584],[40.87886204],[86.61924528],[26.64024321],[80.11501324],[132.75687847],[75.41390624],[11.45422853],[52.91683407],[80.55795437],[223.83787136],[22.59102968],[34.17242348],[58.10398204],[102.25788897],[44.45897979],[332.04762222],[124.77200258]
161,[145.1502257],[113.38297761],[85.7543952],[41.3918289],[87.85436817],[26.81371192],[81.12138585],[133.70682969],[76.16358397],[11.41725746],[53.82525403],[80.58074365],[228.66700297],[22.78916007],[34.05422392],[59.08016713],[103.94212874],[44.6978802],[338.90187195],[126.95045797]
162,[146.89174986],[114.22645433],[84.74046688],[41.33531616],[88.10293891],[26.15173647],[81.14757125],[134.23357423],[76.44364047],[11.25262784],[54.3417824],[80.03866435],[226.24752472],[22.44514351],[34.0530278],[58.73767498],[104.3377443],[44.53612411],[345.16555917],[126.13859419]
163,[145.00249272],[113.60271088],[84.25845133],[41.18753672],[86.8230439],[26.03653334],[80.5779261],[133.66172194],[75.77981303],[11.39793843],[54.21249903],[78.88942301],[228.34465935],[22.58245804],[33.8669392],[59.02273558],[104.14724847],[44.62999127],[342.76109361],[126.08757375]
164,[144.18738368],[112.75295186],[83.73556738],[40.98236818],[88.00515054],[25.86614924],[80.22904929],[133.37785066],[76.06642035],[11.86617717],[53.75374244],[79.18416249],[225.24516821],[22.57810179],[35.32945371],[57.80540491],[103.41156465],[44.22913675],[340.43677652],[125.23816078]
165,[143.22805421],[112.79084195],[83.74885829],[40.71594553],[88.30218352],[25.98172636],[80.67573542],[133.57672732],[76.23105072],[11.7046943],[53.96855695],[79.33521975],[228.13818182],[22.19629564],[35.42629777],[57.16893917],[103.79082425],[44.35066359],[340.25789374],[126.8723197]
166,[143.449768],[114.31818188],[83.36106828],[40.50703306],[88.27747563],[26.54296092],[81.36419928],[132.77464013],[76.23886764],[12.04010668],[53.7188954],[79.56198388],[232.24260377],[22.55337997],[35.0868312],[59.02514207],[103.84925075],[44.31604673],[346.16533507],[128.29976534]
167,[146.00377073],[115.54983546],[84.14150116],[40.27773359],[90.11589825],[27.01325687],[82.60539487],[133.85752269],[76.6084996],[12.35241355],[54.88484665],[81.94995975],[235.0695756],[23.51895023],[34.45091162],[59.83979264],[104.9394577],[44.18497512],[352.77585433],[130.36289497]
168,[144.49104944],[111.28507426],[84.43593947],[40.42440417],[89.49167176],[27.1180236],[83.13918939],[133.23640941],[75.38743355],[12.30601631],[55.1079084],[81.72727922],[231.93776442],[23.48733786],[34.4335863],[60.09577987],[105.26765602],[44.19228983],[348.19766715],[129.87497758]
169,[146.47416027],[112.68190512],[85.47794478],[41.18897019],[90.80658561],[28.27268558],[83.85105781],[134.45275072],[76.85570544],[12.3201288],[55.8840085],[82.83524228],[236.00993481],[23.68889726],[34.44776985],[60.5192687],[105.79137666],[44.93554914],[353.28750268],[132.49142799]
170,[145.49439552],[109.07832357],[85.38313415],[41.25048921],[89.93824634],[27.10142203],[82.89448345],[133.94627404],[75.7705138],[12.02407921],[55.80032935],[80.70056725],[230.30698626],[22.67483394],[33.73869031],[59.10240066],[105.04972709],[45.14454933],[352.54861186],[129.07084432]
171,[145.24016077],[106.33590356],[85.57649162],[41.14020255],[90.19535653],[26.51496492],[82.239245],[133.81947894],[75.82702679],[11.40863578],[55.8188349],[80.02081145],[230.17011906],[22.29579514],[33.13521008],[54.56364507],[105.37746631],[44.89979078],[352.2220616],[129.01076838]
172,[145.55258657],[107.91047706],[85.63761949],[41.14748595],[90.48870303],[27.3958295],[82.94298249],[134.3651439],[76.15028393],[11.36428057],[56.43668085],[80.94106452],[230.16824385],[22.72002413],[32.88932019],[54.65255445],[107.52719844],[45.01638533],[350.49132805],[129.43844135]
173,[146.1261389],[108.40893942],[86.69389868],[41.85498957],[95.83534205],[27.99949138],[85.95121523],[134.5795918],[75.61679685],[11.58878571],[56.97476255],[81.46328889],[232.19675083],[22.80985113],[32.85229682],[55.54268962],[108.45174941],[45.28694498],[357.07663387],[130.26271375]
174,[144.79618214],[108.16896833],[87.86324297],[41.75931086],[94.29832777],[26.90005412],[85.34138762],[134.14871399],[75.81207134],[11.22378559],[56.7202209],[80.12847939],[229.11750602],[22.16150726],[32.81136454],[56.34833059],[107.95533494],[45.11594382],[358.00159668],[129.55935385]
175,[143.5170714],[106.16778644],[87.69536484],[41.77219756],[94.45428958],[26.4793566],[83.32773046],[132.25104429],[75.58737845],[11.18238158],[56.15346706],[79.51372121],[227.27413035],[21.85840582],[33.13463645],[56.17615898],[107.72204779],[45.27589489],[355.82225687],[128.30777021]
176,[144.21709174],[105.16592807],[87.5525199],[41.65951312],[93.580363],[27.14498913],[82.68358323],[131.82809991],[74.23495434],[11.44011471],[56.40830944],[80.04735348],[226.44427947],[22.32531661],[33.4748118],[56.68384416],[107.83248418],[44.93222679],[354.81218486],[129.53293637]
177,[144.9356716],[104.83802411],[88.05021023],[42.04306331],[93.72614884],[27.20046876],[82.81085197],[131.79017589],[74.81767897],[11.76781243],[56.89198418],[80.27127836],[228.68210167],[22.9456713],[33.79116958],[57.47354663],[109.42540253],[44.88147908],[357.27097411],[132.2327534]
178,[145.05633982],[105.1111832],[88.21701506],[42.267747],[93.80312684],[27.1643477],[83.78701633],[132.05821742],[74.75442976],[11.8174865],[56.78876086],[80.94890442],[232.57334205],[23.19371777],[33.78847868],[57.47072752],[111.12222179],[45.29436768],[359.1571185],[133.37962048]
179,[143.91097606],[104.56904204],[88.11628185],[42.07494405],[92.87549048],[26.63451211],[83.63359933],[131.85631038],[73.94530259],[11.67453531],[56.16301279],[82.06865438],[224.82292135],[22.57381955],[33.14667833],[56.8975941],[110.74189802],[45.09224959],[358.37200857],[131.39738755]
180,[144.85446846],[107.02371853],[88.78520817],[42.51065145],[93.48435355],[26.95576194],[84.27237087],[132.90867285],[75.02270592],[11.95626994],[55.94732933],[83.77595965],[228.0956544],[22.57620131],[33.10817797],[58.10806216],[112.64773625],[45.48565925],[361.09910353],[130.48373139]
181,[141.66994425],[104.69755782],[88.16850578],[42.00652649],[93.63558377],[27.2029978],[83.41949518],[131.50099612],[73.31585947],[12.05899584],[55.71094717],[83.63531967],[220.56088983],[22.58573761],[32.27144163],[58.14743205],[111.82113682],[44.87543361],[353.06934346],[127.09277679]
182,[143.15949394],[105.72695106],[88.45223153],[42.20438764],[95.04724772],[27.72793906],[83.94508066],[132.73786041],[73.07878474],[11.9763607],[56.64207881],[84.2170087],[223.73751609],[22.79682981],[32.40715233],[57.97039576],[111.43438794],[44.83612793],[351.5541747],[126.98162545]
183,[144.25867312],[105.8295797],[88.85715889],[42.45540304],[96.20712692],[29.0110624],[84.48642494],[133.00360349],[73.5724773],[12.17524531],[57.01485195],[85.24095455],[223.01952012],[23.78915264],[31.8964943],[58.85735012],[112.07357382],[44.95856686],[353.1138451],[127.18123121]
184,[142.6760508],[108.20829004],[88.88335667],[42.55311154],[94.91280585],[28.46118863],[83.60344372],[133.18061512],[73.53548651],[12.137466],[56.78782014],[83.22461325],[227.55342937],[22.7667062],[32.64262017],[59.12175035],[112.09344171],[45.06398246],[351.64082976],[130.10002877]
185,[142.30996219],[108.12851536],[89.19534055],[42.02116389],[95.03287326],[27.33344021],[83.60428128],[132.2879724],[73.51735081],[11.83660986],[56.05119989],[82.97214603],[225.77430115],[22.37957706],[32.26420646],[59.27260787],[110.89588942],[44.75549434],[350.08691264],[129.30094455]
186,[143.93578175],[110.10087851],[90.73947891],[42.29630141],[96.16696659],[27.70563112],[83.84359557],[132.63554298],[74.60516779],[11.85734794],[56.34995288],[83.9866171],[228.2809679],[22.62061983],[32.07193352],[58.21524335],[110.90114117],[45.29134014],[352.0244787],[128.31708088]
187,[143.47767487],[111.30945133],[91.37455457],[42.13924027],[96.27249689],[29.52876274],[84.64014178],[132.13766691],[75.88628933],[12.53413895],[57.27511945],[84.33243346],[224.37630538],[23.79893077],[32.54976731],[58.64773552],[112.47135699],[45.79580646],[352.1681687],[126.04846905]
188,[142.95290179],[113.09764027],[91.72620148],[41.65542888],[96.4000441],[29.16102925],[85.06233182],[131.9097315],[74.15678751],[12.59241912],[57.1185808],[84.49477128],[220.98328157],[23.58927676],[32.89044843],[58.54635563],[111.49286946],[45.47021441],[353.47894197],[125.31895823]
189,[143.75675341],[116.63290609],[93.14144931],[41.96790361],[97.79659845],[28.67733724],[85.8105909],[133.1081524],[75.63808025],[12.2212724],[57.16846239],[85.68999979],[225.48422926],[23.54261609],[33.14401244],[58.99266461],[111.75985007],[45.86922379],[355.92287994],[126.29795975]
190,[144.31076441],[117.82621],[93.04506406],[41.69894733],[97.8425724],[29.33019075],[85.1753177],[132.07142052],[76.87045383],[12.43389842],[58.07936402],[85.40911013],[224.2503735],[23.86744707],[32.9817777],[60.53237866],[113.29452846],[45.83299312],[355.38424744],[125.29070537]
191,[145.70662151],[117.76063289],[94.05175816],[42.09214583],[98.70810683],[29.2559526],[85.36169723],[132.73347333],[76.46045375],[12.57128599],[58.21705785],[85.79710297],[223.77478797],[23.66135339],[33.32976521],[59.77225429],[113.30979534],[46.10428063],[356.65278361],[125.10308201]
