,Affiliated_Managers_Group_predictions,AFLAC_predictions,Allstate_Corp_predictions,American_Express_predictions,American_International_Group_predictions,Ameriprise_Financial_predictions,Aon_predictions,Arthur_J_Gallagher_predictions,Assurant_predictions,Bank_of_America_predictions,The_Bank_of_NewYork_predictions,BBT_predictions,Berkshire_Hathaway_predictions,BlackRock_predictions,Capital_One_Financial_predictions,Cboe_Global_Markets_predictions,Charles_Schwab_Corporation_predictions,Chubb_predictions,Cincinnati_Financial_predictions,Citigroup_predictions,CME_Group_predictions,Comerica_predictions,Discover_Financial_Services_predictions,ETrade_predictions,Everest_Re_Group_predictions,Fifth_Third_Bancorp_predictions,First_Republic_Bank_predictions,Franklin_Resources_predictions,Goldman_Sachs_Group_predictions,Hartford_Financial_predictions,Huntington_Bancshares_predictions,Intercontinental_Exchange_predictions,Invesco_predictions,JPMorgan_Chase_predictions,KeyCorp_predictions,Lincoln_National_predictions,Loews_predictions,MT_Bank_predictions,Marsh_McLennan_predictions,Moodys_predictions,Morgan_Stanley_predictions,MSCI_predictions,Nasdaq_predictions,Northern_Trust_predictions,Peoples_United_Financial_predictions,PNC_Financial_Services_predictions,Principal_Financial_Group_predictions,Progressive_predictions,Prudential_Financial_predictions,Regions_Financial_predictions,State_Street_predictions,SunTrust_Banks_predictions,SVB_Financial_predictions,T_Rowe_Price_Group_predictions,Torchmark_predictions,US_Bancorp_predictions,Unum_Group_predictions,Wells_Fargo_predictions,Zions_Bancorp_predictions
270,[185.48839218],[83.8031802],[98.96678579],[95.29360379],[62.14097821],[159.33935731],[140.47555298],[63.69356192],[99.09469444],[27.16948139],[51.09236303],[48.22395022],[186.42916502],[473.65166878],[90.15183971],[113.57510448],[44.18057928],[149.75570596],[72.89407718],[72.70721377],[137.80777851],[77.06780643],[66.44264624],[43.59590319],[227.62972951],[28.44236466],[93.79123283],[41.74666606],[239.6870646],[55.37065353],[13.40950145],[65.49685327],[35.60692613],[98.76456532],[18.10297402],[75.38165045],[49.49017935],[163.00251902],[82.37162075],[143.64173598],[49.41140169],[125.89910881],[72.14225862],[92.36359435],[18.07272199],[134.30860014],[69.09178126],[50.51253234],[111.91191131],[15.48003943],[90.2517823],[58.06641143],[214.9906506],[93.82523615],[85.17858374],[53.4737312],[52.70914683],[55.02475141],[44.89579404]
271,[185.07986532],[84.08865833],[98.72607811],[93.67330543],[62.27726488],[158.96956957],[143.79741806],[63.65656976],[98.80284654],[26.46596689],[50.84833483],[46.77383886],[184.66952957],[467.12379442],[88.13284907],[114.03723146],[44.01530477],[151.82868417],[73.06947461],[72.44199445],[138.03189697],[75.25434574],[65.45249202],[43.12614569],[231.45081229],[28.02516244],[91.24567696],[41.27119712],[240.63517934],[55.29354174],[13.22864319],[65.93663382],[35.48503623],[97.63067978],[17.8640563],[74.35639923],[49.35320343],[158.8865598],[82.89358815],[143.38134036],[48.84363056],[127.53391537],[73.65092927],[92.24423171],[17.79061017],[132.63302997],[68.34073771],[50.64754483],[111.97447258],[15.28115078],[90.82200619],[56.81707389],[208.13231626],[92.72726776],[84.51767518],[52.14824314],[52.53546148],[54.00199244],[43.95312065]
272,[184.34169746],[83.49794942],[99.20355163],[93.53278842],[62.40173981],[157.16834417],[143.12522806],[64.11301678],[98.20162141],[26.52333946],[50.96437486],[46.19136094],[183.97647622],[466.12176849],[87.22759549],[114.63630842],[44.26126585],[151.34130973],[73.46182481],[72.25338325],[137.83839228],[75.05594723],[64.74226973],[42.95081931],[231.2203707],[27.70329046],[90.39883967],[41.09238242],[240.36640369],[55.52116826],[13.15648002],[66.12063329],[35.14360943],[97.52948477],[17.64472892],[73.43167845],[49.49982476],[157.36457913],[83.28527434],[142.01627526],[48.76317578],[124.70597212],[73.59261433],[92.56075959],[17.73784302],[132.59420298],[68.06246757],[50.77541989],[110.73834724],[15.15532797],[90.68382236],[56.88690878],[209.22660036],[93.68266362],[84.29116628],[51.69276126],[52.43264935],[53.84243388],[43.9309107]
273,[182.79722819],[84.44333856],[99.38406289],[93.93088234],[61.96513267],[157.40187592],[141.68323195],[63.98631928],[98.78695719],[26.40811888],[51.04175057],[46.60448141],[184.52332334],[465.34768728],[87.03472022],[115.81233703],[44.61840872],[151.2645476],[73.31608905],[72.08485991],[140.0590822],[77.13463708],[65.01400976],[43.65696413],[228.40023946],[28.2381438],[91.56891553],[40.82667187],[240.55739895],[55.70206149],[13.37668891],[66.89812506],[34.52115351],[98.07601457],[17.93468549],[73.91460633],[49.87840267],[159.81531442],[83.01544119],[142.27476914],[48.68503577],[125.58289216],[75.3706129],[92.55377301],[18.2260944],[132.50022696],[68.08245357],[51.19189259],[110.4908941],[15.44465034],[90.88310896],[57.4976407],[212.65776706],[93.38925069],[84.69974676],[51.81960686],[52.8414998],[53.80568171],[45.55468891]
274,[183.19309262],[84.25692557],[100.02906686],[93.82423677],[61.48050503],[157.10309676],[143.51139746],[65.09491669],[98.90545934],[26.28100606],[51.87336236],[46.92400178],[183.60251136],[470.6722058],[86.06033313],[116.55464754],[44.63098911],[150.66382469],[74.07224767],[71.59109491],[140.38013596],[78.79866695],[64.25537759],[43.93208471],[226.0635204],[28.64012557],[92.2246615],[40.83346882],[237.38583955],[56.21478083],[13.6065737],[67.10854822],[34.46673923],[97.43187237],[18.27589671],[73.46914499],[49.94795842],[160.8007717],[83.57917977],[143.33521585],[48.43098611],[125.09721652],[75.7839889],[92.72975622],[18.27718628],[132.24968424],[68.35166957],[51.33511995],[109.6376715],[15.71301781],[91.33967606],[57.79207314],[213.57913083],[94.47918998],[85.18096347],[51.96978735],[52.8347399],[54.15235425],[46.55047013]
275,[184.84804419],[84.50629252],[100.3849265],[93.32084685],[61.18497594],[157.50677356],[142.96155013],[65.40270315],[98.9108039],[26.86461313],[51.92788452],[46.84011729],[182.02505268],[470.51894802],[87.72598812],[115.61798245],[44.56230427],[151.34678959],[74.11682556],[71.79476201],[139.80029909],[78.79094774],[65.31538809],[43.7687455],[229.61582678],[28.44279885],[92.28572607],[40.42028141],[237.60443306],[56.60162198],[13.5009992],[66.40089934],[34.47974705],[98.3019413],[18.14964837],[73.96409138],[49.69310722],[161.22968412],[83.18416348],[142.05477112],[48.14155706],[124.4883114],[76.05587378],[93.32485402],[18.19279532],[132.98662326],[68.608082],[51.68727542],[110.24519754],[15.82424479],[91.87995791],[57.83117153],[213.9060446],[94.26707035],[85.36410991],[52.0853425],[52.90799276],[53.77925982],[46.49798228]
276,[185.47295328],[84.25460287],[99.60905982],[93.5944793],[60.11291311],[157.11174874],[141.36374453],[65.84888035],[97.51303722],[26.75230202],[52.23176093],[46.75933953],[182.09892847],[474.14740937],[87.12991772],[116.02851559],[44.65063161],[148.87209129],[73.64774369],[71.6827949],[140.13224292],[78.33438119],[64.85447145],[44.01197149],[225.60467646],[28.45821774],[91.55501829],[40.55756687],[239.49231162],[56.00306542],[13.39843798],[65.92574177],[34.58839673],[98.48394991],[18.14288262],[74.07116587],[49.19119497],[159.77501452],[82.9688612],[144.31838011],[48.63950377],[125.55248402],[75.9083313],[93.72812219],[18.1034768],[132.57614369],[68.40968528],[51.58911913],[110.44191504],[15.71088672],[92.41211054],[57.7103792],[214.24686334],[95.56713758],[85.0115366],[51.82496413],[53.26257311],[54.64914117],[46.03817805]
277,[186.08271776],[83.87349874],[100.14378369],[93.68164069],[60.13725069],[158.39581701],[141.20709775],[65.92198526],[98.61214186],[26.64193388],[52.46696714],[46.81890576],[181.3093534],[473.93174279],[87.8795199],[116.55897502],[44.69643087],[148.82310794],[73.46942281],[71.37121252],[139.57541145],[79.2020927],[65.07169532],[44.19250698],[226.61077122],[28.45519807],[92.23799445],[40.44370697],[238.24968497],[56.17583617],[13.54615221],[66.39290911],[34.98342356],[98.2102008],[18.29554474],[74.29418347],[49.21623421],[160.64289008],[82.37970335],[146.64720977],[48.73370325],[126.63518201],[76.04286391],[94.08952875],[18.16995131],[132.90499657],[68.65244688],[51.59496245],[110.27221449],[15.79686971],[92.29428214],[57.7613787],[215.29329608],[95.91621041],[85.42966281],[51.8823364],[53.47724194],[54.11217464],[46.28504607]
278,[186.59518004],[84.68775905],[100.39268088],[93.97258817],[59.75507223],[160.78301851],[142.25321712],[66.02721114],[98.67075701],[26.75574675],[52.5177939],[46.99333596],[181.75009081],[474.90263053],[88.23645617],[119.31513007],[45.12247099],[148.99023965],[73.46120257],[72.12761822],[141.79818909],[79.88418343],[65.83663798],[44.45300557],[223.93111527],[28.58016988],[93.0547091],[40.7756459],[238.18222871],[55.84970801],[13.57571749],[67.86117307],[35.46654244],[99.03756214],[18.44290201],[74.22273704],[49.36382045],[161.62896283],[82.99438637],[148.37756404],[49.14248045],[127.32832256],[76.92071519],[94.43095809],[18.33137477],[133.31594989],[68.81495047],[51.84465057],[110.05174054],[15.85283552],[93.06639256],[58.18738208],[215.19984739],[96.33420436],[85.0899869],[51.93125433],[53.89626912],[54.07580978],[47.14611803]
279,[190.32763329],[85.09368894],[99.82627521],[94.45240973],[59.75115346],[159.77253124],[141.55908691],[66.94226323],[98.48830412],[26.71383759],[52.42840343],[46.56940824],[183.11095648],[481.26306588],[87.94744891],[119.6193733],[46.08009613],[149.41882062],[73.49548394],[72.36730032],[142.69687638],[79.37259008],[65.64286187],[44.90827297],[222.52822564],[28.48583093],[92.86906655],[41.57346877],[238.03042967],[56.14389924],[13.55316828],[68.10805332],[35.63253195],[98.91451097],[18.2856514],[73.50148794],[49.42455209],[160.24201616],[83.48518691],[149.50702713],[49.40788068],[127.52338197],[77.21791063],[94.4465951],[18.19143256],[133.16153441],[68.56072683],[51.93983557],[110.0665931],[15.66163593],[93.0475801],[57.73492517],[215.00323028],[97.69574975],[85.2820772],[51.90845354],[53.8799538],[54.50441278],[46.90892273]
280,[189.75819883],[85.09977504],[99.28184473],[93.76923437],[59.23966412],[159.65302223],[139.24877591],[66.71492422],[98.35368519],[26.67442072],[52.44611877],[46.50405265],[182.71028471],[478.92278601],[87.25486415],[119.41405177],[45.86277159],[148.223264],[72.69053737],[72.2951989],[142.03801441],[79.34451908],[65.51198924],[44.75469707],[219.49358365],[28.4241425],[93.03051198],[41.38305934],[236.51910656],[55.83072691],[13.53941074],[67.53148247],[35.21218175],[98.70266644],[18.16834912],[73.58832761],[49.37467174],[159.99079972],[82.74659819],[149.22321614],[49.07002822],[127.44665477],[77.21199721],[94.39410963],[18.20395916],[133.09745278],[68.43260594],[51.69349627],[109.73520031],[15.56928893],[92.67238584],[57.63730647],[214.12573618],[97.71419837],[85.17204773],[51.92389077],[53.90474807],[54.04959472],[46.34287242]
281,[190.25957659],[84.95022049],[99.17383334],[93.46272444],[59.08461915],[159.5011325],[138.73333229],[65.3584265],[97.93355078],[26.60197386],[52.2459641],[46.35261238],[182.38142774],[480.01857051],[87.394794],[120.09742752],[45.78462924],[148.98945252],[72.54389871],[72.02269789],[141.93309696],[78.69442784],[65.38652622],[44.8555925],[218.04644719],[28.20787319],[92.91150178],[41.20344812],[236.00281747],[55.71018287],[13.46617002],[67.64688406],[35.07666582],[98.31503202],[18.13893121],[73.15911896],[49.34132605],[159.17841047],[82.34770244],[150.16772621],[49.06384766],[128.87273829],[77.24382852],[94.27004518],[18.12455326],[132.61526716],[68.66830961],[51.85560391],[108.96524748],[15.56606678],[92.45724266],[57.21913156],[213.18134059],[97.91468327],[85.17541585],[51.83937357],[54.09859766],[54.13011984],[46.34333039]
282,[192.658771],[85.41065212],[99.5220366],[93.46617541],[58.78347931],[159.27956927],[138.32450887],[65.57167396],[98.00270657],[26.59778293],[52.20635402],[46.52359849],[183.40890572],[481.8951699],[86.88035142],[120.69244473],[45.78954675],[149.28788442],[73.39695964],[71.35139834],[142.10431416],[78.6906625],[65.33396324],[45.14839331],[223.61883348],[28.41846027],[92.29424688],[41.11235807],[235.19120906],[55.83453203],[13.50870785],[67.91290901],[35.19298535],[97.94627134],[18.01128886],[73.25935758],[49.64325229],[159.65251205],[82.52078955],[149.7652339],[49.00133286],[128.77390547],[77.29607175],[94.13641328],[18.17747395],[132.62195821],[68.69608527],[52.12348916],[109.52688615],[15.52221528],[91.35910309],[57.37915221],[213.58377133],[97.96691863],[85.72758763],[51.73655015],[53.95595394],[53.93106564],[46.45851665]
283,[196.51688528],[86.27320424],[100.91687852],[95.35689015],[59.84892708],[161.93036963],[140.1924697],[66.75048638],[99.96853679],[27.7151222],[53.16074572],[47.5637149],[187.37179794],[492.87978574],[89.82597053],[122.77614799],[47.0893996],[151.71160066],[74.26063002],[73.85394113],[145.00878347],[80.99064018],[67.66282209],[46.2977554],[225.16019347],[29.26896666],[94.7310535],[42.18690062],[239.50704572],[56.65238592],[13.97332352],[69.15264544],[36.02922458],[101.49034375],[18.50085393],[74.88840575],[50.08780066],[164.37892138],[83.67896473],[150.98302298],[50.44241387],[129.42408393],[78.35761239],[96.43216061],[18.70190758],[135.65954162],[70.05244907],[52.82970026],[112.78756139],[16.02523907],[93.22464246],[59.53716019],[221.87912088],[99.79429145],[87.477158],[53.03018689],[55.2511417],[55.63414758],[48.16667893]
284,[198.51577105],[87.19051978],[101.97837454],[96.6733604],[60.31593436],[163.6614659],[140.50978911],[66.57935368],[101.77880165],[28.30555525],[54.41193279],[49.14827232],[189.68873829],[500.44903032],[90.93435578],[121.01101066],[48.45141653],[152.53747681],[74.86958318],[75.0040614],[147.87567917],[83.62499767],[69.07272726],[47.78807682],[222.50579397],[30.48017877],[96.49105239],[43.1392965],[241.58317058],[57.54802325],[14.47019203],[69.61121609],[36.09810662],[103.81685134],[19.00925598],[76.65463154],[50.31536221],[168.9965601],[83.63217212],[149.79521382],[51.37273316],[127.74958499],[78.53313245],[98.2804709],[19.23223223],[139.69987876],[71.47254986],[52.45116674],[115.83084137],[16.59236556],[94.72862835],[61.36703458],[227.18324641],[101.20432737],[89.02102555],[54.75438929],[56.45983436],[56.68988023],[49.51836393]
285,[198.45839176],[87.59823696],[102.59427911],[97.74986572],[59.98146042],[163.3127201],[140.20506437],[65.76556315],[100.8781673],[28.17437981],[54.7064606],[49.37018264],[192.74414392],[501.13648627],[91.99881257],[123.41397934],[48.8362329],[152.14209347],[74.73123453],[75.57108713],[149.689],[83.17155142],[70.66251709],[48.11570455],[219.34529652],[30.45826579],[95.6548219],[43.36543572],[247.72221222],[57.36327087],[14.37389015],[71.24672331],[36.17664804],[104.62774675],[18.96602378],[76.6369673],[50.25528363],[168.69614027],[83.9183163],[151.99858357],[51.60828547],[128.75824472],[79.185465],[97.69655353],[18.9842733],[140.54547511],[70.71102535],[53.20500428],[115.77091822],[16.60756389],[95.38005307],[61.58815092],[227.57315973],[102.89682421],[88.81045352],[55.10318569],[56.63889956],[56.45227036],[49.53389055]
286,[197.60357178],[87.52984182],[102.98524443],[97.82475828],[59.77006336],[162.4536226],[142.20985741],[66.49608646],[99.65353459],[28.09679728],[54.42111504],[49.53116602],[194.29944416],[502.10648917],[92.64270531],[124.27755066],[49.51700124],[151.55873109],[74.55563805],[75.45644501],[150.95150454],[83.71732269],[71.12489584],[48.81764688],[218.21877286],[30.6386517],[95.69356399],[43.44599917],[249.00025452],[57.39936901],[14.44154149],[71.86489727],[36.18367684],[104.64632974],[19.13203081],[76.53140575],[50.44121551],[169.28703535],[84.97201185],[151.18952167],[51.944591],[128.99550996],[79.21494302],[97.6079677],[18.89336105],[140.86398084],[70.50518115],[53.62870794],[115.27815061],[16.66700217],[95.4199091],[61.85977353],[228.04836916],[102.74660852],[88.50144022],[54.78110912],[56.45454026],[56.12224406],[50.03095381]
287,[197.14846037],[88.0691608],[103.5925689],[98.5200367],[59.257605],[165.6766093],[139.6402798],[66.68576346],[99.78417855],[29.08783035],[54.97789065],[50.19919033],[196.86037792],[513.33684985],[94.87485467],[123.41994446],[51.55419186],[150.8953809],[75.380901],[77.10070419],[153.50166144],[85.23258837],[73.4524344],[50.52090398],[213.87767491],[31.37192368],[95.64116042],[44.60376992],[250.4936001],[56.49850118],[14.7009048],[71.69812785],[36.89857806],[106.85773481],[19.59900636],[77.53065587],[50.6114865],[172.16793871],[85.96794608],[151.96455334],[52.64633618],[127.79351035],[79.03593281],[98.9373492],[19.24236861],[143.62811214],[70.81002918],[54.48735882],[116.6565393],[16.93575227],[97.08033943],[64.33843366],[231.29955994],[102.90731131],[89.36581403],[55.51537332],[57.00630211],[57.3450323],[51.78321531]
288,[196.91923069],[87.80745288],[102.87532671],[98.63795045],[59.58044304],[164.28746352],[139.32623941],[65.8674605],[98.37160614],[28.87451999],[54.41213076],[49.7724364],[196.06973933],[511.94717572],[93.83106691],[123.61821849],[50.9028497],[150.34307191],[74.42740426],[76.3943964],[152.40630642],[83.87830261],[73.1997598],[49.93317406],[212.69962189],[30.74685612],[93.81153989],[44.10677899],[248.12941554],[54.82989652],[14.46068521],[70.80936966],[36.61816991],[105.59878614],[19.28684297],[75.92029761],[50.12789701],[170.36675862],[85.03304424],[152.04569802],[51.9616618],[128.46221361],[78.56533977],[96.81361685],[18.94561412],[142.37007678],[70.67115115],[54.2213641],[115.50684688],[16.84916865],[96.78608222],[63.9414537],[227.21863425],[101.69409185],[89.01367705],[54.74678787],[56.52504995],[58.55133525],[50.86461631]
289,[198.04141594],[87.63591848],[102.66136451],[98.12599833],[60.04236603],[164.95858894],[139.16049134],[65.7505341],[98.08756321],[28.66841272],[54.04833525],[49.36924736],[196.05776866],[512.20838271],[93.87241418],[123.61803786],[50.54534215],[150.96922213],[74.51361469],[75.46631506],[152.79876333],[83.20170247],[72.91091643],[49.32560875],[211.55706987],[30.56917558],[93.02790092],[44.32284341],[245.72813954],[55.14380696],[14.53267175],[70.58359052],[37.1107242],[104.96185835],[19.3946318],[76.46330219],[49.96616548],[169.61624136],[84.3925231],[152.30257764],[51.67369935],[128.03753196],[78.41084374],[96.6223455],[18.84053045],[143.005335],[70.876694],[54.66647192],[115.37583636],[16.79260119],[96.51200087],[64.42828188],[228.9457729],[101.90928662],[89.04734179],[54.61346945],[56.35140293],[58.56898604],[49.90943032]
290,[198.21224653],[87.92092708],[102.18525375],[98.59895136],[59.62771475],[167.65852092],[138.72604316],[65.31684746],[98.62617365],[28.80084482],[54.26191795],[49.59041736],[196.32171421],[512.46964017],[95.05119821],[124.32700455],[51.0938013],[149.50371612],[74.14253191],[74.95912723],[152.20526071],[84.58623201],[73.42529505],[49.84736549],[210.80175829],[30.41776562],[92.80123052],[44.41350489],[248.5055615],[54.88343752],[14.70792315],[70.23082745],[37.31668704],[104.51535951],[19.72868101],[77.66338736],[49.97424577],[171.08185576],[83.77376891],[151.81014353],[52.37705676],[128.40607168],[77.88033153],[97.37319928],[18.90023243],[143.38038766],[71.00809087],[54.56211995],[116.36308573],[16.97254151],[96.90451753],[64.71453728],[229.85345027],[102.7364571],[89.16382713],[54.90093382],[56.80912962],[59.3511247],[50.45773641]
291,[200.5035778],[88.19871498],[102.62581514],[98.51921747],[59.47436519],[170.0008928],[138.575557],[65.72820668],[99.26489404],[29.02826058],[54.69532407],[49.84473508],[196.61437516],[515.59984038],[95.79733547],[125.21249844],[51.38196149],[150.18497512],[74.47029039],[75.73670407],[152.81601604],[85.48676131],[73.78718744],[50.41030006],[212.64357152],[30.39143852],[92.89277166],[44.6946774],[250.60083495],[55.34537594],[14.85690931],[70.76125973],[37.69630777],[106.00727223],[19.85880123],[78.5871461],[49.88545737],[171.79027358],[84.25564157],[152.47124959],[52.9035636],[127.81519314],[78.80838874],[97.80244892],[18.8477221],[143.82878563],[71.75443875],[55.09593476],[117.14559211],[17.07323167],[97.70032825],[65.17212838],[232.54543328],[102.75321446],[89.94493052],[55.40321648],[57.52997609],[59.22289657],[50.99009233]
292,[197.79796199],[88.51970118],[102.45330811],[99.02702793],[59.75480019],[167.78277752],[138.38645164],[65.5274634],[99.88270794],[28.94774804],[54.55332374],[49.77242399],[196.75462128],[512.32203837],[95.98497819],[126.45210665],[50.79073445],[150.19066588],[74.54595024],[75.89229633],[152.82110489],[84.60081116],[74.39730901],[49.6937707],[217.72297656],[30.32475898],[91.91248102],[44.06750025],[250.35692729],[55.46749604],[14.61279721],[70.64298942],[37.36975762],[105.72791432],[19.74866732],[77.24166015],[50.07624871],[170.5556833],[84.02233962],[152.39101298],[52.80914933],[128.42703895],[79.18359904],[97.63694468],[18.67781911],[143.39080011],[71.51849763],[54.89266871],[116.30955202],[16.9952717],[97.42721877],[64.6218392],[232.47343503],[101.83326422],[89.63550396],[55.30769519],[56.67554624],[58.84976699],[49.95939424]
293,[196.67559245],[88.74919438],[103.57893283],[99.41296957],[59.99459582],[168.70463309],[138.60857261],[64.83093153],[100.28801832],[29.38018285],[54.99698312],[50.30139895],[199.00769159],[517.96072414],[96.20296027],[127.61678153],[51.54712829],[150.69293187],[74.5558803],[76.25753284],[153.08706032],[85.95309565],[75.13614137],[49.84044573],[219.67900593],[30.47137959],[91.68579325],[44.14021755],[257.65245013],[55.98144155],[14.83222699],[71.04108153],[37.16773127],[106.9991561],[20.00557252],[77.54478246],[50.30881933],[172.56147803],[84.69982393],[152.70561062],[53.90068801],[128.09684389],[79.32078117],[98.6170275],[18.75377656],[145.82873577],[70.80129007],[55.20715342],[116.3831928],[17.33157757],[98.20772349],[65.57462049],[235.11076489],[102.6811115],[89.77487597],[55.49845408],[56.4015871],[60.36060137],[50.50637609]
294,[195.71018962],[88.48646777],[103.35620906],[97.67928717],[58.99334044],[166.20370185],[136.58847323],[64.15763212],[98.83907341],[28.79843325],[54.37265262],[49.38866825],[197.57999],[512.63246299],[94.68447874],[126.41376152],[50.42607086],[148.37512768],[73.71092631],[75.08598732],[151.77675645],[84.79125676],[73.8219114],[48.77711312],[216.4020124],[29.93922472],[88.88803166],[43.63267104],[255.72678492],[55.52116457],[14.5752564],[70.32959725],[36.94461077],[105.45267935],[19.67331149],[75.86748332],[49.92398674],[170.9513425],[83.45654044],[150.2155493],[53.14839231],[127.44186437],[78.21754312],[97.38569472],[18.67600788],[143.93589821],[70.29839255],[55.87461854],[114.0230308],[17.06653794],[99.19016731],[64.55044932],[231.05336967],[101.92325101],[89.32050345],[54.57253833],[54.93489302],[59.33883038],[49.72621089]
295,[194.09902475],[88.41772487],[102.68483706],[97.14125543],[58.11094722],[165.53530865],[136.70707175],[63.71093186],[97.77215309],[28.75407675],[54.04800816],[48.982557],[196.76090239],[507.36257781],[94.08817492],[126.15859382],[50.16800439],[146.24019098],[72.70492057],[73.91252282],[150.48265842],[83.71790411],[73.64505129],[48.4258115],[217.46385353],[29.68213221],[88.6088162],[43.07404732],[255.35847416],[55.24618326],[14.46202007],[70.18023676],[36.2849875],[104.68535235],[19.5306792],[75.62110252],[49.46791342],[169.20734858],[83.09569343],[149.67099688],[52.61024596],[127.63078512],[77.61714319],[96.63336258],[18.51502729],[143.0534245],[69.9473814],[55.23022201],[114.4718923],[16.92217186],[97.94845051],[64.05902568],[229.77242377],[101.65523586],[88.89720077],[54.17302557],[54.27171489],[59.28857399],[49.28434198]
296,[199.00075511],[89.25455819],[103.88644432],[98.59882397],[59.3833092],[168.04713736],[138.53085924],[64.0234682],[98.35139791],[29.06423845],[54.24021227],[49.56400135],[197.69955842],[512.04504427],[96.37403819],[126.45324581],[51.27525656],[148.85950315],[74.27281904],[74.86671723],[151.03031951],[85.46042335],[74.59250593],[49.94921425],[222.20046843],[30.07011042],[87.65639471],[43.44202232],[256.92870879],[55.73586421],[14.58542467],[70.30593004],[36.57326592],[106.16321751],[19.77878683],[76.25721181],[49.72265434],[170.99074207],[83.13506859],[150.5771767],[53.1371332],[128.01508451],[77.59647764],[97.952922],[18.81900084],[144.91223434],[70.45046099],[55.44299121],[115.81876865],[17.12399968],[98.55351902],[65.06668729],[238.10138993],[102.54493589],[89.61106214],[54.53771367],[54.07688213],[59.83109016],[50.03545328]
297,[201.40406231],[88.32910896],[104.3033188],[99.72898205],[59.69167424],[170.16470862],[137.29880895],[63.92351072],[98.88131995],[29.49511148],[54.44509664],[50.06025044],[199.47044429],[518.67179244],[99.37016662],[126.01936352],[51.75186273],[147.96604581],[74.57355496],[75.69525944],[151.33145422],[86.33955285],[76.02587489],[49.86202693],[219.05017504],[30.49984731],[88.92076548],[43.63743519],[260.06665572],[55.63012305],[14.68734181],[71.03199139],[36.81021469],[107.03722272],[20.14540488],[76.46574999],[49.9896732],[173.90131646],[82.66326311],[150.59984071],[53.22974951],[127.4545699],[77.08594364],[98.62100804],[18.98790056],[146.17260771],[70.65784704],[55.2339881],[116.1494049],[17.32229836],[98.19102307],[66.08233871],[240.71988749],[103.45247042],[89.8741374],[54.84850901],[54.01383666],[60.9612116],[51.02958474]
298,[202.09541269],[88.03070229],[104.41735432],[99.17537954],[59.83029681],[171.54160999],[136.8775011],[64.42816789],[98.75693101],[29.47275929],[54.22150731],[50.04420796],[198.07175143],[515.97558402],[98.68888965],[124.68370865],[51.87829279],[147.81644787],[73.62348313],[74.71801352],[150.29365578],[86.51928189],[76.02480769],[49.56586523],[218.88977526],[30.62162058],[88.62746614],[43.7111069],[256.69282403],[56.73312521],[14.61213858],[70.9123538],[36.62950504],[106.64479285],[20.13365572],[76.8784131],[49.6985132],[173.87850786],[82.5812606],[150.42186629],[52.9780893],[127.0992155],[76.19269241],[98.0592316],[19.03203538],[145.27776714],[70.88549871],[55.908328],[116.88019452],[17.32620235],[97.91840055],[65.67331789],[238.19683908],[103.11416806],[90.14262056],[54.61613901],[54.27412406],[60.36225843],[50.91338788]
299,[202.50434367],[87.32781926],[104.34042844],[98.50054118],[59.85371485],[171.11407715],[136.38770688],[64.23521981],[99.67162494],[29.5085453],[53.97537009],[49.81877189],[197.81318534],[514.98261793],[98.56466895],[124.28261805],[51.85791615],[145.73205351],[73.43453634],[74.76739538],[149.50604503],[86.55349084],[75.75147805],[49.56198321],[216.44737827],[30.49502375],[88.11292267],[43.66142902],[255.06889237],[56.28108664],[14.64385191],[69.9064317],[36.51010765],[106.14454665],[20.1068839],[77.46022615],[49.51701982],[172.49991459],[82.1786191],[148.51549082],[52.54252728],[128.19559825],[75.11507522],[98.49506152],[18.86608548],[144.96607729],[71.24656354],[56.12736081],[117.08728043],[17.26893067],[97.09420692],[65.45999147],[236.24395684],[103.77026923],[90.40317624],[54.26626429],[54.85126192],[60.14760373],[50.72799687]
300,[201.56744413],[87.22512281],[104.28305443],[98.45370751],[60.08333229],[171.72693591],[135.51735911],[62.99117502],[101.12908373],[29.83578387],[54.39185185],[50.40038932],[198.87050439],[513.75327685],[99.48553894],[124.72791895],[52.2745981],[145.29294904],[73.69562329],[75.82099523],[150.82739853],[87.73423173],[76.03050857],[49.96379174],[218.7453327],[30.9385071],[87.94407813],[43.82233565],[260.92038852],[55.96780979],[14.84286075],[69.94289232],[36.60308409],[107.83241964],[20.41832438],[77.98266494],[49.75628224],[173.61979224],[80.84915937],[147.5827582],[52.89508507],[128.71293497],[75.49245448],[100.07255633],[19.01805055],[146.20369266],[71.21491717],[55.87632069],[116.71624748],[17.48942948],[98.37677288],[65.52900923],[241.98597717],[104.61153773],[90.50724378],[54.53254784],[54.85986166],[61.60556866],[51.46575865]
