,Advance_Auto_Parts_predictions,Amazon_predictions,AutoZone_predictions,Best_Buy_Co_predictions,BlockHR_predictions,BorgWarner_predictions,Carmax_predictions,Carnival_predictions,Chipotle_Mexican_Grill_predictions,D_R_Horton_predictions,Darden_Restaurants_predictions,Dollar_General_predictions,Dollar_Tree_predictions,eBay_predictions,Expedia_Group_predictions,Ford_Motor_predictions,Gap_predictions,Garmin_predictions,General_Motors_predictions,Genuine_Parts_predictions,Goodyear_Tire_Rubber_predictions,Hanesbrands_predictions,Harley_Davidson_predictions,Hasbro_predictions,Home_Depot_predictions,Kohls_predictions,L_Brands_predictions,Leggett_Platt_predictions,Lennar_predictions,LKQ_predictions,Lowes_Cos_predictions,Macys_predictions,Marriott_Int_predictions,Mattel_predictions,McDonalds_predictions,MGM_Resorts_International_predictions,Mohawk_Industries_predictions,Newell_Brands_predictions,Nike_predictions,Nordstrom_predictions,Norwegian_Cruise_Line_predictions,OReilly_Automotive_predictions,Polo_Ralph_Lauren_predictions,Pulte_Homes_predictions,PVH_Corp_predictions,Ross_Stores_predictions,Starbucks_predictions,Target_predictions,Tiffany_predictions,TJX_Companies_predictions,Tractor_Supply_Company_predictions,Ulta_Beauty_predictions,Under_Armour_Class_A_predictions,V_F_Corp_predictions,Whirlpool_predictions,Wynn_Resorts_predictions,Yum_Brands_predictions
280,[89.75840015],[1158.08557677],[638.03715292],[56.6172992],[25.84361043],[52.88897656],[68.05740705],[66.77238435],[280.7319092],[49.53827511],[79.83250142],[87.28761849],[99.67360861],[35.89046699],[126.87590983],[12.0605818],[29.11517541],[61.55123599],[44.2221893],[86.87970465],[30.69513713],[19.76139256],[47.68645813],[95.08265607],[171.84906151],[44.64760372],[48.8211008],[46.67552599],[60.53364217],[38.12888021],[79.60068859],[20.6304343],[126.50193475],[18.77835311],[169.00962674],[33.46435472],[274.13287485],[28.25875799],[59.08449311],[41.16732088],[55.24494375],[218.83857825],[91.8438187],[32.8357596],[135.1779015],[72.15996244],[57.13266042],[57.54371256],[94.08535988],[70.48236108],[64.63258778],[212.97341762],[13.0201219],[73.24111946],[166.60731927],[158.56783537],[79.20196011]
281,[89.32537253],[1186.92661824],[633.15292943],[56.94757886],[25.65633757],[52.89093395],[68.10036525],[66.72825776],[279.06124759],[50.07344017],[80.20831901],[86.25421411],[98.46438009],[35.82459332],[126.81752796],[12.09595371],[29.57638255],[61.77189155],[44.45348164],[86.79946976],[30.62004147],[19.73981159],[47.37192212],[94.7119099],[172.49324714],[45.07128364],[48.3344945],[46.520861],[60.98195057],[38.05385452],[79.27269191],[21.03870029],[126.60350329],[18.46328518],[169.14303178],[33.91715544],[275.46023726],[28.32778476],[59.33993146],[40.98648442],[55.55790256],[216.41603589],[91.34275244],[33.15871436],[135.30525636],[71.29816965],[56.77898452],[55.90828621],[92.99443785],[70.86620509],[64.21019883],[211.00412024],[12.87790432],[73.77130626],[167.78430942],[159.11112837],[79.16605271]
282,[89.65388888],[1195.14958407],[637.55395166],[57.00203951],[25.51648619],[53.03302642],[67.8672894],[66.17758571],[274.55251964],[49.48683699],[80.27389986],[86.43466408],[98.30932162],[35.97151739],[126.56156167],[12.10797969],[29.97743894],[61.72137425],[44.17338308],[87.67723564],[30.86313767],[19.61590756],[47.49223623],[93.81193322],[174.28356885],[45.18387457],[50.34135908],[46.46003919],[60.73617403],[38.38894159],[79.73890759],[21.18053393],[126.97116462],[18.19750583],[169.04083102],[33.644864],[275.76485155],[29.87194031],[59.61559048],[41.31936886],[55.61596094],[216.31692683],[92.39384494],[32.7848283],[134.97466407],[71.34137844],[55.89906954],[55.9800752],[93.37291773],[70.99069416],[64.66162715],[206.55600627],[12.59596237],[73.32770756],[165.10150109],[158.43523738],[79.55257959]
283,[92.94149166],[1192.31961464],[664.15258503],[58.05736811],[25.51748561],[54.28753859],[67.51334793],[66.50414722],[285.65151104],[50.2077842],[82.8921851],[87.75975202],[101.06582208],[35.47302731],[125.54916145],[12.21403972],[31.01632727],[62.92039499],[44.94754595],[89.36498181],[31.86405148],[19.69494745],[49.08596367],[93.88188367],[176.49884218],[45.99168592],[52.3120935],[47.33199954],[61.53415469],[38.90632328],[81.61501361],[22.1761436],[127.04789738],[18.20802168],[171.31152334],[33.24609416],[280.1709676],[30.7536473],[59.54194125],[42.61210953],[55.34877219],[228.73497486],[94.31379852],[33.26447406],[137.54812956],[72.81331215],[56.63843958],[56.58453744],[94.00537961],[72.51979145],[67.73310529],[216.70851369],[12.83068355],[73.9366291],[167.51274694],[157.47209709],[81.00197611]
284,[99.73125089],[1159.23603293],[687.615882],[58.76205773],[25.86340814],[54.91398381],[68.54197348],[65.77646295],[301.53991093],[50.63443633],[84.71252374],[88.55831784],[104.15863949],[34.40959822],[122.07685931],[12.58410746],[32.53932907],[62.42801562],[43.79666666],[91.49472094],[32.24746135],[20.24654438],[48.84333299],[92.93141093],[177.26188683],[47.64837324],[52.46597671],[48.10126671],[62.17143543],[39.50240263],[83.27753632],[23.99468762],[126.54450065],[18.21135326],[170.46595288],[33.6632764],[279.02161833],[30.4043482],[60.35677456],[45.61645932],[55.32282808],[235.89772206],[94.63186613],[33.79519254],[137.17261736],[75.92961471],[57.47780735],[61.82587847],[92.51811538],[74.4885461],[69.44345871],[223.48608458],[13.50695713],[74.09199217],[169.02255901],[156.05057657],[81.72823568]
285,[100.56654605],[1178.95929179],[685.18868647],[59.57408101],[26.16686495],[55.70618756],[68.88162582],[65.73977052],[304.33888891],[51.0300451],[84.43917829],[88.08936092],[102.61186382],[34.69931321],[122.72619717],[12.52425867],[32.34030017],[62.07210858],[43.01281565],[93.07786357],[32.43226907],[20.83714554],[50.09406796],[93.1089978],[179.98116265],[47.91898286],[56.02382439],[48.2474748],[62.73953947],[39.43440327],[83.40978756],[23.79635979],[127.06871688],[18.23163867],[171.9345612],[34.13518631],[282.72387583],[30.97080306],[60.38636664],[45.26929616],[54.18405117],[235.69263387],[95.22635554],[34.15019233],[134.6043593],[75.97763811],[57.79034902],[59.34172434],[94.61432538],[75.27334016],[68.28739324],[221.47470318],[13.18708907],[72.952457],[168.44759113],[158.09077335],[83.34700922]
286,[99.24682455],[1164.83462151],[677.84239109],[60.3376954],[25.86862925],[55.04443937],[68.42615843],[66.04175994],[307.3557913],[50.45036166],[85.05456432],[88.12895296],[103.24001811],[35.1443508],[122.95357682],[12.57138483],[31.98927028],[61.25926367],[42.80503451],[92.9361519],[32.1096326],[20.78257974],[49.80816365],[91.93930477],[180.44710445],[48.06464936],[55.84803761],[47.92213905],[62.54025789],[39.32164306],[84.16135171],[24.27507899],[126.94762882],[17.21155498],[172.92836948],[34.04877722],[284.59423665],[31.41743995],[59.8426142],[45.41485337],[54.90488926],[234.44618775],[95.39891642],[33.9394682],[137.37751763],[75.65695627],[57.26866615],[59.69018575],[97.17388687],[75.06974258],[68.01975765],[212.73193476],[13.07855337],[71.80808288],[167.43353894],[159.01650897],[83.25679869]
287,[104.3277211],[1134.78265443],[710.1112801],[62.44943367],[26.24614581],[54.16222158],[70.75283025],[67.23594817],[314.62732992],[50.67181757],[86.07100254],[90.81447369],[106.7148451],[35.65188713],[122.61230996],[12.62718278],[34.05937667],[60.90282005],[43.07648845],[93.99707021],[32.01391923],[21.08067387],[51.68067839],[92.23133664],[184.99937569],[50.14954838],[56.97132457],[48.31782449],[62.98937991],[39.26132876],[87.73597138],[25.84406923],[127.81236279],[16.81147092],[170.72627872],[34.24661202],[284.80066552],[31.75849856],[60.11823949],[47.40915551],[55.38809311],[250.58169449],[99.67413895],[34.44870358],[134.05454159],[77.92478179],[58.69926221],[62.6018361],[95.46983124],[76.68290942],[68.12290987],[221.70176678],[13.25836277],[71.25416316],[169.71053091],[158.03808669],[83.24238275]
288,[100.48941976],[1142.21097259],[712.02260824],[61.93044704],[26.25690513],[54.32695443],[67.67006418],[66.03862602],[314.89048039],[50.26151559],[86.22548133],[90.09140952],[105.59479115],[36.76431333],[120.75476035],[12.41044899],[33.30031518],[61.55389186],[42.81175434],[94.04300527],[32.20259022],[20.57783694],[50.47759387],[91.1995307],[182.83574973],[48.24351751],[55.35286095],[47.58963501],[61.99696728],[39.23689262],[86.41731136],[25.19183201],[127.58820133],[15.89666487],[173.03086715],[33.89101273],[281.25172007],[31.75419211],[60.41729304],[46.06778746],[54.30642766],[249.60146911],[95.67098844],[33.47441627],[133.69127507],[76.99617014],[59.30731674],[62.08617551],[95.10710373],[75.62643692],[68.71258923],[224.7863195],[12.89627466],[70.50849839],[169.1290796],[159.2668879],[83.04629494]
289,[97.52920942],[1155.74506319],[697.20267733],[61.06859159],[28.9538116],[53.03315375],[66.75052758],[66.11419012],[310.44068864],[49.77634085],[85.6057848],[91.03596708],[105.60139218],[36.74692588],[119.24157553],[12.36544758],[33.4850575],[61.51144552],[42.10978276],[93.70469151],[31.34623393],[20.47680048],[50.85060582],[90.91283049],[180.70595665],[48.21048598],[55.09614809],[46.08960035],[60.939],[39.32853816],[82.70059159],[25.1535256],[127.40067693],[15.12674275],[173.50432004],[33.07201563],[277.85744072],[31.76062493],[59.6636676],[45.28546658],[54.35543358],[245.51607383],[97.55848197],[33.1514358],[133.46547111],[76.78611597],[59.25627875],[60.74492696],[95.11050994],[75.07679051],[67.08027841],[222.66257957],[12.83024667],[71.83565944],[169.04645838],[157.83136012],[83.26537482]
290,[98.13439152],[1161.46222193],[704.25958502],[61.48841253],[27.39056614],[53.62918208],[66.94009765],[66.12116319],[313.16671914],[50.18500248],[85.34105679],[93.45684623],[107.67258429],[36.82022876],[119.4031303],[12.53740688],[33.60515962],[61.2782991],[42.01447732],[93.8440871],[31.26976031],[20.51621426],[51.04363706],[91.40327117],[182.46649797],[48.88263246],[55.16285508],[46.17328326],[61.85847979],[39.75285709],[83.6390349],[25.26955496],[127.90143432],[15.38852743],[172.92114724],[33.3746316],[280.60393973],[30.71738351],[60.6176024],[45.1440753],[54.38713155],[245.7611193],[99.35261404],[33.58077815],[133.4573216],[76.66760076],[59.08077622],[61.18872526],[95.56700313],[73.96102381],[66.4214317],[221.5418163],[13.21980059],[72.04156843],[170.52708261],[158.8868412],[83.06772621]
291,[99.92178691],[1161.34304924],[721.59378495],[63.58220331],[27.39281506],[53.8189712],[67.40098977],[66.8833434],[315.36429016],[50.76165415],[86.39271726],[93.11266224],[108.56804962],[37.60021685],[117.73949707],[12.62103747],[33.47617873],[62.24250568],[42.03831431],[94.78977044],[31.74348256],[20.70233172],[51.18598092],[91.36960708],[183.25394548],[49.69013425],[57.22655744],[46.32273162],[62.16975614],[40.22528201],[85.214862],[25.77299079],[129.40800466],[15.02350724],[173.28036753],[33.15965059],[280.83516819],[31.03355878],[61.28338457],[45.7410106],[55.07138808],[250.90041775],[102.5005556],[34.12374025],[135.56532124],[76.90733472],[58.6119513],[61.38632888],[95.75152227],[74.07341094],[67.61905915],[224.91295106],[13.5551728],[73.3716428],[169.69796696],[159.45652435],[83.33494067]
292,[100.66048394],[1169.1573761],[707.55170957],[63.59087714],[27.310226],[53.55864986],[68.05758137],[67.1108633],[313.35237929],[50.47206978],[86.56296649],[93.50866603],[106.9771756],[37.43925809],[118.08112837],[12.57879369],[33.61425319],[61.99258618],[41.65644846],[93.4555421],[31.45966058],[20.61429222],[50.78284171],[91.69277586],[182.21964068],[50.41402816],[58.02972446],[46.10735945],[61.67368509],[40.35493055],[85.54526794],[25.86225512],[128.65556449],[15.37863907],[173.31589355],[33.42582308],[277.69375359],[30.89912394],[61.86276267],[45.76053678],[54.65834754],[246.95077114],[101.36637758],[33.83657162],[134.59610614],[76.77083001],[59.0542589],[61.75661699],[96.34733298],[73.494399],[67.20735426],[216.85956186],[13.41787142],[72.5802396],[167.8609978],[164.19993328],[82.46633822]
293,[103.20523664],[1165.36318771],[711.46151409],[63.66731895],[27.66254197],[53.40426241],[66.91323316],[66.57772204],[318.259749],[50.05956977],[87.16005982],[91.29441147],[106.43080386],[37.43202797],[118.78447752],[12.59450627],[33.9434178],[61.14571987],[41.52016788],[92.8397482],[31.6034177],[20.90489855],[50.98639515],[92.03135275],[182.06419368],[50.29296675],[58.24964586],[46.32802453],[61.51837075],[40.5929563],[85.33151945],[25.68820792],[128.83092448],[14.57540458],[172.34847801],[32.67880219],[275.44997046],[31.20658343],[62.13980145],[45.66775462],[53.68162889],[247.10818439],[100.09337879],[33.70936455],[133.03485261],[76.41705812],[59.249593],[60.92166288],[95.45319558],[73.71618678],[67.86707839],[214.72961681],[13.51247296],[72.39608713],[166.61343516],[162.20160178],[82.04277525]
294,[102.44447085],[1164.65032484],[709.82697371],[64.3824525],[27.29366527],[52.29096877],[67.52645706],[65.46534948],[319.20343238],[49.87094653],[87.5954805],[91.80250016],[105.68475797],[37.3840342],[118.72250422],[12.62716148],[34.26680083],[60.84151266],[41.40397903],[93.21037406],[31.77581691],[21.17619232],[50.97842403],[95.32229042],[183.2364646],[50.73948624],[58.81953676],[46.30773648],[61.13110003],[40.06739237],[85.58314092],[25.82758179],[128.53075488],[15.57894713],[173.60847606],[33.22194221],[275.74686317],[31.42796706],[64.33905565],[46.29005494],[53.24671379],[246.44351814],[95.80805756],[33.31265796],[132.61762076],[76.96869734],[59.46740182],[62.79835159],[96.16836118],[73.92057193],[67.92127335],[215.54568159],[13.51782071],[73.01367731],[167.14678651],[164.63339666],[82.22491477]
295,[100.07788631],[1175.30463684],[700.382879],[63.64632255],[26.89798031],[51.47907765],[67.05114934],[65.21859163],[313.90773501],[50.37528107],[87.06382072],[90.69844455],[104.52267314],[37.5616359],[119.92669087],[12.44588692],[33.18621405],[59.54971869],[40.78216134],[91.33858576],[31.30478846],[21.20248722],[50.05870377],[95.70374656],[182.0371984],[49.79556311],[58.53681477],[46.01060296],[61.17316721],[39.31784884],[85.48570772],[24.74870687],[127.85853242],[16.22375024],[173.21995881],[32.78614303],[273.88788617],[30.40100774],[64.46752079],[44.94913171],[52.88657366],[241.27436463],[96.68899613],[33.07965189],[131.54039814],[75.52449247],[59.65457428],[61.74546219],[99.35383073],[73.48427371],[66.76094216],[217.13317851],[13.74159105],[73.32241269],[163.95178032],[164.80802562],[82.09734051]
296,[100.9089386],[1180.31966506],[698.31113152],[65.34804276],[27.18897526],[51.49611456],[67.76680324],[65.9889988],[311.88064785],[50.55750972],[88.38638032],[90.99645893],[106.45385134],[38.32702058],[120.83795044],[12.57891884],[33.54906507],[58.43586119],[40.95057933],[92.12786698],[31.44882745],[21.40312489],[50.47369307],[94.11833988],[182.73697205],[51.33825682],[58.08210841],[46.76048531],[61.4524551],[39.49377801],[86.63012052],[24.57420314],[129.85555153],[15.44341087],[174.06989617],[32.94448506],[274.98439256],[30.66212196],[64.7647757],[45.48769486],[54.03657343],[240.64115552],[95.77524778],[33.45541686],[134.04389491],[75.97517379],[58.30021615],[62.74959058],[101.28171943],[74.09621489],[68.34702709],[218.09222895],[15.14221867],[74.4345205],[164.52489373],[166.03650111],[82.31926086]
297,[102.53966434],[1191.20914863],[704.72748047],[66.91355727],[27.65991847],[52.1996812],[68.5189714],[66.66616375],[312.9470903],[51.46043179],[90.4494531],[92.63118099],[109.21275105],[38.12884278],[121.98926016],[12.66894286],[34.3748674],[58.68890941],[42.22999727],[93.3945646],[31.99114926],[21.04116439],[51.57627099],[91.79842594],[184.98277785],[53.19186785],[60.99952129],[47.15873744],[62.39328503],[40.38243827],[87.45654657],[25.80268513],[133.39864549],[14.78519384],[174.2788784],[32.94345317],[275.2242791],[30.82255372],[64.83190668],[46.65970411],[54.89276469],[246.14002701],[98.27662749],[33.85328658],[136.33424576],[77.54716309],[58.02132951],[63.99385275],[100.56227696],[75.34920497],[69.2049858],[222.46216266],[15.54260195],[74.11440504],[165.44923092],[164.98006614],[83.08374218]
298,[99.4970094],[1187.17716781],[701.06033302],[65.80212436],[27.64278762],[52.26244781],[67.85955832],[68.15152183],[313.04469756],[50.78776108],[96.57997279],[91.9529531],[109.05480027],[37.82285345],[121.32409852],[12.69205974],[34.3458829],[58.66617562],[42.52045204],[92.98229988],[32.23735058],[20.81144177],[51.16716097],[91.87643736],[185.91019966],[52.82571728],[60.3724102],[46.95281672],[61.83574715],[40.83633088],[88.73279719],[25.16436672],[133.21759036],[15.04478333],[173.4778059],[32.85038592],[276.76419235],[30.80736862],[64.24083862],[46.35551355],[55.52806956],[242.79097195],[97.26055035],[33.38516666],[136.61376195],[78.54035146],[58.00543378],[63.98383288],[100.43220055],[75.95402089],[70.51307123],[227.44997489],[15.32131064],[73.77592238],[166.03671827],[166.08152403],[82.84160575]
299,[98.92624036],[1177.54962067],[700.99787906],[66.86430724],[27.84117011],[53.07757722],[68.53374196],[67.64996331],[298.57897556],[50.88947194],[95.76869739],[91.88615983],[109.0793833],[37.92197372],[119.94302042],[12.71955056],[34.36222424],[58.83326866],[42.49285061],[93.43860809],[32.48156893],[20.23641432],[50.69378589],[91.2051924],[187.4231966],[53.18481559],[60.30045145],[47.04879837],[62.60469305],[40.7701756],[90.14210919],[25.3632333],[133.87082757],[15.09034091],[172.36012086],[33.19669346],[277.55887934],[30.20676481],[63.58832535],[46.80066201],[54.7762015],[242.27741484],[98.73320683],[33.5658418],[135.76756858],[79.57113336],[57.75014153],[64.50448481],[100.00416041],[75.67445997],[72.9627083],[226.14337796],[15.0468277],[74.35185846],[164.83189534],[168.8510999],[82.12692928]
300,[100.26361736],[1175.3135189],[706.67394239],[66.96166956],[26.73280594],[52.03825899],[66.00246522],[66.33429287],[292.34992216],[50.94690342],[95.30467709],[91.72626165],[108.62801693],[37.77139794],[120.09158514],[12.61889218],[34.41817097],[59.17034698],[42.13742986],[94.50373609],[32.58563939],[20.1484462],[51.69409107],[92.85618217],[188.21938103],[53.49840666],[60.6447651],[47.40615039],[63.7602613],[40.88564025],[90.65291351],[25.54439669],[133.98945996],[15.71635573],[172.00384645],[33.75327862],[277.9409404],[30.8155387],[64.81148667],[47.52551424],[54.24088889],[241.99419176],[100.73677497],[33.75382907],[135.50558931],[80.08040088],[57.54836688],[65.20065526],[102.58191449],[76.14477582],[74.37805152],[228.45754011],[15.40144637],[74.21537515],[169.61091886],[168.49652188],[82.49980956]
301,[100.19622198],[1169.85988665],[709.66972854],[67.07214449],[26.29843338],[51.62700388],[65.35182104],[66.31964913],[294.74097467],[50.87506985],[96.42734378],[92.89548406],[109.47872516],[37.75359979],[120.32746263],[12.56880167],[34.42610301],[59.18773384],[42.00261921],[95.0324429],[32.85980706],[20.37668833],[51.76239043],[93.48937439],[188.13841145],[53.64653083],[61.30548424],[47.0922245],[63.89642721],[40.79996551],[91.17881175],[25.64240675],[134.1374604],[15.81392256],[171.55584753],[33.32494101],[276.52774227],[30.60855549],[63.20098742],[47.47581856],[54.13195598],[242.36130659],[101.82130569],[33.39093218],[135.43182544],[80.39766445],[57.28505371],[65.37467694],[102.72475533],[76.21700341],[74.46413066],[226.83317692],[15.40324582],[73.89224364],[171.62179548],[167.6078444],[82.43145265]
302,[102.04868017],[1178.55973679],[714.39810564],[68.08374993],[26.01215117],[51.47327319],[65.53536618],[65.69477379],[295.57436177],[50.98863008],[97.33578405],[92.39269168],[108.44804658],[37.9270849],[119.60990935],[12.5976915],[34.94657935],[59.26457886],[41.79846944],[95.50837279],[32.61053418],[20.8853643],[51.76225809],[92.79298569],[190.53248171],[56.80750295],[62.95190935],[47.52623059],[63.89057421],[40.7858198],[91.83172846],[26.85383442],[133.36937248],[15.67970804],[171.40076979],[33.37360228],[276.59289967],[30.96162452],[63.65978047],[48.42808523],[53.78333123],[244.7928167],[103.48650957],[33.59096677],[136.47446404],[80.9258476],[57.13068779],[65.83180956],[105.32096818],[77.34668591],[75.19302155],[226.71427269],[15.60530163],[74.61323675],[169.96536884],[168.48331797],[82.22749241]
303,[99.77381099],[1183.44178393],[707.30689887],[68.30541715],[26.46222274],[51.53743957],[64.91251485],[66.88582734],[295.73315424],[51.03648198],[97.43689834],[92.74767329],[107.50646954],[37.58716165],[120.40101032],[12.4932883],[34.48390626],[59.45782996],[41.28582456],[95.71427404],[32.57545963],[21.06559922],[51.21849747],[91.78729521],[190.18225197],[55.24727383],[61.25154454],[47.58676491],[63.93038936],[40.87264423],[92.06360376],[25.5908596],[136.32621527],[15.57251558],[172.70815572],[33.68962656],[273.60750444],[30.70396521],[62.93985525],[47.91946986],[54.01497295],[242.32594482],[103.16411701],[33.51037848],[136.72004065],[80.71353376],[57.2481347],[65.09274552],[105.08870258],[76.95183088],[74.79773724],[225.97107127],[15.65058728],[74.52755295],[170.11154412],[170.21692977],[82.39527862]
304,[99.78147079],[1186.84026534],[718.44112702],[68.44982938],[26.52979263],[52.13254933],[64.91340353],[66.57810151],[294.60437817],[51.37083881],[97.54344457],[92.62170106],[108.28316995],[37.91495022],[121.30620763],[12.58090272],[34.45231815],[59.77264486],[41.3855943],[95.42912022],[32.74051909],[20.97307298],[51.54163045],[91.64025448],[189.80508543],[54.78564148],[60.96393355],[47.53559548],[63.80242333],[41.19376035],[92.83109742],[25.77395032],[136.63613465],[15.28905033],[173.11632747],[33.63271628],[276.42203177],[31.04364345],[62.9380813],[47.68294137],[53.58771122],[242.59350992],[102.55366032],[33.75128315],[136.92244607],[80.60539401],[57.78055796],[64.90967727],[104.27204258],[76.38708091],[75.01482926],[225.45143066],[15.42325848],[74.30219123],[170.78110549],[168.47855753],[82.67533073]
305,[99.71986681],[1168.8643025],[711.80317252],[68.51104686],[26.2373019],[51.12102728],[64.15386095],[66.43781882],[288.69195526],[51.08218845],[96.17379568],[93.00905581],[107.2043284],[37.70912911],[119.81654543],[12.48629818],[34.02256219],[59.58120042],[40.98881314],[95.00360324],[32.31123481],[20.83347452],[50.88626768],[90.98479681],[189.76909863],[54.30861424],[60.28456862],[47.74627948],[63.25055223],[40.68704515],[92.96532929],[25.1226671],[135.85145355],[15.34978699],[172.21398519],[33.40913907],[275.96711532],[30.86216346],[62.52322215],[47.45156494],[53.28565242],[240.7655889],[103.52365936],[33.25371659],[137.22171088],[80.25000395],[57.4105904],[65.27508139],[103.9491427],[76.4406367],[74.73549265],[223.87263641],[14.31282833],[74.00050552],[168.64324356],[168.48261677],[81.63365789]
306,[105.94874811],[1190.35385014],[735.31623597],[69.13086097],[26.72796481],[51.72395449],[64.78892405],[66.75362525],[292.8043387],[51.11884269],[96.39204956],[94.08116587],[108.80313337],[38.04171975],[121.44393761],[12.66509592],[33.86008037],[59.54063712],[41.83028669],[96.59470492],[32.30786178],[21.22811621],[52.05903147],[92.12401723],[187.99850077],[56.300861],[59.85636692],[47.8768049],[64.94305243],[41.35502995],[91.71261698],[26.29495701],[133.7824267],[16.00735581],[173.28400718],[33.51229284],[276.28247226],[31.68945146],[63.49690027],[49.07219323],[55.00249321],[249.27464168],[104.72609913],[33.40339593],[138.89184435],[80.51224661],[57.5957811],[67.6601192],[106.51806702],[76.75122465],[75.6396249],[229.44676266],[15.00946011],[74.40788871],[168.03149973],[164.30420534],[81.63097647]
307,[106.72191767],[1205.92337676],[749.75533064],[68.41716506],[26.63335191],[52.07301586],[66.90272624],[66.85929207],[308.66778145],[52.86108045],[98.46137363],[93.93867373],[108.06390383],[39.16610788],[125.20081082],[12.77156118],[33.14847879],[60.26263365],[42.90378924],[97.2484504],[31.83452896],[20.9647358],[50.1053569],[91.3131419],[189.20112138],[55.57758022],[58.20719804],[47.6465454],[67.21863101],[41.54476166],[92.07025976],[25.24672047],[136.57217021],[16.11679493],[172.58029194],[33.31534422],[275.13279934],[31.78114303],[63.43003727],[48.575837],[55.29646127],[253.69535165],[101.65619882],[34.26448387],[139.18136076],[80.46095361],[58.65823966],[66.9252592],[106.95187076],[75.47608318],[76.28156545],[244.77069991],[15.65578766],[73.82649118],[168.93588815],[162.61872978],[81.55921048]
308,[110.94519034],[1210.24808811],[759.12049318],[67.39937562],[26.66081002],[53.72514973],[68.20573715],[66.89571478],[306.87200001],[52.01325549],[98.54311854],[95.19398954],[108.89155812],[38.50238886],[126.19709399],[12.9926067],[32.72324235],[60.29011165],[44.20401949],[97.52482891],[32.58189296],[21.22307508],[51.03022714],[90.7954613],[190.66164592],[54.72268021],[50.95630005],[47.7404316],[66.76495838],[42.08294341],[92.70110823],[24.50350196],[135.78696883],[15.87476741],[173.70632432],[33.7115353],[275.45076241],[32.05395668],[63.40658554],[47.98052392],[54.64392792],[257.33212722],[103.53604648],[33.82656369],[141.41690268],[80.91854065],[58.91043932],[65.91476181],[106.77978253],[75.4731107],[77.62524292],[244.93978513],[15.86574557],[75.4701049],[168.81139561],[163.45881587],[82.40009473]
309,[112.2003223],[1228.5233935],[776.14900794],[68.86695484],[26.74603211],[55.40376353],[71.07390212],[66.34042339],[313.99139425],[52.60864032],[99.33142421],[95.67773634],[111.38147207],[39.68878644],[126.91837165],[13.21704665],[32.51531392],[59.74858952],[43.9976369],[97.59638295],[32.92044723],[21.1623539],[50.89358924],[92.43773967],[192.52596789],[54.44528852],[50.30731322],[47.91790007],[67.62092308],[42.02429877],[94.59511663],[24.44044182],[134.53536175],[16.22278742],[174.1089112],[33.89607891],[276.78813917],[31.94182667],[63.9921711],[48.37121237],[54.91517823],[260.55906447],[103.95728343],[34.58076182],[143.06030402],[81.9596773],[59.55230081],[66.68140791],[106.54993639],[77.08511168],[79.46086093],[237.66713243],[15.80332866],[75.72774502],[168.45266792],[164.66757093],[82.80371628]
310,[110.97892576],[1247.4094456],[765.87234472],[69.5532971],[26.3437586],[55.37140279],[69.99728671],[66.08537579],[317.48431787],[52.8403586],[98.84951487],[94.11981293],[108.86997853],[39.71288796],[127.90199744],[13.14412877],[32.28588338],[60.31960105],[44.17848901],[97.9196102],[33.20420461],[21.54927374],[51.56186382],[93.08459511],[192.13961073],[56.83950415],[48.76871827],[48.31568602],[67.16223865],[41.86091828],[93.87803862],[24.36026997],[136.34496902],[15.75400508],[173.96453104],[33.07800542],[279.25946849],[32.05827934],[64.54072999],[48.24886783],[54.73096028],[259.84281672],[105.17263148],[34.38752682],[142.65218835],[81.2164367],[59.27055534],[67.16317217],[106.8755592],[75.81379105],[79.27579992],[231.92284663],[15.87357121],[77.29666167],[169.07601213],[162.30752214],[82.94348364]
311,[110.6426519],[1252.65383255],[770.9290516],[69.85172791],[26.44689164],[55.71463375],[69.87611649],[67.6080922],[318.9975388],[52.9083476],[97.69244963],[94.48306465],[109.91654706],[39.4966269],[127.1905899],[13.06208971],[31.98719427],[59.89041468],[44.04594468],[98.93697132],[33.95236776],[21.6742864],[52.17043543],[93.87574572],[193.24923494],[56.89203918],[47.23209863],[47.9896488],[66.60170581],[41.97988151],[94.53533934],[24.63724439],[137.77773983],[15.79279601],[173.66033716],[33.68509172],[279.82067694],[31.87740421],[64.041189],[47.84137248],[54.99085323],[261.36488932],[104.99537628],[34.68854843],[141.23691394],[80.50877603],[59.16985405],[69.14369647],[106.53983084],[75.48914388],[79.43420411],[233.73038387],[14.96861571],[76.09485147],[168.38490718],[163.27675632],[82.71465984]
312,[110.47802907],[1253.54211143],[768.66999165],[70.43363062],[25.95654429],[54.47204682],[70.2495954],[67.93683424],[321.50575213],[51.04042173],[96.85568524],[94.74027374],[109.77527528],[37.75063723],[127.15772883],[13.01595282],[32.01841325],[60.46660155],[42.91505549],[99.43204428],[33.49704992],[21.59156607],[52.05011856],[92.35217812],[191.86971139],[58.79084165],[48.35941064],[47.50957031],[68.38042118],[42.23606836],[94.26912957],[25.5755763],[137.7903978],[15.64061165],[173.60068407],[33.88325336],[272.20077096],[31.11092645],[64.22820492],[49.18906664],[55.58125495],[258.51434889],[104.86476811],[33.67113755],[140.8421783],[80.67574824],[59.77977599],[70.55285388],[105.85739061],[76.19581375],[78.46194078],[230.96496769],[15.00817849],[75.95346507],[166.22734744],[162.00805447],[82.54728115]
